Date,Close,High,Low,Open,Volume,dCPR,Close2dCPR,wCPR,Close2wCPR,Price_Moment_1,Price_Moment_2,Price_Moment_3,Price_Moment_4,Price_Moment_5,Price_Moment_6,Price_Moment_7,Price_Moment_8,Price_Moment_9,Price_Moment_10,Price_Moment_11,Price_Moment_12,Price_Moment_13,Price_Moment_14,Price_Moment_15,Price_Moment_16,Price_Moment_17,Price_Moment_18,Price_Moment_19,SMA_10,SMA_15,O-C,H-L,Rolling_vol_5,Rolling_vol_10,Rolling_vol_15,Returns
2005-05-02,66.86839294433594,67.37139766384237,65.6308280269441,66.4292563906577,7982462,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4391365536782388,1.7405696368982717,,,,
2005-05-03,67.754638671875,68.5051626645028,66.50908875709449,67.26759785912104,9791165,66.6235395450408,1.016977469743551,,,0.8862457275390625,,,,,,,,,,,,,,,,,,,,,-0.4870408127539605,1.9960739074083165,,,,0.013253581976716777
2005-05-04,66.78853607177734,68.18578386514054,66.5330380245764,67.70672820542408,9502923,67.58963003115743,0.9881476794737477,,,-0.9661026000976562,-0.07985687255859375,,,,,,,,,,,,,,,,,,,,0.9181921336467411,1.6527458405641369,,,,-0.014258840708697984
2005-05-05,67.11589813232422,68.31353736000332,66.81249577080744,67.23566205509213,7415475,67.1691193204981,0.9992076539232272,,,0.327362060546875,-0.6387405395507812,0.24750518798828125,,,,,,,,,,,,,,,,,,,0.11976392276791614,1.5010415891958786,,,,0.004901470818211351
2005-05-06,67.92230224609375,68.26562374917134,66.35737999684274,67.38735086364566,9568075,67.41397708771166,1.0075403526144247,,,0.8064041137695312,1.1337661743164062,0.16766357421875,1.0539093017578125,,,,,,,,,,,,,,,,,,-0.5349513824480852,1.9082437523286018,,,,0.01201509830323122
2005-05-09,69.79861450195312,70.13395729742842,67.86641517794138,67.86641517794138,8995348,67.51510199736929,1.0338222477198185,67.35276431251356,1.0363140283016588,1.876312255859375,2.6827163696289062,3.0100784301757812,2.043975830078125,2.9302215576171875,,,,,,,,,,,,,,,,,-1.9321993240117479,2.2675421194870466,24.038018960456533,,,0.027624391309075236
2005-05-10,68.36942291259766,69.9423303958699,68.0101311645483,69.62295783396915,10037227,69.26632899244098,0.9870513409200421,67.35276431251356,1.0150945341362212,-1.4291915893554688,0.44712066650390625,1.2535247802734375,1.5808868408203125,0.6147842407226562,1.5010299682617188,,,,,,,,,,,,,,,,1.2535349213714966,1.9321992313216043,30.95517138772333,,,-0.02047593064065012
2005-05-11,68.55306243896484,69.2956012731879,67.73867034003763,68.23369622951965,8637477,68.7739614910053,0.9967880423455127,67.35276431251356,1.0178210670148884,0.1836395263671875,-1.2455520629882812,0.6307601928710938,1.437164306640625,1.7645263671875,0.7984237670898438,1.6846694946289062,,,,,,,,,,,,,,,-0.31936620944519234,1.5569309331502694,27.53571059490224,,,0.0026859891241433065
2005-05-12,69.20777130126953,69.51117362209258,68.54507090276246,68.66483480946708,4960215,68.52911135073013,1.0099032358243496,67.35276431251356,1.0275416608017576,0.6547088623046875,0.838348388671875,-0.5908432006835938,1.2854690551757812,2.0918731689453125,2.4192352294921875,1.4531326293945312,2.3393783569335938,,,,,,,,,,,,,,-0.5429364918024504,0.9661027193301237,27.695168933681668,,,0.009550395547793356
2005-05-13,69.06405639648438,69.52714183606531,68.7606540566557,69.30358422489803,6320900,69.08800527537487,0.9996533569207124,67.35276431251356,1.0254078967869902,-0.14371490478515625,0.5109939575195312,0.6946334838867188,-0.73455810546875,1.141754150390625,1.9481582641601562,2.2755203247070312,1.309417724609375,2.1956634521484375,,,,,,,,,,,68.14426956176757,,0.2395278284136566,0.7664877794096157,27.63277742473862,,,-0.0020765717791944027
2005-05-16,71.65096282958984,71.85855657603175,69.1438994432811,69.1438994432811,9400706,69.1172840964018,1.0366576720470406,68.97889467798348,1.038737474180769,2.5869064331054688,2.4431915283203125,3.097900390625,3.2815399169921875,1.8523483276367188,3.7286605834960938,4.535064697265625,4.8624267578125,3.8963241577148438,4.782569885253906,,,,,,,,,,68.62252655029297,,-2.5070633863087437,2.714657132750645,33.08925826809164,27.40815708564226,,0.037456624589996546
2005-05-17,71.3236083984375,72.56117310950488,70.26968211683267,72.17792603299937,15399941,70.88447294963423,1.0061950866040197,68.97889467798348,1.0339917554695524,-0.32735443115234375,2.259552001953125,2.1158370971679688,2.7705459594726562,2.9541854858398438,1.524993896484375,3.40130615234375,4.207710266113281,4.535072326660156,3.5689697265625,4.4552154541015625,,,,,,,,,68.97942352294922,,0.8543176345618662,2.291490992672209,26.47647470917213,27.718260365385873,,-0.004568737365482467
2005-05-18,69.75069427490234,71.06011836367497,69.14388969555074,71.06011836367497,15104779,71.38482120825834,0.977108201635911,68.97889467798348,1.0111889238080993,-1.5729141235351562,-1.9002685546875,0.6866378784179688,0.5429229736328125,1.1976318359375,1.3812713623046875,-0.04792022705078125,1.8283920288085938,2.634796142578125,2.962158203125,1.9960556030273438,2.8823013305664062,,,,,,,,69.27563934326172,,1.30942408877263,1.9162286681242335,34.57553601589234,29.503260861185154,,-0.022053204525888992
2005-05-19,69.58303833007812,70.90044140024335,69.14390185416617,69.79062572618771,6767791,69.98490077804269,0.9942578692904193,68.97889467798348,1.0087583840668222,-0.16765594482421875,-1.740570068359375,-2.0679244995117188,0.51898193359375,0.37526702880859375,1.0299758911132812,1.2136154174804688,-0.215576171875,1.660736083984375,2.4671401977539062,2.7945022583007812,1.828399658203125,2.7146453857421875,,,,,,,69.52235336303711,,0.20758739610958798,1.7565395460771782,34.29845626744177,29.691173685164568,,-0.0024036455345297636
