Date,Close,High,Low,Open,Volume,dCPR,Close2dCPR,wCPR,Close2wCPR,Price_Moment_1,Price_Moment_2,Price_Moment_3,Price_Moment_4,Price_Moment_5,Price_Moment_6,Price_Moment_7,Price_Moment_8,Price_Moment_9,Price_Moment_10,Price_Moment_11,Price_Moment_12,Price_Moment_13,Price_Moment_14,Price_Moment_15,Price_Moment_16,Price_Moment_17,Price_Moment_18,Price_Moment_19,SMA_10,SMA_15,O-C,H-L,Rolling_vol_5,Rolling_vol_10,Rolling_vol_15,Returns
2005-05-02,35.86420822143555,35.97505638554691,35.2461487757985,35.571974762556714,43024214,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2922334588788331,0.7289076097484042,,,,
2005-05-03,36.34119415283203,36.47891276673338,35.30661594961327,35.80710878527893,48375663,35.69513779426032,1.018099281820831,,,0.4769859313964844,,,,,,,,,,,,,,,,,,,,,-0.5340853675531037,1.1722968171201131,,,,0.01329977587826403
2005-05-04,36.36806106567383,36.61327216891061,36.075827600242086,36.41173135289626,29381639,36.042240956392895,1.0090399514745807,,,0.026866912841796875,0.5038528442382812,,,,,,,,,,,,,,,,,,,,0.043670287222433046,0.5374445686685263,,,,0.0007392963678851672
2005-05-05,36.3546257019043,36.77449998688355,36.22362202512307,36.462111020953145,24326384,36.352386944942175,1.0000615848682926,,,-0.01343536376953125,0.013431549072265625,0.49041748046875,,,,,,,,,,,,,,,,,,,0.10748531904884828,0.5508779617604773,,,,-0.0003694275519739998
2005-05-06,36.88871383666992,36.98276575033878,36.27737280887653,36.27737280887653,64922192,36.45091590463697,1.0120106154034187,,,0.534088134765625,0.5206527709960938,0.5475196838378906,1.024505615234375,,,,,,,,,,,,,,,,,,-0.6113410277933937,0.7053929414622502,,,,0.014691064051792768
2005-05-09,37.177581787109375,37.28171144295089,36.69388528761311,36.89878534659511,44323347,36.71628413196174,1.0125638437018758,36.372542787602406,1.022133151487593,0.2888679504394531,0.8229560852050781,0.8095207214355469,0.8363876342773438,1.3133735656738281,,,,,,,,,,,,,,,,,-0.2787964405142631,0.5878261553377868,10.921129787334634,,,0.007830794852822898
2005-05-10,36.56288528442383,37.33545964911983,36.48898889546561,37.20110029441226,31828111,37.051059505891125,0.9868242844340341,36.372542787602406,1.0052331369278449,-0.6146965026855469,-0.32582855224609375,0.20825958251953125,0.19482421875,0.22169113159179688,0.6986770629882812,,,,,,,,,,,,,,,,0.6382150099884285,0.8464707536542164,18.489397333096694,,,-0.01653406362483434
2005-05-11,36.44532012939453,36.77786103875108,36.25385348388192,36.41173118985766,43816108,36.79577794300309,0.990475597114663,36.372542787602406,1.0020008868287573,-0.11756515502929688,-0.7322616577148438,-0.4433937072753906,0.09069442749023438,0.07725906372070312,0.1041259765625,0.5811119079589844,,,,,,,,,,,,,,,-0.03358893953686959,0.5240075548691578,18.764340638549655,,,-0.0032154233484242845
2005-05-12,36.21355056762695,36.37142470440157,35.91795781368776,36.270654284242944,51668659,36.49234488400918,0.9923601972614154,36.372542787602406,0.9956287845778644,-0.23176956176757812,-0.349334716796875,-0.9640312194824219,-0.6751632690429688,-0.14107513427734375,-0.154510498046875,-0.12764358520507812,0.34934234619140625,,,,,,,,,,,,,,0.05710371661599112,0.45346689071381263,19.396449862991492,,,-0.006359377855502668
2005-05-13,36.02544403076172,36.210188590841874,35.87428841189282,36.176599649630624,24848524,36.167644361905424,0.9960682998947678,36.372542787602406,0.9904571214922319,-0.18810653686523438,-0.4198760986328125,-0.5374412536621094,-1.1521377563476562,-0.8632698059082031,-0.3291816711425781,-0.3426170349121094,-0.3157501220703125,0.16123580932617188,,,,,,,,,,,36.4241584777832,,0.1511556188689056,0.33590017894905344,13.830979552528861,,,-0.005194368790598314
2005-05-16,36.29417037963867,36.52258166547989,36.10942220998532,36.10942220998532,33790996,36.03664034449881,1.007146338634178,36.41173069725812,0.9967713614440111,0.2687263488769531,0.08061981201171875,-0.15114974975585938,-0.26871490478515625,-0.8834114074707031,-0.59454345703125,-0.060455322265625,-0.07389068603515625,-0.047023773193359375,0.429962158203125,,,,,,,,,,36.46715469360352,,-0.1847481696533535,0.4131594554945721,13.622208052807286,15.360093913859869,,0.007459348693870105
2005-05-17,35.33348846435547,36.525937160676335,35.26630699239882,36.411733323979256,50494417,36.3087247517013,0.9731404423037432,36.41173069725812,0.970387503910001,-0.9606819152832031,-0.69195556640625,-0.8800621032714844,-1.1118316650390625,-1.2293968200683594,-1.8440933227539062,-1.5552253723144531,-1.0211372375488281,-1.0345726013183594,-1.0077056884765625,-0.5307197570800781,,,,,,,,,36.36638412475586,,1.078244859623787,1.2596301682775177,19.709929664669694,19.231581958969766,,-0.02646931739269498
2005-05-18,35.57868957519531,35.71304890593095,35.14201905859582,35.47120067502884,62603483,35.70857753914354,0.9963625556407044,36.41173069725812,0.9771216279448771,0.24520111083984375,-0.7154808044433594,-0.44675445556640625,-0.6348609924316406,-0.8666305541992188,-0.9841957092285156,-1.5988922119140625,-1.3100242614746094,-0.7759361267089844,-0.7893714904785156,-0.7625045776367188,-0.2855186462402344,,,,,,,,36.28744697570801,,-0.10748890016647294,0.5710298473351259,22.047841667347722,19.79049733082751,,0.006939623611951218
2005-05-19,35.2226448059082,35.94147480444964,35.11179661910431,35.672752471129,42422193,35.47791917990736,0.992804697121478,36.41173069725812,0.9673433295100291,-0.3560447692871094,-0.11084365844726562,-1.0715255737304688,-0.8027992248535156,-0.99090576171875,-1.2226753234863281,-1.340240478515625,-1.9549369812011719,-1.6660690307617188,-1.1319808959960938,-1.145416259765625,-1.1185493469238281,-0.6415634155273438,,,,,,,36.1742488861084,,0.4501076652207985,0.8296781853453297,22.363555006970497,20.133584347333276,,-0.01000724797732111
