date_time,open,high,low,price,volume
2015-09-03 00:00:00+05:30,1312.0,1342.5,1312.0,1326.55,3196
2015-09-04 00:00:00+05:30,1332.0,1333.0,1265.09,1313.3,8373
2015-09-07 00:00:00+05:30,1313.5,1319.5,1253.0,1263.0,11963
2015-09-08 00:00:00+05:30,1278.0,1324.5,1245.0,1314.0,11771
2015-09-09 00:00:00+05:30,1330.0,1369.55,1329.3,1350.4,12659
2015-09-10 00:00:00+05:30,1339.0,1419.05,1320.0,1405.7,22068
2015-09-11 00:00:00+05:30,1423.35,1431.9,1366.95,1377.05,15406
2015-09-14 00:00:00+05:30,1375.0,1384.0,1355.0,1367.6,8536
2015-09-15 00:00:00+05:30,1373.0,1381.5,1353.0,1361.75,4571
2015-09-16 00:00:00+05:30,1371.2,1371.55,1334.05,1338.6,7352
2015-09-18 00:00:00+05:30,1345.0,1379.0,1345.0,1370.55,14214
2015-09-21 00:00:00+05:30,1370.0,1370.0,1351.6,1364.15,4050
2015-09-22 00:00:00+05:30,1368.0,1415.0,1357.05,1373.15,17831
2015-09-23 00:00:00+05:30,1370.0,1383.45,1352.5,1370.5,5670
2015-09-24 00:00:00+05:30,1372.2,1423.0,1369.8,1408.05,10936
2015-09-28 00:00:00+05:30,1415.8,1423.65,1397.3,1400.25,6658
2015-09-29 00:00:00+05:30,1397.0,1455.65,1395.0,1442.65,160011
2015-09-30 00:00:00+05:30,1430.0,1453.15,1411.75,1441.55,93281
2015-10-01 00:00:00+05:30,1440.0,1475.0,1422.55,1442.45,19577
2015-10-05 00:00:00+05:30,1455.0,1501.75,1455.0,1474.7,14705
2015-10-06 00:00:00+05:30,1491.5,1512.15,1474.7,1496.1,20168
2015-10-07 00:00:00+05:30,1494.85,1515.7,1471.0,1480.05,11013
2015-10-08 00:00:00+05:30,1485.0,1489.5,1435.2,1449.1,10479
2015-10-09 00:00:00+05:30,1458.5,1474.25,1444.0,1454.0,8258
2015-10-12 00:00:00+05:30,1463.5,1468.7,1438.3,1456.5,7035
2015-10-13 00:00:00+05:30,1457.0,1470.25,1440.0,1450.95,5826
2015-10-14 00:00:00+05:30,1448.75,1455.0,1436.0,1439.3,4416
2015-10-15 00:00:00+05:30,1450.0,1457.45,1436.05,1440.15,5865
2015-10-16 00:00:00+05:30,1450.4,1452.55,1434.6,1439.6,3979
2015-10-19 00:00:00+05:30,1445.0,1446.85,1418.7,1423.95,6401
2015-10-20 00:00:00+05:30,1432.65,1432.7,1404.5,1412.65,5486
2015-10-21 00:00:00+05:30,1413.35,1422.3,1377.1,1382.05,10316
2015-10-23 00:00:00+05:30,1400.0,1421.0,1385.9,1406.95,10568
2015-10-26 00:00:00+05:30,1409.0,1433.5,1407.1,1418.95,12771
2015-10-27 00:00:00+05:30,1420.0,1420.0,1368.0,1381.15,8267
2015-10-28 00:00:00+05:30,1375.0,1378.0,1334.5,1347.65,14947
2015-10-29 00:00:00+05:30,1346.0,1346.0,1302.0,1319.6,17196
2015-10-30 00:00:00+05:30,1320.0,1343.85,1306.09,1313.45,10001
2015-11-02 00:00:00+05:30,1315.45,1350.0,1303.4,1342.25,16005
2015-11-03 00:00:00+05:30,1350.0,1360.0,1341.25,1348.15,10204
2015-11-04 00:00:00+05:30,1355.1,1370.0,1355.05,1366.3,8959
2015-11-05 00:00:00+05:30,1364.0,1370.0,1330.3,1342.15,18842
2015-11-06 00:00:00+05:30,1341.0,1359.95,1333.1,1344.6,6553
2015-11-09 00:00:00+05:30,1320.2,1336.25,1302.25,1326.7,8786
2015-11-10 00:00:00+05:30,1325.0,1327.75,1268.09,1273.25,22347
2015-11-11 00:00:00+05:30,1273.0,1284.95,1269.0,1275.34,2986
2015-11-13 00:00:00+05:30,1271.0,1271.0,1240.0,1249.2,11519
2015-11-16 00:00:00+05:30,1244.95,1287.9,1213.34,1280.59,22443
2015-11-17 00:00:00+05:30,1286.0,1330.0,1286.0,1321.95,18982
2015-11-18 00:00:00+05:30,1328.0,1344.0,1295.0,1300.5,16525
2015-11-19 00:00:00+05:30,1316.75,1320.0,1291.5,1317.55,6137
2015-11-20 00:00:00+05:30,1325.0,1339.5,1316.35,1332.6,5590
2015-11-23 00:00:00+05:30,1338.0,1358.0,1334.15,1348.25,13317
2015-11-24 00:00:00+05:30,1355.0,1360.8,1320.3,1328.95,9788
2015-11-26 00:00:00+05:30,1328.0,1344.0,1305.7,1335.15,12480
2015-11-27 00:00:00+05:30,1340.0,1348.35,1327.15,1332.9,7380
2015-11-30 00:00:00+05:30,1331.0,1334.9,1308.0,1319.95,8928
2015-12-01 00:00:00+05:30,1315.95,1350.0,1315.95,1344.2,6776
2015-12-02 00:00:00+05:30,1351.0,1386.0,1351.0,1379.3,16526
2015-12-03 00:00:00+05:30,1387.75,1394.5,1348.0,1360.4,21394
2015-12-04 00:00:00+05:30,1356.95,1375.35,1353.2,1363.35,7355
2015-12-07 00:00:00+05:30,1370.0,1388.0,1367.0,1370.65,6265
2015-12-08 00:00:00+05:30,1368.95,1371.0,1341.0,1348.65,4714
2015-12-09 00:00:00+05:30,1346.0,1377.45,1341.75,1357.5,13203
2015-12-10 00:00:00+05:30,1365.0,1400.0,1347.0,1393.5,14820
2015-12-11 00:00:00+05:30,1397.15,1415.0,1367.3,1381.85,15317
2015-12-14 00:00:00+05:30,1376.0,1409.0,1365.0,1400.75,7328
2015-12-15 00:00:00+05:30,1410.0,1414.0,1375.7,1389.25,7954
2015-12-16 00:00:00+05:30,1399.6,1405.7,1374.5,1380.1,10151
2015-12-17 00:00:00+05:30,1390.0,1432.05,1390.0,1424.25,17056
2015-12-18 00:00:00+05:30,1410.0,1453.0,1404.0,1446.0,21074
2015-12-21 00:00:00+05:30,1446.0,1458.0,1434.0,1443.55,11896
2015-12-22 00:00:00+05:30,1443.05,1461.0,1430.6,1449.05,8952
2015-12-23 00:00:00+05:30,1455.0,1460.85,1423.0,1432.5,12131
2015-12-24 00:00:00+05:30,1431.95,1444.5,1427.85,1437.35,10098
2015-12-28 00:00:00+05:30,1437.35,1450.1,1437.2,1441.3,4903
2015-12-29 00:00:00+05:30,1445.8,1470.0,1445.8,1461.7,7675
2015-12-30 00:00:00+05:30,1464.0,1468.75,1457.5,1461.4,4783
2015-12-31 00:00:00+05:30,1464.0,1469.45,1448.15,1462.8,6665
2016-01-01 00:00:00+05:30,1461.9,1480.0,1454.55,1460.05,10233
2016-01-04 00:00:00+05:30,1461.0,1469.3,1442.4,1447.15,5709
2016-01-05 00:00:00+05:30,1447.2,1497.0,1431.55,1466.75,47481
2016-01-06 00:00:00+05:30,1440.0,1478.95,1440.0,1454.85,18272
2016-01-07 00:00:00+05:30,1453.9,1453.9,1379.1,1393.4,12802
2016-01-08 00:00:00+05:30,1399.05,1418.9,1389.0,1404.8,14727
2016-01-11 00:00:00+05:30,1400.0,1419.0,1361.35,1376.95,11106
2016-01-12 00:00:00+05:30,1365.0,1373.4,1351.5,1363.7,9648
2016-01-13 00:00:00+05:30,1374.95,1395.0,1330.0,1365.45,15380
2016-01-14 00:00:00+05:30,1360.0,1395.0,1337.5,1372.75,12119
2016-01-15 00:00:00+05:30,1382.0,1398.95,1363.15,1368.75,19971
2016-01-18 00:00:00+05:30,1387.75,1387.75,1341.35,1348.9,7506
2016-01-19 00:00:00+05:30,1355.0,1423.0,1350.45,1410.9,11067
2016-01-20 00:00:00+05:30,1410.0,1438.1,1345.35,1358.4,43618
2016-01-21 00:00:00+05:30,1370.0,1384.5,1358.5,1368.4,13383
2016-01-22 00:00:00+05:30,1379.85,1410.0,1371.0,1403.1,10972
2016-01-25 00:00:00+05:30,1413.0,1428.0,1400.0,1419.9,8887
2016-01-27 00:00:00+05:30,1435.75,1443.25,1387.95,1392.6,11444
2016-01-28 00:00:00+05:30,1399.0,1425.0,1380.8,1415.1,13887
