date_time,open,high,low,price,volume
2015-09-03 00:00:00+05:30,655.29,663.9,652.0,656.85,161958
2015-09-04 00:00:00+05:30,673.2,679.5,645.29,649.4,417966
2015-09-07 00:00:00+05:30,655.0,662.0,647.1,649.29,161750
2015-09-08 00:00:00+05:30,653.0,657.0,624.2,649.45,273523
2015-09-09 00:00:00+05:30,660.35,665.95,651.0,657.3,164608
2015-09-10 00:00:00+05:30,650.0,658.55,640.75,653.9,181159
2015-09-11 00:00:00+05:30,658.35,662.4,649.1,653.0,88086
2015-09-14 00:00:00+05:30,654.04,662.5,650.85,659.9,71747
2015-09-15 00:00:00+05:30,663.9,665.9,653.0,656.85,91303
2015-09-16 00:00:00+05:30,659.55,665.5,657.85,660.65,72995
2015-09-18 00:00:00+05:30,665.0,668.65,650.0,653.79,142194
2015-09-21 00:00:00+05:30,653.79,653.79,640.4,649.75,102855
2015-09-22 00:00:00+05:30,652.1,654.85,640.5,643.15,123113
2015-09-23 00:00:00+05:30,638.0,644.0,633.35,642.1,106135
2015-09-24 00:00:00+05:30,644.0,650.5,638.75,643.35,129226
2015-09-28 00:00:00+05:30,645.04,653.95,640.0,642.1,84859
2015-09-29 00:00:00+05:30,637.54,643.95,628.5,636.4,110126
2015-09-30 00:00:00+05:30,639.0,640.0,632.0,637.79,174969
2015-10-01 00:00:00+05:30,643.85,648.79,633.0,635.2,197073
2015-10-05 00:00:00+05:30,637.15,643.2,635.04,641.95,145707
2015-10-06 00:00:00+05:30,644.95,666.0,641.5,663.55,311520
2015-10-07 00:00:00+05:30,669.45,683.35,660.75,680.15,256861
2015-10-08 00:00:00+05:30,685.55,688.0,672.8,678.0,188624
2015-10-09 00:00:00+05:30,682.4,691.75,679.2,688.15,120544
2015-10-12 00:00:00+05:30,690.0,691.0,675.0,676.35,81020
2015-10-13 00:00:00+05:30,678.0,681.1,673.75,678.3,78213
2015-10-14 00:00:00+05:30,674.8,679.6,660.25,678.25,77584
2015-10-15 00:00:00+05:30,683.0,683.9,670.25,672.6,81302
2015-10-16 00:00:00+05:30,673.0,680.1,669.15,679.1,85212
2015-10-19 00:00:00+05:30,680.9,688.7,677.75,687.1,74897
