Date,Close,High,Low,Open,Volume
2017-02-03,67.14910125732422,75.36374519736256,66.89160663064139,68.14138984030264,141945858
2017-02-06,64.636962890625,68.31722812680228,64.25386686837784,67.89016772094458,19796400
2017-02-07,63.23019027709961,65.06089867508271,62.88477115728286,64.68722073513914,11647314
2017-02-08,64.22247314453125,64.99180899572617,62.72147842813318,63.619563746395784,10684044
2017-02-09,63.434288024902344,64.60556914512685,63.25216032450891,64.37319396722751,4200156
2017-02-10,63.117149353027344,64.31041083681008,62.99154356194743,63.73262074796324,3787821
2017-02-13,62.91615676879883,63.459404732882525,62.70890535261417,63.368340892774924,4534749
2017-02-14,63.05433654785156,63.99638195685961,62.67751493436976,63.110858496169364,4616037
2017-02-15,61.653812408447266,63.424863313904666,61.40260092092127,62.928719116719215,4000185
2017-02-16,60.535919189453125,61.9992323794139,60.353791505083585,61.7354590198024,3511584
2017-02-17,60.74317169189453,61.421443593059266,60.5422033577136,60.98182131921265,2282085
2017-02-20,60.99124526977539,61.320963061200025,60.485678564570655,60.743173157015704,1796481
2017-02-21,61.813968658447266,62.48281810451909,61.02578792584796,61.233039357999985,3005523
2017-02-22,62.13285446166992,62.92366484514014,61.94471578963728,62.62711314088181,1224666
2017-02-23,61.60032272338867,62.29228390180121,61.54292605113949,62.16792225571864,1080675
2017-02-27,60.84777069091797,61.78207473876074,60.73935330581284,61.351593172181246,1862262
2017-02-28,60.39177703857422,61.536539834715946,60.076088825251944,60.90835576079038,1903968
2017-03-01,59.57228469848633,60.84140951028671,59.43835911106231,60.26743394886891,2185749
2017-03-02,58.494476318359375,60.107985309418694,58.35417042712201,59.85926202569521,2698371
2017-03-03,56.804447174072266,58.4753530925352,56.536591625700105,58.35417940608653,7549470
2017-03-06,60.40773010253906,60.88923242688516,56.759794399169714,56.759794399169714,11163825
2017-03-07,59.865638732910156,61.530163966417824,59.69982030106446,60.84139520628258,4231584
2017-03-08,58.91858673095703,60.17176717309511,58.73363605069362,59.94217609423799,1737693
2017-03-09,60.26423645019531,61.28782574768499,58.50404559056981,58.91858294396032,6647049
2017-03-10,59.73171615600586,60.898799374999854,59.47661690816701,60.58630345326009,1745559
2017-03-14,60.26423645019531,61.224048749123995,59.94854818967197,60.905176893574975,2045439
2017-03-15,60.28974533081055,61.32927889015908,59.954929221685866,60.353522330121166,2616714
2017-03-16,60.28337097167969,60.732984815598954,60.139877098533425,60.5831149939877,1147203
2017-03-17,60.19727325439453,61.134765383133384,60.03783513237115,60.34395510051211,2831787
2017-03-20,59.843318939208984,60.58630083075915,59.629672124143205,60.58630083075915,1044504
2017-03-21,59.872013092041016,60.394967785539855,59.693442769472156,60.037827140402136,1899927
2017-03-22,59.591407775878906,59.94854845962394,59.374572986331614,59.94854845962394,1141722
2017-03-23,59.795494079589844,60.08885778121981,59.4861817482528,59.833758529447174,1176894
2017-03-24,60.270606994628906,60.79674966924254,59.693443601558,59.92303464507329,2735424
2017-03-27,59.67749786376953,60.45874411116928,59.575456429401974,60.30886993336353,1183950
2017-03-28,59.900726318359375,60.20046598267538,59.70621170654819,59.878401738989886,830043
2017-03-29,60.672393798828125,61.989346691842584,59.75722195681197,59.92622398516267,4493691
2017-03-30,61.65133285522461,61.92875662539392,60.90835545962896,61.0996776675892,2619000
2017-03-31,62.349666595458984,62.563313365725385,61.54610022687132,61.72148255755037,2490912
2017-04-03,62.33693313598633,62.99062995890923,62.18706329624066,62.75466290904086,1166247
2017-04-05,62.46128463745117,63.20107855013472,62.37199946723663,62.86944604115842,1393713
2017-04-06,61.91282653808594,62.55695500339932,61.74063213245509,62.49955394879861,644769
2017-04-07,63.261653900146484,64.05565201402995,61.60669270978657,61.86179190746448,2326770
2017-04-10,65.69468688964844,66.00399484012307,63.456181553168655,63.456181553168655,4795848
2017-04-11,66.558837890625,67.02758396571146,64.92619656351732,66.00718258888347,3087342
2017-04-12,66.81713104248047,67.26993290726494,65.3758162141161,66.70871363289706,2521710
2017-04-13,65.66278839111328,66.9637969970466,65.4331973491589,66.32604896837877,1269603
2017-04-17,64.50527954101562,65.62134205338009,64.28525676448857,65.36943077556592,1314342
2017-04-18,63.63155746459961,64.98677483108771,63.54227229815538,64.98677483108771,913113
2017-04-19,63.79419708251953,64.66791233036055,63.00976264097856,64.03016413409287,1167201
2017-04-20,64.47020721435547,64.89750089766143,63.78143831347348,64.13857904106736,800406
2017-04-21,64.43832397460938,64.9006941735397,63.96957782612471,64.48934470830264,812799
2017-04-24,64.3968505859375,64.7348590049478,64.13537543210195,64.47657182485186,1721961
2017-04-25,64.10668182373047,64.68703323764063,63.77824166960386,64.54035139712138,820656
2017-04-26,64.38410949707031,64.85923593162234,63.99827262279549,64.41281002566555,1144791
2017-04-27,64.2724838256836,64.54033928470051,64.1226140392073,64.41278969170452,523593
2017-04-28,64.05884552001953,64.73167441951901,63.574155250938,64.47657519980979,542340
2017-05-02,64.04610443115234,65.17811124131951,63.90261054846798,64.14495353435774,959058
2017-05-03,63.950439453125,64.38092110474457,63.64750743393871,64.16408629169938,770886
