Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2015-08-26,416.7016296386719,429.3835226344348,414.5097087236704,426.5653454266174,11498212,,
2015-08-27,423.8254089355469,430.5968793844264,421.9661822993617,425.8607537198863,15343392,,
2015-08-28,434.8829040527344,440.30400781869423,431.1839930096107,431.1839930096107,7208820,,
2015-08-31,428.3658142089844,444.1985772589769,423.7079527931224,444.1985772589769,9917064,,
2015-09-01,426.2521057128906,436.2723476777248,423.5121931876471,426.6435217879254,9071550,,
2015-09-02,430.3424072265625,436.4289466256986,426.6435442349879,429.77487300001536,11171830,,
2015-09-03,430.3033447265625,435.254768692659,427.6221535941816,434.53065835475945,8590536,,
2015-09-04,420.3613586425781,434.86334623163657,417.6410354897896,431.7320170058462,7318888,,
2015-09-07,414.4118347167969,424.68650830481664,412.9440242042226,424.6669183858663,5180988,,
2015-09-08,414.4314575195313,420.38096415712346,411.88725242919486,415.6839701441947,5459496,,
2015-09-09,426.13470458984375,430.4011497924075,419.59807459217393,425.5084483629279,9148664,,
2015-09-10,422.9055786132813,427.2307463716718,415.2925532756241,424.6474092249792,8363004,,
2015-09-11,426.9371337890625,433.0628056360198,424.8821991547351,427.25028579783714,9883810,,
2015-09-14,430.4598693847656,432.1233878615879,423.7666634223148,430.1663073006205,6557076,,
2015-09-15,430.24456787109375,431.81023230698605,425.9194485351133,430.3228797610604,5291886,,
2015-09-16,431.2035827636719,434.3740438135068,429.89234830371225,433.6890655961843,7478240,,
2015-09-18,432.2994995117188,437.5640748098789,430.1858907618262,435.1764461173913,11576876,,
2015-09-21,432.3778076171875,434.0217361372252,427.6220924109762,430.55771318267625,4351234,,
2015-09-22,433.4737548828125,444.6291140943845,430.9882721233091,436.42896564571225,9626986,,
2015-09-23,436.9182434082031,440.8715366592433,429.55960124921296,433.4737624443592,4758254,,
2015-09-24,446.42962646484375,451.185293583948,434.4718461808171,435.84180245255845,13399262,,
2015-09-28,432.7301635742188,447.3299579700706,430.9492008979905,446.1948415269962,9788464,,
2015-09-29,439.1101379394531,443.6310129624048,429.5791655536145,431.3405379864083,8699370,,
2015-09-30,454.8058776855469,457.545790140974,440.71489934334994,444.0223937612844,9495692,,
2015-10-01,459.1506042480469,468.81856131159526,454.0426058204554,457.917634167565,10864394,,
2015-10-05,462.5559997558594,465.5307527114536,454.8255313867642,459.13110870626025,6881760,,
2015-10-06,451.9289855957031,466.78325414435847,449.3847811365948,464.6304657558822,8711880,,
2015-10-07,443.55279541015625,457.46765970076615,441.69356855789647,452.4771034131214,9182488,,
2015-10-08,443.1417236328125,449.9719151029007,440.7540951056927,444.8052419694519,9080874,,
2015-10-09,456.9391479492188,459.091936420319,444.648673303608,444.648673303608,11782138,,
2015-10-12,439.5212097167969,477.44944466743686,434.0805156098129,469.3079695366688,30404970,,
2015-10-13,430.3229370117188,434.8633549238115,424.7647988566679,433.4738084399755,15326862,,
2015-10-14,429.6183471679688,436.64429557302026,425.5476097420765,427.21112834272986,8865510,,
2015-10-15,429.5205078125,432.26042089545433,426.29132453616097,430.5186381191217,8255666,,
2015-10-16,432.5028381347656,435.070441007348,430.5672509407241,434.1223933796842,6418992,,
