Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2015-08-26,48.145137786865234,49.09258185927103,47.41577378704062,47.96825045255381,11040300,,
2015-08-27,49.43133163452149,49.877670701819206,48.47710287778248,48.47710287778248,6201100,,
2015-08-28,48.97142791748047,49.711935919658615,47.36731435414857,49.482220116288666,20694900,,
2015-08-31,48.66805648803711,49.13571854689877,48.45288254368435,49.06690252084383,4484400,,
2015-09-01,47.83304214477539,49.18951130008595,47.34793205816672,48.66805576290554,6406400,,
2015-09-02,48.675323486328125,48.99565889408196,48.15289554738697,48.181487547527325,4201500,,
2015-09-03,50.422393798828125,50.804279812069936,49.14782958719329,49.14782958719329,14177400,,
2015-09-04,49.19533157348633,50.922535566460176,48.58179591183863,50.922535566460176,6736300,,
2015-09-07,48.84106063842773,50.032755028571565,48.31475785079538,50.032755028571565,5277800,,
2015-09-08,48.57500457763672,49.42988428850344,48.03415989694916,49.00535243871253,3858700,,
2015-09-09,48.94671630859375,49.594659959146114,48.46257491894066,49.43085769824685,5512500,,
2015-09-10,48.99275588989258,49.58302747351468,47.86648317461621,48.65545678570823,5638800,,
2015-09-11,48.81974029541016,49.75118949755043,48.44900192013783,49.75118949755043,2067800,,
2015-09-14,49.90530014038086,50.21691707284299,48.811501783554334,48.811501783554334,6167300,,
2015-09-15,50.74030685424805,51.06985246218783,49.67413184483137,50.16069495922111,6967300,,
2015-09-16,50.402042388916016,51.03108856975935,49.91644796156033,50.90847536678092,4191600,,
2015-09-18,48.12914276123047,51.118317232376405,47.73562843329296,50.59492062207688,34401500,,
2015-09-21,47.84127426147461,48.68064325308836,47.202537293999846,47.9682466798989,7069800,,
2015-09-22,46.73149490356445,48.12236851122594,46.36414699848281,48.10395545306658,12573700,,
2015-09-23,46.95926284790039,47.28977719427154,45.33237326133771,46.72470344461102,14319300,,
2015-09-24,47.18413162231445,47.40269978588117,46.40824680904144,46.96168858248462,2846800,,
2015-09-28,46.74456787109375,47.65129982800653,46.62098596423766,46.82550026575546,2262200,,
2015-09-29,49.53795623779297,49.90675717163751,45.86642991183007,46.138307182772834,10475100,,
2015-09-30,49.73472213745117,50.40108260457902,48.67581596012918,49.57722023327241,8438400,,
2015-10-01,49.505001068115234,50.30414986463656,49.20501615821063,49.81952415764545,5197600,,
2015-10-05,50.4742546081543,50.72577400003361,49.52923222127535,50.299304690982126,4358800,,
2015-10-06,50.06570816040039,50.81203213730136,49.84617500907345,50.6433826108765,7465000,,
2015-10-07,49.62664413452149,50.40156020233755,49.30727373797525,50.06183931130098,5900600,,
2015-10-08,48.86432266235352,49.62712225150638,48.72038656127051,49.62712225150638,4041600,,
2015-10-09,48.42719268798828,50.18783570520979,47.881020063082936,48.95979585261525,5027700,,
2015-10-12,48.10782623291016,48.84784993523851,47.84710030949694,48.428649710908985,4935200,,
2015-10-13,48.23625183105469,48.41411160527963,47.61932569666819,47.61932569666819,3583700,,
2015-10-14,47.88005828857422,48.31719096892856,47.68717964491952,48.23625854875148,2054700,,
2015-10-15,48.31087875366211,48.94719399114079,47.70655342562262,47.88101896732368,3411500,,
2015-10-16,48.44318389892578,48.67532149927893,47.96825278964058,48.462569370362,2375900,,
2015-10-19,48.61231994628906,48.903094635912446,48.236249918047854,48.64624359845512,4130500,,
2015-10-20,51.47548675537109,51.84525638234344,48.74365132023185,49.1313496421205,37756200,,
2015-10-21,51.93297958374024,52.60806213409409,50.84693092223785,52.58189193045298,15041400,,
2015-10-23,51.10911178588867,52.16268983477456,50.94918441266833,52.09726432802064,4707600,,
2015-10-26,51.4468994140625,51.80309963912181,50.98262785289222,51.26371167764942,4329600,,
2015-10-27,51.57192611694336,51.95187099050854,51.25110267709079,51.37080601770652,2621600,,
2015-10-28,50.48103713989258,51.66691556287438,50.22660790460763,51.622328607672586,5687200,,
2015-10-29,50.03372573852539,50.88424622173698,49.572848435750814,50.88424622173698,10727000,,
2015-10-30,50.61770248413086,50.86631571801062,50.28476632621984,50.39138457744168,4139200,,
2015-11-02,50.62594223022461,50.88618749716956,50.15973324044888,50.720932159373625,2493100,,
2015-11-03,50.91865539550781,51.26370793109896,50.55809226352773,51.23463157114601,2081400,,
2015-11-04,51.80600357055664,51.85494976043192,50.97099369875852,50.97099369875852,4055300,,
2015-11-05,51.618934631347656,52.04879810686516,51.144972260478326,51.85494709786036,5950300,,
2015-11-06,51.34464263916016,51.67079777384389,50.90169400252216,51.67079777384389,4034000,,
2015-11-09,51.81763458251953,52.33957817309378,50.40107527779401,50.92931554201079,3162600,,
2015-11-10,51.77934646606445,52.31728126098772,51.370321538657855,51.81714499110742,3473900,,
2015-11-13,51.473541259765625,52.19321062257963,50.78876795970395,52.19321062257963,6087400,,
2015-11-16,51.09989929199219,51.54478529117642,50.516893205497645,51.37031975846884,5449100,,
2015-11-17,50.69572448730469,51.52491832448142,50.310447955086005,51.15708612806251,4155200,,
2015-11-18,51.1357650756836,51.46724813932054,50.16069765916496,51.06888649208834,5910800,,
2015-11-19,52.50434875488281,52.58189064487188,50.88666934308431,51.17647531672694,3507300,,
2015-11-20,52.8072395324707,53.18234084350755,52.24943855576344,52.55814194325568,3861000,,
2015-11-23,53.277809143066406,53.30882663703628,52.64052886613791,52.90658642139885,4035900,,
2015-11-24,53.74304962158203,54.278074552121545,53.21189956666503,53.21189956666503,6254800,,
2015-11-26,53.79829788208008,54.71424012336098,53.26036308038806,53.84191241861702,7798500,,
2015-11-27,54.07792663574219,54.51457486168928,53.45033724595923,53.600570028751896,3494800,,
2015-11-30,53.70621490478516,54.26838243897704,53.05293972931824,54.26838243897704,2645400,,
2015-12-01,54.31491088867188,54.51942522176424,53.263758314656855,53.45421882712687,4725100,,
2015-12-02,54.01298522949219,54.567879984627496,53.812833855332656,53.98729938913074,2736400,,
2015-12-03,53.75613784790039,54.323637118218095,53.6005734035905,54.26644941892302,1828000,,
2015-12-04,52.79609298706055,54.141898745857695,52.68608052906823,53.75468107132111,1700300,,
2015-12-07,53.08299255371094,53.51818772706032,52.72824912566038,52.85037427604509,1933400,,
2015-12-08,53.66939163208008,54.2538471665301,52.15251078195274,53.056824759578895,2675900,,
2015-12-09,53.35195541381836,53.99553974192973,52.93275523245816,53.69604290314815,7183900,,
2015-12-10,53.67471694946289,54.08422624897931,53.2109298093157,53.40672196004878,1871200,,
2015-12-11,53.54726028442383,54.07259435601369,53.31997367493936,53.674717077795584,2803200,,
2015-12-14,52.7074089050293,53.79345381985316,52.52421748785356,53.50267913328005,2855800,,
2015-12-15,54.33526611328125,54.52039497724819,52.63132259759726,53.0665177778549,3295800,,
2015-12-16,54.35804748535156,55.20759562322643,54.15208006342581,54.37549182342369,4391200,,
2015-12-17,55.60401916503906,55.82791528173463,54.52039597632159,54.56885781104257,9175600,,
2015-12-18,56.350341796875,56.70121035176734,55.596264280086274,55.596264280086274,6464500,,
2015-12-21,56.89312362670898,57.42330133221467,55.73195858098569,55.73195858098569,3788400,,
2015-12-22,57.141727447509766,57.32104027954893,56.65274253400972,57.2333231500915,2572900,,
2015-12-23,57.29729843139648,57.68451241545267,56.765663976614455,57.185832892969145,2848900,,
2015-12-24,57.194557189941406,57.42814788166287,56.715747480913805,57.331224216519125,2460600,,
2015-12-28,57.24738311767578,57.331225380413954,57.04044698427792,57.331225380413954,902100,,
2015-12-29,58.02326202392578,58.14539086057004,57.10053505223926,57.28275404216809,3623100,,
2015-12-30,57.90501022338867,58.35861837063207,57.60454099712476,58.155076490292096,3829300,,
2015-12-31,58.25152206420898,58.54278479542984,57.780950194133325,58.15411404575118,5519300,,
2016-01-01,59.0841178894043,59.3060765732024,58.15509040886037,58.31113922113568,3039400,,
2016-01-04,58.66345977783203,59.11464619908517,58.11098306246417,59.11464619908517,4072000,,
2016-01-05,58.13424682617188,59.113189136491926,57.96123435274523,58.882023944024944,5112000,,
2016-01-06,59.19460678100586,59.8997380890578,57.6801514101387,58.12504116233496,3460100,,
2016-01-07,59.18539810180664,59.99569085418212,58.44779624667008,59.1223980917327,7822900,,
2016-01-08,61.20338439941406,61.69479486418204,59.05261367601647,59.47327067667947,10350700,,
2016-01-11,61.12293243408203,61.92547174048848,60.29712908254457,61.17817899516712,5324000,,
2016-01-12,60.17888641357422,61.34392635381616,59.628350810181786,61.159766208389286,5845200,,
2016-01-13,58.90964889526367,61.01825441997514,58.494807913837285,60.28744095605588,10359400,,
2016-01-14,58.890743255615234,59.33078568746478,58.05282724545644,58.6397082436803,5575400,,
2016-01-15,57.91567611694336,59.56922021369501,57.006518588636446,58.4458574796468,4152700,,
2016-01-18,53.33985137939453,57.91277862549596,53.00109548671401,57.333166627587374,11221300,,
2016-01-19,54.7132682800293,55.34424812978152,51.84573837809331,53.33983935600561,6370100,,
2016-01-20,54.65996170043945,55.24732704341892,52.89301468207025,54.47192670158787,9801800,,
2016-01-21,55.654903411865234,56.459380176393125,54.37500376271479,55.15089222440404,7095800,,
2016-01-22,56.41674041748047,56.69152387824648,55.7654025285168,56.38135998560568,5613300,,
2016-01-25,56.76227951049805,57.67046849912575,56.44872508902671,56.45793531571277,4681400,,
2016-01-27,57.54397201538086,58.04749884326354,56.39104850402578,57.25368168530738,3929500,,
2016-01-28,55.98444747924805,57.96074881278755,55.53810466425973,57.66609555799498,6951900,,
2016-01-29,57.46109771728516,57.86382227647152,55.79010932771432,56.59458602975716,3596300,,
2016-02-01,58.18561935424805,58.80448290640905,57.020575754976775,58.80448290640905,3292700,,
2016-02-02,56.32707595825195,58.6406801229744,56.03291075277407,58.51370768303831,7836400,,
2016-02-03,61.835819244384766,62.903451123782425,54.28777144800337,55.82888138324143,51682900,,
2016-02-04,61.48834991455078,62.28071411298828,60.2874487503314,62.13871911209331,13885700,,
2016-02-05,64.9238510131836,65.42447168518237,61.52808048335453,61.52808048335453,23956600,,
2016-02-08,64.55360412597656,66.2769331460662,63.59259045145389,64.90689818493404,10352100,,
2016-02-09,63.81599807739258,64.60787778997559,61.99332001081829,63.97059379738642,9211800,,
2016-02-10,62.79392623901367,65.0130248469418,62.12901526116888,63.81599873782165,7918000,,
2016-02-11,59.89198684692383,63.34058228664811,58.74633237480573,63.33767612950608,11069400,,
2016-02-12,58.12358856201172,61.43116154804192,57.47661362478672,60.122669795170246,14716300,,
2016-02-15,60.19002532958984,61.062837416843074,59.28910560283962,59.57891525806892,9653700,,
2016-02-16,58.26557922363281,60.55786049419184,57.81875573191382,60.01604707855393,6572000,,
2016-02-17,59.23046875,59.75434974812165,56.509292807000975,58.63001828219404,6671700,,
2016-02-18,59.744171142578125,60.432823106356686,59.17279703010447,59.70588455881879,3276500,,
2016-02-19,58.62129592895508,60.23897905290972,58.34893798729598,59.99618183107312,4720300,,
2016-02-22,58.178829193115234,59.5018552105424,56.712835792055074,59.5018552105424,5274800,,
2016-02-23,57.13592529296875,58.5907713055107,56.778756341180966,58.460404638108166,4355700,,
2016-02-24,56.35421752929688,57.25271553851583,56.21658547646254,57.25271553851583,4758100,,
2016-02-25,55.76005935668945,56.7496648802098,54.36337004754095,56.696355761034624,11698700,,
2016-02-26,56.298484802246094,56.79813306316007,55.5982007827926,56.652747565195824,10910400,,
2016-02-29,57.49647903442383,58.83356268692202,54.70406515479676,56.2984842048035,6404700,,
