strike,symbol_ce,ce_token,ce_ltp,ce_oi,ce_volume,symbol_pe,pe_token,pe_ltp,pe_oi,pe_volume
11000,MIDCPNIFTY25NOV11000CE,13181186.0,0.0,,,MIDCPNIFTY25NOV11000PE,13181442.0,0.0,,
11100,MIDCPNIFTY25NOV11100CE,13185282.0,0.0,,,MIDCPNIFTY25NOV11100PE,13185538.0,0.0,,
11200,MIDCPNIFTY25NOV11200CE,13188866.0,0.0,,,MIDCPNIFTY25NOV11200PE,13189122.0,0.0,,
11300,MIDCPNIFTY25NOV11300CE,13192194.0,0.0,,,MIDCPNIFTY25NOV11300PE,13192450.0,0.0,,
11400,MIDCPNIFTY25NOV11400CE,13196546.0,0.0,,,MIDCPNIFTY25NOV11400PE,13196802.0,0.0,,
11500,MIDCPNIFTY25NOV11500CE,13200642.0,0.0,,,MIDCPNIFTY25NOV11500PE,13200898.0,0.0,,
11600,MIDCPNIFTY25NOV11600CE,13203202.0,0.0,,,MIDCPNIFTY25NOV11600PE,13203458.0,0.0,,
11700,MIDCPNIFTY25NOV11700CE,13210370.0,0.0,,,MIDCPNIFTY25NOV11700PE,13210626.0,0.0,,
11725,MIDCPNIFTY25NOV11725CE,13211906.0,0.0,,,MIDCPNIFTY25NOV11725PE,13212162.0,0.0,,
11750,MIDCPNIFTY25NOV11750CE,13212418.0,0.0,,,MIDCPNIFTY25NOV11750PE,13213186.0,0.0,,
11775,MIDCPNIFTY25NOV11775CE,13213954.0,0.0,,,MIDCPNIFTY25NOV11775PE,13214210.0,0.0,,
11800,MIDCPNIFTY25NOV11800CE,13214466.0,0.0,,,MIDCPNIFTY25NOV11800PE,13214722.0,0.0,,
11825,MIDCPNIFTY25NOV11825CE,13214978.0,0.0,,,MIDCPNIFTY25NOV11825PE,13215234.0,0.0,,
11850,MIDCPNIFTY25NOV11850CE,13215490.0,0.0,,,MIDCPNIFTY25NOV11850PE,13215746.0,0.0,,
11875,MIDCPNIFTY25NOV11875CE,13216002.0,0.0,,,MIDCPNIFTY25NOV11875PE,13216770.0,0.0,,
11900,MIDCPNIFTY25NOV11900CE,13217026.0,0.0,,,MIDCPNIFTY25NOV11900PE,13217282.0,0.0,,
11925,MIDCPNIFTY25NOV11925CE,13217538.0,0.0,,,MIDCPNIFTY25NOV11925PE,13217794.0,0.0,,
11950,MIDCPNIFTY25NOV11950CE,13218050.0,0.0,,,MIDCPNIFTY25NOV11950PE,13218306.0,0.0,,
