date_time,tick_num,open,high,low,close,volume,cum_buy_volume,cum_ticks,cum_dollar_value,signed_dollar_imbalance
2015-08-26,1,330.0585327148,330.0585327148,330.0585327148,330.0585327148,13781660.0,13781660.0,1,4548754477.97425,4548754477.97425
2015-08-27,2,329.0243530273,329.0243530273,329.0243530273,329.0243530273,17224851.0,0.0,1,5667395456.266641,-5667395456.266641
2015-08-31,4,334.9340515137,335.0325622559,334.9340515137,335.0325622559,14368196.0,14368196.0,2,4813111739.312017,4813111739.312017
2015-09-02,6,324.9367675781,324.9367675781,319.5687866211,319.5687866211,16703318.0,0.0,2,5384055936.762226,-5384055936.762226
2015-09-09,11,328.531829834,339.7110900879,317.9928283691,339.7110900879,35652797.0,23702215.0,5,11668642181.74916,4067593992.8368397
2015-09-23,20,348.7726745605,348.7726745605,305.6316223145,305.6316223145,71578062.0,26235018.0,9,23522764361.15017,-5710199166.179476
2015-09-28,22,298.8354187012,298.8354187012,280.7122497559,280.7122497559,27377129.0,0.0,2,7935191815.860041,-7935191815.860041
2015-09-30,24,284.4058532715,294.1076660156,284.4058532715,294.1076660156,25230590.0,25230590.0,2,7301134923.262594,7301134923.262594
2015-10-06,27,293.2704162598,328.6795959473,293.2704162598,328.6795959473,40835767.0,33334687.0,3,12890839009.070545,8491149301.074423
2015-10-07,28,336.2145080566,336.2145080566,336.2145080566,336.2145080566,17802539.0,17802539.0,1,5985471892.043435,5985471892.043435
2015-10-08,29,338.0859069824,338.0859069824,338.0859069824,338.0859069824,12085332.0,12085332.0,1,4085880430.403422,4085880430.403422
2015-10-09,30,351.087310791,351.087310791,351.087310791,351.087310791,11635790.0,11635790.0,1,4085178220.02881,4085178220.02881
2015-10-12,31,356.8985595703,356.8985595703,356.8985595703,356.8985595703,10509775.0,10509775.0,1,3750923558.9079494,3750923558.9079494
2015-10-13,32,355.667388916,355.667388916,355.667388916,355.667388916,9969583.0,0.0,1,3545855554.191342,-3545855554.191342
2015-10-14,33,346.9997558594,346.9997558594,346.9997558594,346.9997558594,7009418.0,0.0,1,2432266334.716484,-2432266334.716484
2015-10-15,34,375.5634460449,375.5634460449,375.5634460449,375.5634460449,19487376.0,19487376.0,1,7318746084.932679,7318746084.932679
2015-10-16,35,380.9314880371,380.9314880371,380.9314880371,380.9314880371,16497652.0,16497652.0,1,6284475125.478239,6284475125.478239
2015-10-19,36,373.0025939941,373.0025939941,373.0025939941,373.0025939941,7455714.0,0.0,1,2781000662.0781274,-2781000662.0781274
2015-10-20,37,377.3856201172,377.3856201172,377.3856201172,377.3856201172,15426131.0,15426131.0,1,5821600013.444162,5821600013.444162
2015-10-21,38,375.7112121582,375.7112121582,375.7112121582,375.7112121582,8720671.0,0.0,1,3276453872.242862,-3276453872.242862
2015-10-23,39,377.2378540039,377.2378540039,377.2378540039,377.2378540039,6744440.0,6744440.0,1,2544258072.0580635,2544258072.0580635
2015-10-28,42,378.8138122559,380.4881896973,377.5826416016,380.4881896973,17506561.0,13083340.0,3,6639707673.932715,3299444734.797374
2015-10-29,43,385.3145141602,385.3145141602,385.3145141602,385.3145141602,15381516.0,15381516.0,1,5926721364.587343,5926721364.587343
2015-11-04,47,379.1585083008,398.7591247559,376.3021850586,398.7591247559,34037080.0,21497503.0,4,13184958464.689919,3709618456.0918164
2015-11-05,48,397.9219665527,397.9219665527,397.9219665527,397.9219665527,12912937.0,0.0,1,5138341285.011122,-5138341285.011122
2015-11-06,49,390.190032959,390.190032959,390.190032959,390.190032959,11016134.0,0.0,1,4298385688.540761,-4298385688.540761
2015-11-09,50,405.5553283691,405.5553283691,405.5553283691,405.5553283691,22128119.0,22128119.0,1,8974176567.23552,8974176567.23552
2015-11-10,51,401.3200683594,401.3200683594,401.3200683594,401.3200683594,12654616.0,0.0,1,5078551358.181957,-5078551358.181957
2015-11-13,52,397.8727111816,397.8727111816,397.8727111816,397.8727111816,11007237.0,0.0,1,4379479227.808421,-4379479227.808421
2015-11-16,53,394.2283630371,394.2283630371,394.2283630371,394.2283630371,7673487.0,0.0,1,3025106218.7964673,-3025106218.7964673
2015-11-17,54,401.3692932129,401.3692932129,401.3692932129,401.3692932129,6063987.0,6063987.0,1,2433898176.2422137,2433898176.2422137
2015-11-18,55,400.138092041,400.138092041,400.138092041,400.138092041,6960097.0,0.0,1,2784999934.000288,-2784999934.000288
2015-11-19,56,400.8275756836,400.8275756836,400.8275756836,400.8275756836,5645524.0,5645524.0,1,2262881698.38358,2262881698.38358
2015-11-20,57,396.7892456055,396.7892456055,396.7892456055,396.7892456055,5420173.0,0.0,1,2150666355.7212996,-2150666355.7212996
2015-11-23,58,396.0505065918,396.0505065918,396.0505065918,396.0505065918,4658448.0,0.0,1,1844980690.3315575,-1844980690.3315575
2015-11-24,59,394.9178161621,394.9178161621,394.9178161621,394.9178161621,5624579.0,0.0,1,2221246455.511208,-2221246455.511208
2015-11-26,60,418.0150146484,418.0150146484,418.0150146484,418.0150146484,15070353.0,15070353.0,1,6299633830.0515585,6299633830.0515585
2015-11-27,61,411.3665771484,411.3665771484,411.3665771484,411.3665771484,9720127.0,0.0,1,3998535373.4377456,-3998535373.4377456
2015-11-30,62,417.1285705566,417.1285705566,417.1285705566,417.1285705566,9901753.0,9901753.0,1,4130304074.8945255,4130304074.8945255
2015-12-01,63,411.071105957,411.071105957,411.071105957,411.071105957,6402692.0,0.0,1,2631961681.542036,-2631961681.542036
2015-12-02,64,406.9342651367,406.9342651367,406.9342651367,406.9342651367,6543300.0,0.0,1,2662692977.0689692,-2662692977.0689692
2015-12-03,65,399.4978637695,399.4978637695,399.4978637695,399.4978637695,5999323.0,0.0,1,2396716722.563228,-2396716722.563228
2015-12-04,66,393.9328918457,393.9328918457,393.9328918457,393.9328918457,8477407.0,0.0,1,3339529454.86298,-3339529454.86298
2015-12-07,67,393.1449279785,393.1449279785,393.1449279785,393.1449279785,6156323.0,0.0,1,2420327162.447383,-2420327162.447383
2015-12-08,68,396.3460083008,396.3460083008,396.3460083008,396.3460083008,7851653.0,7851653.0,1,3111971325.1130013,3111971325.1130013
2015-12-09,69,388.0231628418,388.0231628418,388.0231628418,388.0231628418,6103583.0,0.0,1,2368331580.327442,-2368331580.327442
2015-12-10,70,383.7386169434,383.7386169434,383.7386169434,383.7386169434,10684178.0,0.0,1,4099931688.897102,-4099931688.897102
2015-12-11,71,372.263885498,372.263885498,372.263885498,372.263885498,6537672.0,0.0,1,2433739180.8314805,-2433739180.8314805
2015-12-14,72,366.0093994141,366.0093994141,366.0093994141,366.0093994141,12682481.0,0.0,1,4641907253.890735,-4641907253.890735
2015-12-15,73,373.7905578613,373.7905578613,373.7905578613,373.7905578613,7717531.0,7717531.0,1,2884740217.8018765,2884740217.8018765
2015-12-16,74,374.7262573242,374.7262573242,374.7262573242,374.7262573242,11874858.0,11874858.0,1,4449821094.596334,4449821094.596334
2015-12-17,75,377.1886291504,377.1886291504,377.1886291504,377.1886291504,7604665.0,7604665.0,1,2868393166.498027,2868393166.498027
2015-12-18,76,372.5593261719,372.5593261719,372.5593261719,372.5593261719,6454322.0,0.0,1,2404617855.2164702,-2404617855.2164702
2015-12-24,80,374.4307250977,376.6468811035,372.4115905762,376.6468811035,16340172.0,12538148.0,4,6114090620.639448,3282255010.1416755
2016-01-05,87,388.0723571777,395.8535461426,368.8165588379,368.8165588379,44903852.0,16409891.0,7,17161251292.88758,-4361950545.494388
2016-01-07,89,360.3951416016,360.3951416016,338.3814086914,338.3814086914,18993537.0,0.0,2,6585805897.266249,-6585805897.266249
2016-01-11,91,348.0339660645,354.7808837891,348.0339660645,354.7808837891,19347091.0,19347091.0,2,6804805078.923843,6804805078.923843
2016-01-15,95,349.6591186523,359.1146850586,336.165222168,336.165222168,39785500.0,14191511.0,4,13949705184.714924,-3756945178.1736097
2016-01-21,99,335.081817627,348.8218994141,323.6070861816,323.6070861816,39270330.0,7304555.0,4,13088018273.3932,-7992040774.443678
2016-02-01,105,334.3923034668,334.3923034668,327.5961608887,333.4073791504,54103914.0,34843366.0,6,17928681994.967567,5267861335.300203
2016-02-03,107,324.592010498,324.592010498,315.4811706543,315.4811706543,15864749.0,0.0,2,5088660755.277269,-5088660755.277269
2016-02-05,109,320.602935791,332.0284118652,320.602935791,332.0284118652,15323558.0,15323558.0,2,5018309971.08467,5018309971.08467
2016-02-09,111,318.6330566406,318.6330566406,305.976348877,305.976348877,19464055.0,0.0,2,6043812691.778518,-6043812691.778518
2016-02-10,112,287.1636657715,287.1636657715,287.1636657715,287.1636657715,21756193.0,0.0,1,6247588135.112248,-6247588135.112248
2016-02-11,113,272.1924133301,272.1924133301,272.1924133301,272.1924133301,21632886.0,0.0,1,5888307447.634933,-5888307447.634933
2016-02-12,114,293.8614196777,293.8614196777,293.8614196777,293.8614196777,21542152.0,21542152.0,1,6330407369.632804,6330407369.632804
2016-02-15,115,312.4770507812,312.4770507812,312.4770507812,312.4770507812,18888699.0,18888699.0,1,5902284956.613801,5902284956.613801
2016-02-16,116,296.6192626953,296.6192626953,296.6192626953,296.6192626953,13598374.0,0.0,1,4033539669.734937,-4033539669.734937
