open,high,low,close,volume,ticks,imbalance,symbol
416.7016296386719,416.7016296386719,416.7016296386719,416.7016296386719,11498212.0,1,4791323678.330933,INFY
423.8254089355469,423.8254089355469,423.8254089355469,423.8254089355469,15343392.0,1,6502919388.858398,INFY
434.8829040527344,434.8829040527344,434.8829040527344,434.8829040527344,7208820.0,1,3134992576.3934326,INFY
428.3658142089844,428.3658142089844,428.3658142089844,428.3658142089844,9917064.0,1,4248131194.9226074,INFY
426.2521057128906,426.2521057128906,426.2521057128906,426.2521057128906,9071550.0,1,3866767289.579773,INFY
430.3424072265625,430.3424072265625,430.3424072265625,430.3424072265625,11171830.0,1,4807712215.325928,INFY
430.3033447265625,430.3033447265625,430.3033447265625,430.3033447265625,8590536.0,1,3696536373.7939453,INFY
420.3613586425781,420.3613586425781,420.3613586425781,420.3613586425781,7318888.0,1,3076577703.4328613,INFY
414.4118347167969,414.4118347167969,414.4118347167969,414.4118347167969,5180988.0,1,2147062742.725708,INFY
414.4314575195313,414.4314575195313,414.4314575195313,414.4314575195313,5459496.0,1,2262586884.6020513,INFY
426.13470458984375,426.13470458984375,426.13470458984375,426.13470458984375,9148664.0,1,3898563231.0317383,INFY
422.9055786132813,422.9055786132813,422.9055786132813,422.9055786132813,8363004.0,1,3536761045.565186,INFY
426.9371337890625,426.9371337890625,426.9371337890625,426.9371337890625,9883810.0,1,4219765512.315674,INFY
430.4598693847656,430.4598693847656,430.4598693847656,430.4598693847656,6557076.0,1,2822558078.5059814,INFY
430.24456787109375,430.24456787109375,430.24456787109375,430.24456787109375,5291886.0,1,2276805205.293091,INFY
431.2035827636719,431.2035827636719,431.2035827636719,431.2035827636719,7478240.0,1,3224643880.7666016,INFY
432.2994995117188,432.2994995117188,432.2994995117188,432.2994995117188,11576876.0,1,5004677700.709229,INFY
432.3778076171875,432.3778076171875,432.3778076171875,432.3778076171875,4351234.0,1,1881377017.3493652,INFY
433.4737548828125,433.4737548828125,433.4737548828125,433.4737548828125,9626986.0,1,4173045769.6242676,INFY
436.9182434082031,436.9182434082031,436.9182434082031,436.9182434082031,4758254.0,1,2078967979.3700562,INFY
446.42962646484375,446.42962646484375,446.42962646484375,446.42962646484375,13399262.0,1,5981827529.564575,INFY
432.7301635742188,432.7301635742188,432.7301635742188,432.7301635742188,9788464.0,1,4235763627.860352,INFY
439.1101379394531,439.1101379394531,439.1101379394531,439.1101379394531,8699370.0,1,3819981560.6863403,INFY
454.8058776855469,454.8058776855469,454.8058776855469,454.8058776855469,9495692.0,1,4318696534.291626,INFY
459.1506042480469,459.1506042480469,459.1506042480469,459.1506042480469,10864394.0,1,4988393069.888855,INFY
462.5559997558594,462.5559997558594,462.5559997558594,462.5559997558594,6881760.0,1,3183199376.879883,INFY
451.9289855957031,451.9289855957031,451.9289855957031,451.9289855957031,8711880.0,1,3937151091.031494,INFY
443.55279541015625,443.55279541015625,443.55279541015625,443.55279541015625,9182488.0,1,4072918221.220215,INFY
443.1417236328125,443.1417236328125,443.1417236328125,443.1417236328125,9080874.0,1,4024114156.4523926,INFY
456.9391479492188,456.9391479492188,456.9391479492188,456.9391479492188,11782138.0,1,5383720098.740113,INFY
439.5212097167969,439.5212097167969,439.5212097167969,439.5212097167969,30404970.0,1,13363629195.802917,INFY
430.3229370117188,430.3229370117188,430.3229370117188,430.3229370117188,15326862.0,1,6595500271.013307,INFY
429.6183471679688,429.6183471679688,429.6183471679688,429.6183471679688,8865510.0,1,3808785753.001099,INFY
429.5205078125,429.5205078125,429.5205078125,429.5205078125,8255666.0,1,3545977852.6503906,INFY
432.5028381347656,432.5028381347656,432.5028381347656,432.5028381347656,6418992.0,1,2776232257.9643555,INFY
439.23773193359375,439.23773193359375,439.23773193359375,439.23773193359375,7347494.0,1,3227296599.9556885,INFY
444.7680358886719,444.7680358886719,444.7680358886719,444.7680358886719,8788310.0,1,3908759377.480774,INFY
449.68603515625,449.68603515625,449.68603515625,449.68603515625,7278098.0,1,3272859033.098633,INFY
454.2286682128906,454.2286682128906,454.2286682128906,454.2286682128906,6033362.0,1,2740525986.106262,INFY
455.1175231933594,455.1175231933594,455.1175231933594,455.1175231933594,3195942.0,1,1454529207.3096313,INFY
454.0312194824219,454.0312194824219,454.0312194824219,454.0312194824219,5263748.0,1,2389905923.488159,INFY
455.5322570800781,455.5322570800781,455.5322570800781,455.5322570800781,5255472.0,1,2394037022.1811523,INFY
452.31292724609375,452.31292724609375,452.31292724609375,452.31292724609375,5887324.0,1,2662912752.0861816,INFY
448.520751953125,448.520751953125,448.520751953125,448.520751953125,4044676.0,1,1814121120.9267578,INFY
446.8419494628906,446.8419494628906,446.8419494628906,446.8419494628906,3544988.0,1,1584049348.7425537,INFY
452.4906921386719,452.4906921386719,452.4906921386719,452.4906921386719,3614682.0,1,1635609960.0411987,INFY
449.0540161132813,449.0540161132813,449.0540161132813,449.0540161132813,3205572.0,1,1439474980.5402834,INFY
443.5633239746094,443.5633239746094,443.5633239746094,443.5633239746094,2345306.0,1,1040291725.0975952,INFY
449.6466064453125,449.6466064453125,449.6466064453125,449.6466064453125,3026172.0,1,1360707970.3198242,INFY
448.1849365234375,448.1849365234375,448.1849365234375,448.1849365234375,6125676.0,1,2745435709.2231445,INFY
436.0382385253906,436.0382385253906,436.0382385253906,436.0382385253906,4680052.0,1,2040681630.2872314,INFY
434.83343505859375,434.83343505859375,434.83343505859375,434.83343505859375,3520868.0,1,1530991126.8278809,INFY
426.6960754394531,426.6960754394531,426.6960754394531,426.6960754394531,6808334.0,1,2905089398.0809937,INFY
