open,high,low,close,volume,ticks,imbalance,symbol
221.76675415039065,221.76675415039065,221.76675415039065,221.76675415039065,16325529.0,1,3620459576.118073,SBIN
225.1514587402344,225.1514587402344,225.1514587402344,225.1514587402344,21076926.0,1,4745500634.659974,SBIN
224.70016479492188,224.70016479492188,224.70016479492188,224.70016479492188,16644381.0,1,3739995153.6094666,SBIN
223.2560577392578,223.2560577392578,223.2560577392578,223.2560577392578,21645114.0,1,4832402820.956818,SBIN
215.8096466064453,215.8096466064453,215.8096466064453,215.8096466064453,19689080.0,1,4249093396.8060303,SBIN
208.0924835205078,208.0924835205078,208.0924835205078,208.0924835205078,23655457.0,1,4922522795.942581,SBIN
209.6268920898437,209.6268920898437,209.6268920898437,209.6268920898437,14680299.0,1,3077385454.31964,SBIN
203.21847534179688,203.21847534179688,203.21847534179688,203.21847534179688,20466346.0,1,4159139629.937683,SBIN
199.56300354003903,199.56300354003903,199.56300354003903,199.56300354003903,15424783.0,1,3078216024.433334,SBIN
206.1067810058593,206.1067810058593,206.1067810058593,206.1067810058593,16189253.0,1,3336714822.7194505,SBIN
209.0853271484375,209.0853271484375,209.0853271484375,209.0853271484375,18237115.0,1,3813113156.0186768,SBIN
205.29444885253903,205.29444885253903,205.29444885253903,205.29444885253903,14195882.0,1,2914335771.1656795,SBIN
207.68634033203125,207.68634033203125,207.68634033203125,207.68634033203125,13650937.0,1,2835113147.6331177,SBIN
212.3346710205078,212.3346710205078,212.3346710205078,212.3346710205078,10671222.0,1,2265870412.7568054,SBIN
210.2135772705078,210.2135772705078,210.2135772705078,210.2135772705078,13193410.0,1,2773433912.4964905,SBIN
213.73370361328125,213.73370361328125,213.73370361328125,213.73370361328125,11272509.0,1,2409315097.5840454,SBIN
218.4271545410156,218.4271545410156,218.4271545410156,218.4271545410156,16049395.0,1,3505623681.954803,SBIN
221.360580444336,221.360580444336,221.360580444336,221.360580444336,9602436.0,1,2125600806.6395879,SBIN
214.77166748046875,214.77166748046875,214.77166748046875,214.77166748046875,13667322.0,1,2935353535.932495,SBIN
216.48660278320312,216.48660278320312,216.48660278320312,216.48660278320312,13614082.0,1,2947266362.1919556,SBIN
215.76451110839844,215.76451110839844,215.76451110839844,215.76451110839844,9299508.0,1,2006503797.1686401,SBIN
216.12554931640625,216.12554931640625,216.12554931640625,216.12554931640625,8588230.0,1,1856135926.4056396,SBIN
218.3368988037109,218.3368988037109,218.3368988037109,218.3368988037109,24488685.0,1,5346783538.680953,SBIN
214.04959106445312,214.04959106445312,214.04959106445312,214.04959106445312,17011911.0,1,3641392592.774872,SBIN
212.2444000244141,212.2444000244141,212.2444000244141,212.2444000244141,11590498.0,1,2460018293.9941716,SBIN
216.6219787597656,216.6219787597656,216.6219787597656,216.6219787597656,18307463.0,1,3965798861.1311946,SBIN
216.7122344970703,216.7122344970703,216.7122344970703,216.7122344970703,10087077.0,1,2185992996.2140045,SBIN
219.82618713378903,219.82618713378903,219.82618713378903,219.82618713378903,10608795.0,1,2332090954.9340053,SBIN
219.6005249023437,219.6005249023437,219.6005249023437,219.6005249023437,9230511.0,1,2027025060.7168574,SBIN
219.73590087890625,219.73590087890625,219.73590087890625,219.73590087890625,12171416.0,1,2674497059.7319336,SBIN
220.7287750244141,220.7287750244141,220.7287750244141,220.7287750244141,7566962.0,1,1670246252.9162905,SBIN
220.05181884765625,220.05181884765625,220.05181884765625,220.05181884765625,10200698.0,1,2244682148.4156494,SBIN
220.4579925537109,220.4579925537109,220.4579925537109,220.4579925537109,7895820.0,1,1740696626.7654417,SBIN
224.70016479492188,224.70016479492188,224.70016479492188,224.70016479492188,11582401.0,1,2602567413.420868,SBIN
231.78550720214844,231.78550720214844,231.78550720214844,231.78550720214844,11738832.0,1,2720891129.0808105,SBIN
229.7095489501953,229.7095489501953,229.7095489501953,229.7095489501953,8969153.0,1,2060300090.0952911,SBIN
230.0254669189453,230.0254669189453,230.0254669189453,230.0254669189453,8811740.0,1,2026924607.8683472,SBIN
225.4673767089844,225.4673767089844,225.4673767089844,225.4673767089844,8606466.0,1,1940477311.7550662,SBIN
228.7167053222656,228.7167053222656,228.7167053222656,228.7167053222656,7544810.0,1,1725624085.4824827,SBIN
226.776123046875,226.776123046875,226.776123046875,226.776123046875,13085058.0,1,2967378723.083496,SBIN
224.56480407714844,224.56480407714844,224.56480407714844,224.56480407714844,6565348.0,1,1474346087.3182983,SBIN
218.4722900390625,218.4722900390625,218.4722900390625,218.4722900390625,12310403.0,1,2689481934.713745,SBIN
213.8690795898437,213.8690795898437,213.8690795898437,213.8690795898437,16114932.0,1,3446485674.492919,SBIN
213.95933532714844,213.95933532714844,213.95933532714844,213.95933532714844,8669606.0,1,1854943137.308258,SBIN
213.823959350586,213.823959350586,213.823959350586,213.823959350586,7611610.0,1,1627544587.232514,SBIN
212.9664764404297,212.9664764404297,212.9664764404297,212.9664764404297,8323201.0,1,1772562789.6754608,SBIN
215.7193756103516,215.7193756103516,215.7193756103516,215.7193756103516,8418352.0,1,1816001637.1081545,SBIN
211.11618041992188,211.11618041992188,211.11618041992188,211.11618041992188,8906564.0,1,1880319772.345581,SBIN
219.3297576904297,219.3297576904297,219.3297576904297,219.3297576904297,30821077.0,1,6759979350.168076,SBIN
222.12779235839844,222.12779235839844,222.12779235839844,222.12779235839844,22806485.0,1,5065954164.504929,SBIN
217.70509338378903,217.70509338378903,217.70509338378903,217.70509338378903,11767845.0,1,2561919794.6509547,SBIN
216.84762573242188,216.84762573242188,216.84762573242188,216.84762573242188,9082062.0,1,1969423581.4546509,SBIN
