open,high,low,close,volume,ticks,imbalance,symbol
330.0585327148437,330.0585327148437,330.0585327148437,330.0585327148437,13781660.0,1,13781660.0,TATAMOTORS
329.0243530273437,329.0243530273437,329.0243530273437,329.0243530273437,17224851.0,1,17224851.0,TATAMOTORS
334.9340515136719,334.9340515136719,334.9340515136719,334.9340515136719,7123909.0,1,7123909.0,TATAMOTORS
335.0325622558594,335.0325622558594,335.0325622558594,335.0325622558594,7244287.0,1,7244287.0,TATAMOTORS
324.936767578125,324.936767578125,324.936767578125,324.936767578125,8606005.0,1,8606005.0,TATAMOTORS
319.5687866210937,319.5687866210937,319.5687866210937,319.5687866210937,8097313.0,1,8097313.0,TATAMOTORS
328.5318298339844,328.5318298339844,328.5318298339844,328.5318298339844,8138855.0,1,8138855.0,TATAMOTORS
318.0420837402344,318.0420837402344,318.0420837402344,318.0420837402344,6592654.0,1,6592654.0,TATAMOTORS
317.9928283691406,317.9928283691406,317.9928283691406,317.9928283691406,5357928.0,1,5357928.0,TATAMOTORS
325.92169189453125,325.92169189453125,325.92169189453125,325.92169189453125,6729868.0,1,6729868.0,TATAMOTORS
339.7110900878906,339.7110900878906,339.7110900878906,339.7110900878906,8833492.0,1,8833492.0,TATAMOTORS
348.7726745605469,348.7726745605469,348.7726745605469,348.7726745605469,9872906.0,1,9872906.0,TATAMOTORS
339.41558837890625,339.41558837890625,339.41558837890625,339.41558837890625,8569963.0,1,8569963.0,TATAMOTORS
341.5824890136719,341.5824890136719,341.5824890136719,341.5824890136719,5480940.0,1,5480940.0,TATAMOTORS
329.31982421875,329.31982421875,329.31982421875,329.31982421875,5802405.0,1,5802405.0,TATAMOTORS
332.9641418457031,332.9641418457031,332.9641418457031,332.9641418457031,5708786.0,1,5708786.0,TATAMOTORS
325.2814636230469,325.2814636230469,325.2814636230469,325.2814636230469,14893326.0,1,14893326.0,TATAMOTORS
326.7096862792969,326.7096862792969,326.7096862792969,326.7096862792969,5172386.0,1,5172386.0,TATAMOTORS
311.04888916015625,311.04888916015625,311.04888916015625,311.04888916015625,7122834.0,1,7122834.0,TATAMOTORS
305.6316223144531,305.6316223144531,305.6316223144531,305.6316223144531,8954516.0,1,8954516.0,TATAMOTORS
298.8354187011719,298.8354187011719,298.8354187011719,298.8354187011719,13799813.0,1,13799813.0,TATAMOTORS
280.7122497558594,280.7122497558594,280.7122497558594,280.7122497558594,13577316.0,1,13577316.0,TATAMOTORS
284.4058532714844,284.4058532714844,284.4058532714844,284.4058532714844,12304403.0,1,12304403.0,TATAMOTORS
294.107666015625,294.107666015625,294.107666015625,294.107666015625,12926187.0,1,12926187.0,TATAMOTORS
293.2704162597656,293.2704162597656,293.2704162597656,293.2704162597656,7501080.0,1,7501080.0,TATAMOTORS
310.4086303710937,310.4086303710937,310.4086303710937,310.4086303710937,14527820.0,1,14527820.0,TATAMOTORS
328.6795959472656,328.6795959472656,328.6795959472656,328.6795959472656,18806867.0,1,18806867.0,TATAMOTORS
336.2145080566406,336.2145080566406,336.2145080566406,336.2145080566406,17802539.0,1,17802539.0,TATAMOTORS
338.0859069824219,338.0859069824219,338.0859069824219,338.0859069824219,12085332.0,1,12085332.0,TATAMOTORS
351.0873107910156,351.0873107910156,351.0873107910156,351.0873107910156,11635790.0,1,11635790.0,TATAMOTORS
356.8985595703125,356.8985595703125,356.8985595703125,356.8985595703125,10509775.0,1,10509775.0,TATAMOTORS
355.6673889160156,355.6673889160156,355.6673889160156,355.6673889160156,9969583.0,1,9969583.0,TATAMOTORS
346.999755859375,346.999755859375,346.999755859375,346.999755859375,7009418.0,1,7009418.0,TATAMOTORS
375.5634460449219,375.5634460449219,375.5634460449219,375.5634460449219,19487376.0,1,19487376.0,TATAMOTORS
380.9314880371094,380.9314880371094,380.9314880371094,380.9314880371094,16497652.0,1,16497652.0,TATAMOTORS
373.0025939941406,373.0025939941406,373.0025939941406,373.0025939941406,7455714.0,1,7455714.0,TATAMOTORS
377.3856201171875,377.3856201171875,377.3856201171875,377.3856201171875,15426131.0,1,15426131.0,TATAMOTORS
375.7112121582031,375.7112121582031,375.7112121582031,375.7112121582031,8720671.0,1,8720671.0,TATAMOTORS
377.2378540039063,377.2378540039063,377.2378540039063,377.2378540039063,6744440.0,1,6744440.0,TATAMOTORS
378.8138122558594,378.8138122558594,378.8138122558594,378.8138122558594,5064657.0,1,5064657.0,TATAMOTORS
377.5826416015625,377.5826416015625,377.5826416015625,377.5826416015625,4423221.0,1,4423221.0,TATAMOTORS
380.4881896972656,380.4881896972656,380.4881896972656,380.4881896972656,8018683.0,1,8018683.0,TATAMOTORS
385.31451416015625,385.31451416015625,385.31451416015625,385.31451416015625,15381516.0,1,15381516.0,TATAMOTORS
379.1585083007813,379.1585083007813,379.1585083007813,379.1585083007813,6651831.0,1,6651831.0,TATAMOTORS
382.1134338378906,382.1134338378906,382.1134338378906,382.1134338378906,7511675.0,1,7511675.0,TATAMOTORS
376.30218505859375,376.30218505859375,376.30218505859375,376.30218505859375,5887746.0,1,5887746.0,TATAMOTORS
398.7591247558594,398.7591247558594,398.7591247558594,398.7591247558594,13985828.0,1,13985828.0,TATAMOTORS
397.9219665527344,397.9219665527344,397.9219665527344,397.9219665527344,12912937.0,1,12912937.0,TATAMOTORS
390.1900329589844,390.1900329589844,390.1900329589844,390.1900329589844,11016134.0,1,11016134.0,TATAMOTORS
405.5553283691406,405.5553283691406,405.5553283691406,405.5553283691406,22128119.0,1,22128119.0,TATAMOTORS
