"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",63532,128032424,128095956,1208122.05414,3619197.6157125,4827319.6698525,8590763,25201.55
"BANKNIFTY",27370,4293023,4320393,533535.134321,362577.09447400004,896112.228795,1361352,55287.25
"ADANIGREEN",46221,518560,564781,311796.54312,103625.95938,415422.5025,77747,1153
"RBLBANK",44332,29016,73348,383867.79208,4464.1049275,388331.8970075,54742,271.1
"INFY",53775,398117,451892,322272.789,22768.63872,345041.42772,337204,1500.9
"ADANIENT",32558,572874,605432,256114.1649,81609.80046,337723.96536,126651,2624.5
"RELIANCE",40681,240841,281522,286292.9126,18173.3399,304466.2525,483117,1390.9
"ICICIBANK",21670,82944,104614,213926.17134,5850.70304,219776.87438,225170,1402.2
"TCS",36697,359943,396640,198736.951525,17387.95555,216124.907075,315917,3075.5
"HDFCBANK",19453,88549,108002,207631.92032,7899.27666,215531.19698,299400,965.4
"VEDL",35248,64650,99898,187359.573085,4397.93902,191757.512105,137691,458.5
"AXISBANK",25144,83310,108454,180137.5109375,5576.5585,185714.0694375,239891,1140.1
"ETERNAL",19608,102207,121815,162936.763165,17115.54621,180052.309375,174130,341.95
"SBIN",22228,239833,262061,144120.42405,13200.807525,157321.231575,272924,854.7
"ADANIENSOL",18998,168235,187233,119479.38993,26832.5104275,146311.9003575,49316,934.3
"ADANIPORTS",17621,200287,217908,121719.1651975,18472.242415,140191.4076125,91994,1445
"BHARTIARTL",14357,93333,107690,133931.0800375,5968.29159,139899.3716275,140664,1956
"TATAMOTORS",22734,169140,191874,128176.39472,10870.46408,139046.8588,274550,695.3
"IDEA",21418,27642,49060,130401.5845425,8581.2098775,138982.79442,145875,8.38
"MIDCPNIFTY",5217,443987,449204,96334.829136,38680.694766,135015.52390200002,152346,13099.3
"AMBUJACEM",19902,84354,104256,124305.985545,7387.42746,131693.413005,69304,590
"CANBK",14264,68766,83030,115257.153825,9044.001,124301.154825,66458,118.75
"TECHM",13051,74704,87755,116974.8504,6918.79512,123893.64552,48732,1507.2
"WIPRO",15119,65294,80413,113507.2392,5974.1463,119481.3855,80126,250.49
"HAL",15083,102745,117828,110366.88672,7423.076535,117789.963255,124296,4811.8
"PAYTM",12157,79469,91626,105316.6932625,10004.981585,115321.6748475,74579,1197.5
"M&M",14383,67303,81686,103809.2835,5335.1259,109144.4094,178510,3585
"BAJFINANCE",13446,74065,87511,101701.272825,6546.620025,108247.89285,183027,1006
"HEROMOTOCO",11229,109145,120374,91815.817965,10235.432685,102051.25065,86507,5416.5
"BEL",8038,59290,67328,93758.74482,7851.347295,101610.092115,86968,406.4
"CHOLAFIN",9507,43247,52754,95994.668,5528.027375,101522.695375,35453,1628
"MARUTI",11311,213690,225001,89678.01278,11047.880525,100725.893305,260074,15779
"TRENT",18079,148796,166875,91902.39846,7449.99558,99352.39404,199261,4992.5
"PERSISTENT",16876,134674,151550,89464.14219,9253.81225,98717.95444,61432,5269
"BAJAJ-AUTO",12401,184260,196661,84826.442385,12462.2464575,97288.6888425,97650,9033
"KOTAKBANK",11431,55283,66714,93286.7838,3445.81276,96732.59656,137606,2020.1
"MUTHOOTFIN",9614,133350,142964,80057.4099325,14234.7430775,94292.15301,37505,3060
"MCX",8334,77165,85499,84007.4776,9715.212875,93722.690475,55390,7965
"LAURUSLABS",5538,30391,35929,86394.238,5850.8186,92245.0566,26258,902.95
"JIOFIN",11421,46948,58369,85335.600525,4979.99028,90315.590805,114894,313.7
"COFORGE",12313,65296,77609,80176.879275,5318.0738625,85494.9531375,57271,1715.3
"LT",12594,59430,72024,80942.801555,2870.40019,83813.201745,148189,3645.9
"PNB",8357,44556,52913,76592.7464,5543.6912,82136.4376,59741,113.05
"INDIGO",8867,50709,59576,76498.06314,3420.36324,79918.42638,95685,5750
"BSE",8151,75015,83166,66479.548725,10292.230875,76771.7796,114468,2158
"HINDALCO",6928,22622,29550,72874.74516,2143.82602,75018.57118,55832,747.6
"LTIM",8715,66971,75686,68987.307435,5247.344685,74234.65212,39457,5256
"MPHASIS",8690,35126,43816,68671.625715,3811.53091,72483.156625,29659,2853
"FEDERALBNK",7043,14628,21671,69639.8805,1393.139,71033.0195,36192,194.75
"POLYCAB",6392,62940,69332,61323.757,7775.131225,69098.888225,25979,7656
"HCLTECH",12743,70442,83185,64307.469835,3990.19754,68297.667375,96721,1442
"DLF",10000,38298,48298,64709.179425,3276.5826225,67985.7620475,83805,773.2
"HINDUNILVR",8391,51124,59515,65051.44092,2683.92834,67735.36926,104685,2568.5
"MAZDOCK",11106,93207,104313,58655.7253275,8073.9226925,66729.64802,51597,2976
"BANDHANBNK",10738,16864,27602,64024.25976,2017.21644,66041.4762,45644,162.95
"HUDCO",8712,59333,68045,57433.7978775,6518.4364275,63952.234305,19684,240
"INDUSTOWER",9886,38270,48156,60393.96642,3283.96106,63677.92748,81249,356.65
"BANKBARODA",7938,40359,48297,58979.33847,3847.4171775,62826.7556475,76011,251.15
"UPL",6497,21536,28033,60676.208137,1753.3316535,62429.5397905,53357,682.5
"ITC",9122,40183,49305,59820.08576,2046.55696,61866.64272,123200,407
"INDUSINDBK",11224,36027,47251,58397.41845,2518.67483,60916.09328,122842,734.1
"TATASTEEL",6029,37324,43353,57104.6993,3797.453,60902.1523,81351,171.4
"GLENMARK",7553,30299,37852,57945.5134125,2629.9248375,60575.43825,39715,2022
"BIOCON",6233,16867,23100,56750.6625,1986.7365,58737.399,30254,362.05
"VOLTAS",10827,42789,53616,55800.11115,2541.4562625,58341.5674125,55953,1376
"SAIL",8217,22390,30607,53046.41699,2433.44991,55479.8669,46410,135.5
"IDFCFIRSTB",7980,18878,26858,53196.2662875,1638.0660975,54834.332385,71363,70.9
"SUNPHARMA",9077,45893,54970,52438.248975,2219.11809,54657.367065,82476,1636.5
"EXIDEIND",6721,22017,28738,49713.36786,1832.1165,51545.48436,34763,404
"NBCC",6125,34890,41015,45893.6478,4611.98985,50505.63765,16130,114.95
"EICHERMOT",3740,40311,44051,45799.28465,4296.061665,50095.346315,61438,6950.5
"PATANJALI",9188,6162,15350,49610.15775,430.16004,50040.31779,47383,596.9
"JSWSTEEL",6334,17942,24276,48123.394515,1332.049725,49455.44424,84726,1118
"HINDZINC",7935,40723,48658,45123.336825,3767.5807225,48890.9175475,49911,460
"GODREJPROP",7836,27601,35437,46037.878755,2648.4553425,48686.3340975,53578,2103
"GRASIM",6317,34444,40761,45718.425825,2467.80345,48186.229275,68263,2859.9
"TVSMOTOR",3511,24805,28316,43848.000665,4112.16106,47960.161725,45463,3527
"IREDA",7850,37110,44960,43447.14927,4403.813565,47850.962835,27245,158.75
"ULTRACEMCO",7107,56424,63531,45148.7175,2702.236545,47850.954045,74209,12645
"KFINTECH",9213,20525,29738,45621.369225,1604.598075,47225.9673,13644,1090
"TATAPOWER",7556,43271,50827,43740.842825,3285.70522,47026.548045,84783,395.55
"UNITDSPR",8274,32815,41089,44900.8246,2097.43448,46998.25908,47648,1339.7
"AUROPHARMA",7331,15480,22811,45348.39782,1237.65873,46586.05655,54766,1114.7
"KAYNES",5755,41703,47458,41437.19297,5133.03054,46570.22351,33174,7119.5
"DABUR",6765,32686,39451,44612.18775,1791.28525,46403.473,46379,519.5
"SHRIRAMFIN",8397,26937,35334,43969.322265,1921.7262075,45891.0484725,73283,629.3
"LICI",6731,32089,38820,42987.12789,2794.365,45781.49289,23334,905.45
"DRREDDY",5386,22383,27769,43972.847625,1337.4225625,45310.2701875,53736,1302.1
"BHEL",6452,30697,37149,40908.109725,3215.0089125,44123.1186375,43345,239.66
"TITAN",6831,62863,69694,41531.5532625,2483.8406425,44015.393905,101304,3455
"DIXON",4392,42093,46485,40122.04108,3801.625985,43923.667065,67431,18068
"LTF",3640,19946,23586,40700.8214866,3205.9028262,43906.7243128,25299,248.3
"NMDC",4011,13807,17818,41886.7443,1988.31645,43875.06075,39031,76.88
"YESBANK",6251,13404,19655,41802.42434,1950.15349,43752.57783,45691,21.24
"RVNL",8239,23366,31605,40939.8235125,1997.9562625,42937.779775,51007,359.4
"TATAELXSI",7493,21453,28946,41839.08003,1049.04964,42888.12967,50003,5606
