"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",107785,327673098,327780883,1986419.4248025,5925256.8601875,7911676.28499,8546569,24596.15
"BANKNIFTY",37401,2851273,2888674,726663.968268,386847.98376,1113511.952028,946704,55521.15
"ETERNAL",62083,128089,190172,449030.061815,21822.6591475,470852.7209625,128533,303.2
"RELIANCE",28850,250526,279376,199401.85765,20899.35805,220301.2157,422090,1391
"HDFCBANK",16607,69590,86197,182512.55154,8040.74326,190553.2948,249309,1998
"INFY",31578,127710,159288,180835.32312,9600.14936,190435.47248,290114,1441
"ICICIBANK",18133,53654,71787,181839.48293,5379.80583,187219.28876,190118,1441
"HEROMOTOCO",22801,240226,263027,156840.088875,25526.96472,182367.053595,83110,4666.1
"MIDCPNIFTY",6554,297075,303629,116318.017536,62883.031343999995,179201.04888,84115,12740.5
"SBIN",27423,144940,172363,165505.6686,11359.43265,176865.10125,270716,805.6
"TRENT",27144,227008,254152,145268.7009,21542.03868,166810.73958,116121,5316
"BSE",13213,82708,95921,120013.95015,22478.7410625,142492.6912125,69958,2452
"KOTAKBANK",15712,38645,54357,125094.35488,3587.51948,128681.87436,118663,1994.2
"LUPIN",13438,101060,114498,110149.1941625,15346.5220725,125495.716235,43812,1937.3
"TATAMOTORS",20854,105094,125948,107645.1868,10532.02216,118177.20896,176103,650
"BHEL",15771,114742,130513,94398.7723875,13046.3316375,107445.104025,43405,228.18
"ADANIENT",13541,91105,104646,91623.08352,12072.83808,103695.9216,115161,2245.9
"BAJAJ-AUTO",14535,138527,153062,88710.9918225,10327.62906,99038.6208825,62591,8241
"AXISBANK",12615,39291,51906,84736.6449375,2935.1881875,87671.833125,217587,1079.7
"JIOFIN",10204,77208,87412,77508.698985,9739.75078,87248.449765,87270,327.4
"PAYTM",10470,32154,42624,80863.7079525,5832.9959825,86696.703935,58628,1064.1
"TCS",14928,105452,120380,79633.891855,5993.3450325,85627.2368875,318865,3049.1
"M&M",12444,54846,67290,79814.49008,5777.15578,85591.64586,154099,3206
"BHARTIARTL",8431,58951,67382,77105.1005625,5284.6531125,82389.753675,133683,1920.1
"ADANIPORTS",11426,77826,89252,72792.384375,8559.916955,81352.30133,78557,1347.5
"BEL",6569,36719,43288,72467.32677,6297.555225,78764.881995,75406,388.25
"FORTIS",9315,49865,59180,64373.848715,7351.9817,71725.830415,19168,882.2
"PIDILITIND",8483,53817,62300,65025.35095,6199.758175,71225.109125,24332,3051
"BHARATFORG",11736,36905,48641,66743.72015,3887.58795,70631.3081,33718,1158.9
"RBLBANK",7938,13441,21379,66683.7976075,3122.059415,69805.8570225,35328,269.1
"DIVISLAB",10200,92120,102320,62098.87592,7198.03496,69296.91088,55401,6126
"BAJFINANCE",9669,27901,37570,63677.388375,2312.750325,65990.1387,166917,881.9
"INDUSTOWER",11044,23896,34940,63143.95187,2713.46707,65857.41894,60750,334
"COFORGE",9435,45273,54708,59412.5154375,6406.3040625,65818.8195,53761,1706
"DLF",9637,41651,51288,60434.1786675,4309.3044225,64743.48309,82262,759.2
"TITAN",9971,52226,62197,59730.4022525,4512.465475,64242.8677275,85218,3402
"ASIANPAINT",8975,72673,81648,56046.22785,5772.965775,61819.193625,85301,2508
"RECLTD",11843,34509,46352,57975.4840725,3313.39095,61288.8750225,102799,385.55
"PFC",10671,43604,54275,56599.82562,4583.29417,61183.11979,67753,410
"BRITANNIA",8097,62500,70597,55812.279825,5278.9717,61091.251525,41203,5479
"ADANIGREEN",9661,44174,53835,53856.47826,6099.56064,59956.0389,49140,939.05
"CONCOR",8154,38710,46864,55451.974125,4219.620625,59671.59475,30045,554.75
"PAGEIND",8362,19167,27529,57188.47413,1432.052307,58620.526437,24163,45790
"DIXON",6268,42479,48747,52108.57451,6422.41936,58530.99387,54358,16666
"TATASTEEL",5987,48074,54061,52173.5258,5645.9876,57819.5134,60838,159.83
"TVSMOTOR",5153,22367,27520,53765.80846,4021.85021,57787.65867,34513,3017.5
