"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",79104,135384471,135463575,1501293.86367,4506528.0705825,6007821.9342525,8714900,25238.15
"BANKNIFTY",22338,3174848,3197186,444330.09009199997,381910.2800975,826240.3701894999,1206236,56633.1
"BSE",24058,187159,211217,219893.062725,39340.4455125,259233.5082375,85288,2486.5
"TATAMOTORS",47101,389969,437070,250635.3336,7852.12664,258487.46024,203445,664
"IDEA",24180,76664,100844,153978.492435,21478.9022175,175457.3946525,139162,8.69
"HDFCBANK",15125,60662,75787,163303.87392,8363.58952,171667.46344,239186,977.1
"MCX",12121,162811,174932,135311.6246125,34321.57615,169633.2007625,53693,8955
"INFY",26083,141183,167266,155077.98672,12464.9774,167542.96412,267321,1492.4
"RELIANCE",21845,109330,131175,150604.705,9716.88675,160321.59175,459077,1376
"ICICIBANK",14038,57969,72007,136225.35535,6965.09156,143190.44691,226635,1381
"SBIN",18208,222245,240453,120938.17575,16958.682525,137896.858275,237962,884
"TCS",23428,218181,241609,123499.7233925,10450.9213725,133950.644765,411417,3006
"MIDCPNIFTY",4475,226899,231374,82536.345976,35345.91963,117882.265606,120135,13186.8
"AXISBANK",14163,61527,75690,104963.687375,6882.771875,111846.45925,201764,1189.9
"HCLTECH",17509,126883,144392,91004.049395,9393.743135,100397.79253,111617,1494.1
"MARUTI",10584,146346,156930,86636.13953,11687.07109,98323.21062,155202,16320
"FEDERALBNK",7697,41068,48765,81719.6135,8050.914,89770.5275,37411,212.5
"DMART",12727,119883,132610,80992.38252,8681.477775,89673.860295,82963,4199
"KAYNES",10381,133025,143406,71131.85853,16955.00136,88086.85989,46436,6865
"BAJFINANCE",10261,49116,59377,79584.667575,6754.666275,86339.33385,166537,1039
"CDSL",9657,51631,61288,74319.0416425,8446.86515,82765.9067925,40163,1626.9
"BHARTIARTL",7676,87782,95458,71466.9368225,7340.679355,78807.6161775,146503,1955
"HAL",10055,64460,74515,72053.061735,6493.999035,78547.06077,113723,4742
"BAJAJ-AUTO",9935,106633,116568,67720.7220525,10632.8840925,78353.606145,80196,9081
"ANGELONE",11705,53025,64730,67551.8792,8502.726175,76054.605375,32863,2356
"WIPRO",9347,21517,30864,68669.4696,2965.6734,71635.143,72728,245.15
"LTF",5295,28919,34214,62315.4611756,7600.3838422,69915.84501779999,24230,266.99
"HINDZINC",9930,48597,58527,61310.38172,7138.4524225,68448.8341425,58142,506.5
"DIXON",6897,51743,58640,59299.00266,6933.065875,66232.068535,63430,17233
"BEL",5050,30447,35497,59171.42355,5234.329095,64405.752645,75921,409.65
"LT",8890,51781,60671,58746.186975,3804.289335,62550.47631,147417,3765.5
"DIVISLAB",7261,130300,137561,47743.93329,12779.62468,60523.55797,65220,6565
"RECLTD",12070,17893,29963,57144.3544125,1388.08689,58532.4413025,113949,371.5
"INDIGO",6114,41221,47335,53248.16115,4908.29607,58156.45722,76731,5778
"ADANIPORTS",7407,73594,81001,50368.10605,7474.363355,57842.469405,75441,1439
"PNB",5422,35020,40442,50955.1792,5929.4272,56884.6064,59626,116.95
"VEDL",9561,35460,45021,52758.453055,3526.8591,56285.312155,133748,479.5
"HINDUNILVR",7079,29006,36085,53118.74025,2528.85447,55647.59472,78686,2496.6
"JIOFIN",7250,26501,33751,52465.19431,2972.862095,55438.056405,99471,308.65
"YESBANK",6602,21408,28010,49527.63946,4069.00271,53596.64217,48422,24.06
"HDFCAMC",5551,36113,41664,47151.4557,5616.94011,52768.39581,25077,5660.5
"HEROMOTOCO",5675,39830,45505,47474.757945,5016.143175,52490.90112,60857,5553.5
"CANBK",5455,27323,32778,47060.6787,4648.963275,51709.641975,67825,127.36
"EICHERMOT",3753,33192,36945,45895.5085575,4728.80499,50624.3135475,41611,6918
"PAYTM",5107,19410,24517,46328.21398,3863.064625,50191.278605,54360,1246.4
"M&M",6665,36528,43193,46187.01822,3286.1845,49473.20272,149440,3457
"INDUSINDBK",8596,33005,41601,46088.74606,3262.82733,49351.57339,110271,758.25
"ABCAPITAL",4971,16010,20981,45822.63853,2817.46755,48640.10608,36338,300
"ETERNAL",5173,25656,30829,43736.268405,4116.1705075,47852.4389125,139019,348.3
"FORTIS",4808,44528,49336,40712.854435,6729.88021,47442.734645,23342,1095.15
"LAURUSLABS",2901,12333,15234,43369.9206,4024.30749,47394.22809,26620,874.05
"TATASTEEL",4486,35995,40481,42806.2327,4470.3736,47276.6063,75173,173.4
"HINDPETRO",4783,19562,24345,43638.1678125,3008.5386525,46646.706465,44089,452.1
"KFINTECH",7556,56914,64470,38344.254345,7861.13478,46205.389125,12894,1148.5
"HINDALCO",4032,15924,19956,43674.66292,2167.84078,45842.5037,70118,772.35
"KOTAKBANK",4897,29452,34349,42205.10756,3145.39764,45350.5052,128717,2151.4
"PERSISTENT",7265,29109,36374,38541.2536,3473.3677,42014.6213,49960,5331
"ITC",6166,37415,43581,39645.0112,2319.1176,41964.1288,133206,399.4
"ADANIENT",4857,32785,37642,36893.52567,4609.64268,41503.16835,92561,2523.5
"AUROPHARMA",6366,14576,20942,39752.04233,1621.84033,41373.88266,51675,1134.1
"VOLTAS",7321,36062,43383,37836.46065,3380.9962125,41217.4568625,51572,1381.1
"SIEMENS",9537,78468,88005,36619.9736,4479.833425,41099.807025,39104,3080
"ASIANPAINT",6389,43210,49599,37642.453275,2729.226475,40371.67975,95992,2343
"TRENT",7557,71321,78878,35335.94883,4139.9012,39475.85003,194161,4685
"POLYCAB",3763,16852,20615,36201.9326625,2813.1562,39015.0888625,25521,7673
"SAIL",5743,21420,27163,35550.28817,3058.23313,38608.5213,63376,132.66
"LTIM",4346,14919,19265,35684.91987,2254.566015,37939.485885,29552,5476
"INDUSTOWER",5695,30567,36262,34188.7255,3147.11718,37335.84268,73313,350.25
"CHOLAFIN",3434,13114,16548,34821.92,1977.44575,36799.36575,33387,1643.7
"TATAELXSI",6211,48380,54591,32991.0308,2979.63609,35970.66689,66738,5350.5
"BHEL",5252,21901,27153,32660.889975,2674.450275,35335.34025,38152,234.3
"BANKBARODA",4116,18718,22834,32268.820545,2453.8705425,34722.6910875,69477,267.9
"TECHM",3740,13576,17316,32416.01016,2020.60626,34436.61642,45058,1456.6
"AUBANK",4046,18901,22947,31114.8507,2977.3721,34092.2228,31803,766.5
"IDFCFIRSTB",4343,17685,22028,29910.418825,2483.2449075,32393.6637325,70174,73.68
"HAVELLS",4187,12755,16942,30933.1565,1348.15425,32281.31075,32683,1472
