"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",90654,62402446,62493100,1682397.417315,4049184.61716,5731582.034475,5340346,24570.8
"BANKNIFTY",35827,2569333,2605160,702577.2637344999,403528.521788,1106105.7855225,740209,55636.15
"PNBHOUSING",38606,150069,188675,207872.35378,26285.6321,234157.98588,62497,811.15
"HINDUNILVR",23555,211175,234730,184628.46207,23722.9968,208351.45887,94559,2554
"ICICIBANK",17902,66139,84041,184321.89342,6448.53874,190770.43216,167572,1470.1
"INFY",30338,98600,128938,180268.82352,7820.303,188089.12652,239166,1468.3
"HDFCBANK",15805,81104,96909,176080.850055,9562.446465,185643.29652,239137,2016.9
"UPL",18060,91275,109335,168259.250453,17049.770422,185309.020875,43010,660
"RELIANCE",21990,181988,203978,153626.89635,17152.0323,170778.92865,388854,1394.1
"SBIN",24961,112228,137189,149493.810525,9888.023175,159381.8337,249470,792.95
"M&M",22432,100080,122512,142141.48304,12444.85488,154586.33792,153243,3165
"SUNPHARMA",24327,164044,188371,139483.31859,14589.15045,154072.46904,87177,1629.3
"MIDCPNIFTY",5376,224436,229812,96219.36329600001,55978.52715,152197.890446,63908,12662.3
"MARUTI",20205,215569,235774,127075.99119,16875.07629,143951.06748,101421,12275
"EICHERMOT",11990,112818,124808,117626.2620925,19277.8858125,136904.147905,30877,5518
"AXISBANK",19364,58110,77474,129705.5265625,4831.4590625,134536.985625,202834,1061.5
"TVSMOTOR",12318,53275,65593,123144.70721,10435.170585,133579.877795,29623,2870
"CHOLAFIN",12921,41883,54804,115692.9555625,8758.3015,124451.2570625,30975,1420.5
"TRENT",20430,137926,158356,105747.01942,18431.89384,124178.91326,108493,5179
"ITC",16233,124449,140682,108601.26048,11753.6824,120354.94288,111530,416.6
"FEDERALBNK",9471,44811,54282,93637.731,7917.7605,101555.4915,32585,195.61
"KOTAKBANK",12036,53387,65423,96293.19316,5200.87344,101494.0666,112351,1995.9
"TATAMOTORS",17648,75099,92747,92571.2664,8176.12232,100747.38872,161869,649.7
"DIXON",9437,91727,101164,80502.335505,18234.415945,98736.75145,47777,16856
"JIOFIN",10711,58149,68860,83308.570425,10009.510805,93318.08123,80916,329.85
"BHARTIARTL",9744,38027,47771,88184.8315275,4394.633215,92579.4647425,117088,1878.1
"COALINDIA",17109,64040,81149,85081.854195,4577.835015,89659.68921,94963,372.8
"BSE",8420,41740,50160,76838.90775,12322.9732125,89161.8809625,49235,2418
"ADANIENT",11048,68312,79360,79475.29317,8343.61938,87818.91255,101452,2341.5
"TCS",14644,110836,125480,77688.602775,7217.6137075,84906.2164825,300837,3001.1
"JSWENERGY",14554,43962,58516,75844.9349,6420.6407,82265.5756,57775,515
"INDUSINDBK",13421,55726,69147,74464.0232,6759.98708,81224.01028,99753,783.95
"BAJFINANCE",10483,41601,52084,69655.923525,4347.60315,74003.526675,166395,877
"ASIANPAINT",10032,123782,133814,61462.44115,10757.268325,72219.709475,83240,2434
"KAYNES",8661,84357,93018,55398.81573,15489.10415,70887.91988,19067,6363
"DLF",10032,37310,47342,65129.41182,5554.367775,70683.779595,64434,777
"BEL",5932,33273,39205,64419.8097,6032.482995,70452.292695,71027,377.25
"TATASTEEL",6879,60786,67665,58637.07795,7292.07545,65929.1534,62721,153
"ABB",8706,23278,31984,59328.799125,3411.012475,62739.8116,33614,5384
"AUROPHARMA",9472,25730,35202,57199.03354,4255.403295,61454.436835,43066,1080.9
"RECLTD",11573,32543,44116,57165.974715,3634.157235,60800.13195,96534,388.75
"DRREDDY",7318,31900,39218,56350.207,3775.893,60126.1,31029,1221.4
"PAYTM",6329,29991,36320,50236.1171,6644.29179,56880.40889,43678,1076
"MCX",5020,33822,38842,47877.09815,8224.251825,56101.349975,34005,7599.5
"LAURUSLABS",3518,14481,17999,51573.68455,4188.62201,55762.30656,18681,850.75
"INDIGO",5973,26635,32608,52063.476495,3370.782315,55434.25881,61146,5789.5
"HAL",7441,29237,36678,49908.83529,3677.495295,53586.330585,95572,4431
