"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",81578,101150262,101231840,1564945.46349,3613405.259385,5178350.722875,7466984,25453.4
"BANKNIFTY",38102,2092105,2130207,765519.5976155,375444.5621535,1140964.159769,948080,56999.2
"INFY",37929,174644,212573,247967.03344,23497.21056,271464.244,204947,1609.6
"ICICIBANK",21580,50677,72257,217618.46932,7543.50898,225161.9783,174958,1427.8
"DIXON",22418,162427,184845,168569.95948,32135.65149,200705.61097,72444,15174
"HDFCBANK",16513,88117,104630,181729.125215,12240.585555,193969.71077,248667,1985.5
"BEL",14392,56591,70983,176314.98666,13747.19559,190062.18225,71998,427.7
"SBIN",26715,190369,217084,163991.053275,16653.457425,180644.5107,260052,812.7
"TATASTEEL",16434,84068,100502,148901.10235,14220.36,163121.46235,64309,165.95
"INDUSINDBK",24415,101240,125655,146998.98962,14448.29806,161447.28768,100170,856.75
"MIDCPNIFTY",4631,177504,182135,87400.019294,47689.653942,135089.673236,72332,13437.25
"TCS",20025,135864,155889,121015.1296025,13259.6347975,134274.7644,214179,3423.5
"BAJFINANCE",17705,41111,58816,123045.991575,6196.6371,129242.628675,169470,922.7
"RELIANCE",14298,113685,127983,108937.1917,12413.8984,121351.0901,308731,1517.1
"VEDL",20091,67788,87879,108961.54665,8557.125045,117518.671695,112715,470
"TATAMOTORS",16007,85273,101280,88607.86792,8934.34752,97542.21544,178938,687.8
"PNB",9451,27849,37300,86174.0056,6297.78,92471.7856,50528,113.75
"AXISBANK",11153,42831,53984,82325.6524375,5314.202875,87639.8553125,161386,1175
"JSWSTEEL",10480,59364,69844,74651.686425,8192.4680475,82844.1544725,74843,1058.2
"TRENT",11552,67636,79188,71586.82064,9961.86928,81548.68992,87125,6221
"INDIGO",8458,27302,35760,75480.31926,5651.87148,81132.19074,77517,5955
"BANKBARODA",10445,26375,36820,74903.200515,4925.7377325,79828.9382475,57397,242.99
"TATACOMM",10874,70537,81411,68234.83933,10756.12993,78990.96926,16775,1808
"ASIANPAINT",11811,81276,93087,70768.517025,7822.1677,78590.684725,88315,2426.3
"BIOCON",7898,22768,30666,72864.1935,5479.82975,78344.02325,25861,369.2
"BHARTIARTL",7188,64334,71522,69164.89554,7589.55684,76754.45238,145771,2030
"MARUTI",10364,111227,121591,65108.08059,8976.762895,74084.843485,101631,12615
"DLF",10024,32591,42615,69314.82393,4634.92887,73949.7528,78113,829.95
"BSE",5750,35247,40997,60055.05,10394.914125,70449.964125,69671,2751
"JIOFIN",8154,32847,41001,62952.69159,5804.38109,68757.07268,79237,326.55
"ITC",9637,61425,71062,64176.90048,4379.97168,68556.87216,124471,413.2
"MCX",5130,31475,36605,57967.6101625,9733.2128875,67700.82305,48390,8935
"KOTAKBANK",7355,22349,29704,64334.75084,3058.63104,67393.38188,91867,2164.5
"HAL",8289,38132,46421,61060.788705,5891.530035,66952.31874,121472,4890
"HINDALCO",6239,29723,35962,61374.15032,5554.94366,66929.09398,49871,698.7
"IDEA",11681,10272,21953,62986.8219825,3823.640895,66810.4628775,91971,7.55
"BAJAJFINSV",6010,32181,38191,60849.5028,5528.94735,66378.45015,54228,2009.1
"ULTRACEMCO",9097,109628,118725,56356.675095,9528.55873,65885.233825,81588,12410
"M&M",9387,31406,40793,59495.25532,4009.17996,63504.43528,137785,3164.8
"LAURUSLABS",4421,16846,21267,56866.27194,5908.48209,62774.75403,23251,755
"SAIL",9103,25306,34409,58442.5824,4232.16717,62674.74957,37259,137.9
"CHOLAFIN",5841,16022,21863,57113.260875,3503.7289375,60616.9898125,28581,1554.7
"LUPIN",6806,21110,27916,57042.229505,3421.3419275,60463.5714325,35817,1968.5
"MARICO",6768,12472,19240,58024.50348,2115.19956,60139.70304,23923,708.55
"FEDERALBNK",5184,14821,20005,56591.722,3300.6345,59892.3565,29954,217.16
"HEROMOTOCO",8551,54622,63173,53963.228205,5603.23719,59566.465395,75185,4238
"DMART",8173,35088,43261,53792.68764,5298.2346,59090.92224,44197,4398
"AUROPHARMA",8300,22879,31179,53046.79666,3480.994055,56527.790715,44800,1159
"HDFCLIFE",6007,18548,24555,52857.45201,2414.39264,55271.84465,43846,789.1
"LT",8191,34942,43133,52044.7432925,3215.1819875,55259.92528,133500,3593.8
"SBICARD",6876,32194,39070,50285.8588,4487.40496,54773.26376,36599,914.5
"ADANIENT",6043,26062,32105,47916.60171,4397.45424,52314.05595,106576,2629
"TECHM",4810,14839,19649,48697.45296,3530.87706,52228.33002,33578,1677
"CGPOWER",8832,9521,18353,50535.938165,1518.89305,52054.831215,28242,665.6
"KALYANKJIL",6586,26618,33204,45347.8673975,6249.25959,51597.1269875,22599,585
"COFORGE",6359,20148,26507,46258.6853625,4756.5118125,51015.197175,53256,1927.2
"COALINDIA",9238,25334,34572,48433.055355,1923.610275,50356.66563,105561,386.9
"JINDALSTEL",7599,16960,24559,46200.465625,2751.85225,48952.317875,34112,972
"CDSL",5115,22643,27758,43523.209085,5405.5713925,48928.7804775,44518,1778.5
"APOLLOHOSP",4436,43656,48092,41616.898025,5857.6108375,47474.5088625,41909,7457
"IDFCFIRSTB",5957,18738,24695,42810.055435,2857.020915,45667.07635,61065,77.03
"PFC",7855,17512,25367,43112.64399,2461.70145,45574.34544,67148,418.6
"WIPRO",5198,20189,25387,41694.984,3264.1509,44959.1349,41171,267.15
"GAIL",6876,19907,26783,41450.382855,3372.62751,44823.010365,51844,190.4
"UPL",4607,18786,23393,41721.383866,3085.412506,44806.796372,39661,673
"NATIONALUM",5646,18043,23689,41114.061,3473.07,44587.131,30749,192.55
"RECLTD",8129,26851,34980,41202.9034425,3361.8464325,44564.749875,94843,395.6
"CANBK",5279,15968,21247,41054.748075,3082.070925,44136.819,48486,114.19
"NMDC",4575,11813,16388,42029.37045,2076.3081,44105.67855,36123,68.06
"AMBUJACEM",6648,19095,25743,41435.701125,2558.03016,43993.731285,42198,593.9
"SRF",6066,26633,32699,39642.38354,4241.18714,43883.57068,34304,3252.8
"BANDHANBNK",6016,13034,19050,41065.52544,2530.48104,43596.00648,39280,187.55
"AUBANK",4923,9095,14018,40710.1203,1818.4816,42528.6019,24440,821.95
"BALKRISIND",4451,44559,49010,34207.04775,7522.58538,41729.63313,12555,2565
"ABCAPITAL",4619,9286,13905,39570.24078,1913.24157,41483.48235,28555,273.6
"GMRAIRPORT",6130,25107,31237,37813.64283,3641.969745,41455.612575,36667,88.29
"GODREJPROP",6126,15807,21933,38899.21079,2429.26222,41328.47301,37432,2280.1
"HINDUNILVR",5362,31265,36627,37173.98388,2824.78623,39998.77011,101243,2306.9
"DIVISLAB",5069,29708,34777,34652.5844,4522.11026,39174.69466,40880,6867
"HCLTECH",6062,22149,28211,36483.36643,2349.10032,38832.46675,65069,1715
"SHRIRAMFIN",6101,17484,23585,34347.511605,2541.15477,36888.666375,60094,676.6
"COLPAL",6262,17101,23363,34525.8753075,1827.89271,36353.7680175,28778,2433
"NTPC",6529,36514,43043,32809.35645,2633.18805,35442.5445,124543,333.8
"SOLARINDS",2526,9843,12369,32319.8927025,2330.8546875,34650.74739,14870,16955
"ETERNAL",5093,14638,19731,32216.856865,2412.3286475,34629.1855125,87147,260
"LTF",3496,7323,10819,32373.240071,1645.3036015999999,34018.543672600004,22538,205.95
"BHARATFORG",4867,13505,18372,31689.94325,2032.38085,33722.3241,32342,1313.3
"UNITDSPR",5776,11206,16982,32359.37168,929.28016,33288.65184,53823,1383.7
"POLYCAB",3405,18482,21887,28765.0963875,3884.8274875,32649.923875,29074,6734
"INDUSTOWER",4285,9130,13415,30854.64725,1703.40833,32558.05558,46529,424
"M&MFIN",5587,8617,14204,30223.1089192,1066.661024,31289.7699432,20442,261.3
"HINDPETRO",3296,7699,10995,29427.94152,1763.8039575,31191.7454775,35604,437
"IGL",4609,15396,20005,27972.0188,3021.049075,30993.067875,12331,220.51
"NBCC",3744,6849,10593,29418.0406,1478.3106,30896.3512,13623,119.9
"OFSS",4182,13132,17314,28235.41398,2657.8640625,30893.2780425,25141,8930.5
"ONGC",5242,21720,26962,28683.75195,2207.175975,30890.927925,81867,241.1
"TATAPOWER",4816,19779,24595,28570.40908,2097.80055,30668.20963,75366,406.9
"BHEL",4098,13222,17320,28198.4427375,2347.116975,30545.5597125,39759,260.6
"TITAN",4354,19587,23941,28273.91063,2211.2223175,30485.1329475,96129,3707
"DRREDDY",3643,12184,15827,28919.4609375,1343.63025,30263.0911875,32050,1273.4
"TATAELXSI",4736,10914,15650,28699.64606,1521.77946,30221.42552,28054,6170
"KAYNES",4355,11338,15693,27121.7136,2545.5845,29667.2981,11631,6300
"IEX",3602,13588,17190,26491.996875,2834.40975,29326.406625,24134,194.8
"SUNPHARMA",4584,24461,29045,26957.85862,2072.437395,29030.296015,80025,1678.1
"PERSISTENT",4316,14485,18801,26182.03748,2834.1929,29016.23038,36376,6019
"BLUESTARCO",4805,12034,16839,26895.86341,1770.3426,28666.20601,8809,1759
"GRASIM",3873,8179,12052,27766.4439,841.3122,28607.7561,53711,2848.3
"NYKAA",4248,6437,10685,27410.3421875,1045.429375,28455.7715625,22238,212
"MANKIND",4310,39578,43888,23135.36778,4766.9866875,27902.3544675,9020,2385
"POLICYBZR",4140,5836,9976,26560.410205,1056.26234,27616.672545,27429,1810.4
"MPHASIS",3103,10338,13441,24903.69024,2694.496145,27598.186385,24644,2880
"APLAPOLLO",4297,11471,15768,26307.33861,1121.38992,27428.72853,21562,1747
"TVSMOTOR",2579,5831,8410,26188.08395,1136.49312,27324.57707,30357,2901.6
"UNIONBANK",3703,6807,10510,25313.4536625,1686.0192525,26999.472915,25450,153.5
"BAJAJ-AUTO",3964,19326,23290,24941.4267975,1841.535345,26782.9621425,55823,8350
"HINDZINC",4534,11931,16465,25149.70619,1526.948535,26676.654725,61825,447.5
"LICHSGFIN",4186,5849,10035,25678.7719,780.8476,26459.6195,39659,608.2
"MAZDOCK",3974,15545,19519,22863.8533375,2579.263785,25443.1171225,33139,3280
"VBL",4923,21897,26820,22989.92959,2217.6298325,25207.5594225,66913,452.55
"HINDCOPPER",3127,6525,9652,23530.48738,1639.84491,25170.33229,19857,283.6
"ADANIPORTS",3343,16100,19443,23076.2105525,2058.6386475,25134.8492,75678,1442
"ANGELONE",3079,7871,10950,22625.705525,1911.5898,24537.295325,19599,2925
"VOLTAS",4441,13566,18007,22242.2941125,1605.435525,23847.7296375,44039,1333
"JSWENERGY",4187,10808,14995,21898.2764,1844.7157,23742.9921,50010,518
"SIEMENS",5064,26147,31211,21049.8471875,2621.7994875,23671.646675,32987,3286.2
"BDL",3198,14519,17717,20626.459425,2817.78965,23444.249075,19983,1975
