"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",147170,54872258,55019428,2745451.1291325,2091661.3281825,4837112.457315,7193402,24804.65
"BANKNIFTY",61483,8195290,8256773,1180460.4152495,389212.228055,1569672.6433045,1839263,54593.5
"HDFCBANK",82235,105506,187741,881373.66955,8714.97594,890088.64549,325718,975.2
"RELIANCE",101233,255151,356384,709960.3713,14617.18115,724577.55245,481359,1394.6
"ICICIBANK",47467,63792,111259,472488.98235,3731.75985,476220.7422,228908,1418
"TCS",80317,210618,290935,442956.6309,10190.1786175,453146.8095175,349956,3156.5
"INFY",71917,105976,177893,441435.87388,5173.62056,446609.49444,306265,1522.3
"AXISBANK",52906,43051,95957,351470.528,2721.8280625,354192.3560625,246348,1056.2
"MIDCPNIFTY",15631,1049560,1065191,280276.965822,56162.704206,336439.67002799996,208455,12736.75
"BHARTIARTL",34575,56427,91002,315189.1090725,2347.653585,317536.7626575,160067,1912.6
"M&M",45706,72905,118611,310149.3834,3746.37472,313895.75812,181147,3368.5
"SBIN",50571,91184,141755,309469.420125,3806.195625,313275.61575,287350,811.85
"KOTAKBANK",38181,35667,73848,301822.66608,2264.00276,304086.66884,141977,1967
"BAJFINANCE",44736,50469,95205,299522.1144,4043.187375,303565.301775,196621,883.85
"MARUTI",37341,690027,727368,272481.93308,25067.370275,297549.303355,279936,14794
"HINDUNILVR",33665,158154,191819,270120.03306,8819.45178,278939.48484,111877,2700.1
"TATAMOTORS",46655,99799,146454,254896.07464,5515.02592,260411.10056,221163,683.6
"IDEA",51108,33190,84298,247592.5377525,7036.97106,254629.5088125,131243,6.75
"ETERNAL",31783,43801,75584,247100.6801725,4188.710745,251289.3909175,168800,320.35
"BEL",20850,50022,70872,218951.3184,6068.650635,225019.969035,94629,366.1
"VEDL",43690,32258,75948,217045.946785,1782.684,218828.630785,129327,431.45
"EICHERMOT",18759,149936,168695,200658.05277,12174.6776375,212832.7304075,60620,6197
"BSE",23554,148853,172407,197692.151025,14572.503525,212264.65455,104946,2221
"PAYTM",21882,69522,91404,200596.77174,8209.2316225,208806.0033625,82707,1259.5
"ASIANPAINT",32422,56574,88996,202875.9382,2669.997575,205545.935775,114179,2513
"HEROMOTOCO",25281,126535,151816,193502.197845,8567.30802,202069.505865,101270,5116.4
"HAL",29499,134248,163747,195194.542215,6067.95771,201262.499925,154412,4403.1
"SUNPHARMA",34914,71494,106408,197250.59641,3419.719835,200670.316245,99504,1601.3
"ITC",29670,52872,82542,190458.33024,2789.27824,193247.60848,141091,403
"TVSMOTOR",16119,19211,35330,185585.658125,2295.86301,187881.521135,52112,3291.1
"NESTLEIND",30554,43144,73698,179670.17305,2233.41335,181903.5864,77320,1175.1
"BAJAJFINSV",18405,27175,45580,179058.28125,1968.8528,181027.13405,67476,1936
"INDUSINDBK",32200,31805,64005,172217.59093,2893.36516,175110.95609,126318,757.45
"BRITANNIA",23132,159828,182960,165491.0825,7304.1969,172795.2794,60075,5767.5
"ADANIENT",24231,67086,91317,165572.54241,5834.95611,171407.49852,118129,2271.5
"LT",26510,46066,72576,166216.512455,1885.0568625,168101.5693175,146505,3572.6
"APOLLOHOSP",16906,37697,54603,164950.26665,2149.1603125,167099.4269625,60986,7738.5
"JSWSTEEL",22799,13620,36419,162292.5423675,910.2150225,163202.75739,91464,1052.7
"DMART",21737,50584,72321,153196.40349,2790.91545,155987.31894,62899,4753.3
"INDIGO",16879,34164,51043,153489.38052,2372.02011,155861.40063,86227,6087.5
"INDUSTOWER",25762,49557,75319,150807.28696,4913.94384,155721.2308,82893,344.2
"SHRIRAMFIN",30701,29649,60350,153747.9640125,1914.8427375,155662.80675,82527,601.7
"JIOFIN",20098,52160,72258,149691.98824,4729.142585,154421.130825,103307,316.6
"BAJAJ-AUTO",22678,79539,102217,149540.223015,3949.140315,153489.36333,77230,8775
"ONGC",28702,31671,60373,151742.697975,1159.180875,152901.87885,88120,235
"DIXON",17142,119027,136169,144457.69425,7568.102415,152025.796665,76578,16781
"HINDALCO",15067,17910,32977,149623.08312,1311.6642,150934.74732,63681,705.85
"ADANIPORTS",23565,33787,57352,148588.0652625,2085.593995,150673.6592575,95030,1318
"TRENT",27268,75042,102310,146293.11445,2951.36423,149244.47868,123438,5333
"RECLTD",30965,26901,57866,145898.8547325,2479.4862525,148378.340985,126096,366.75
