"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",141796,121342984,121484780,2755077.30714,5580505.4988075,8335582.8059475,7979958,25795.15
"BANKNIFTY",59392,13563389,13622781,1203718.860848,821014.8826775,2024733.7435255,1740608,57699.6
"HDFCBANK",131044,159096,290140,1444730.07448,11317.59211,1456047.66659,257222,995.9
"ICICIBANK",110173,181735,291908,1064812.11249,11305.51065,1076117.62314,263242,1378
"RELIANCE",130926,394210,525136,952155.73105,20187.6308,972343.36185,422026,1451.1
"BAJFINANCE",80797,55396,136193,663722.48715,5105.596275,668828.083425,181095,1089
"ETERNAL",76149,73350,149499,606028.3309925,5244.07899,611272.4099825,161664,326.5
"AXISBANK",76251,103755,180006,596326.8165,4884.7956875,601211.6121875,213578,1242
"SBIN",84722,196466,281188,577122.00195,9388.8432,586510.84515,250128,904
"BHARTIARTL",57334,110104,167438,552690.758035,6451.297905,559142.05594,163332,2028
"VEDL",91515,190218,281733,524794.61514,14340.810615,539135.425755,149007,494.4
"KOTAKBANK",58329,163233,221562,510196.03404,14708.5354,524904.56944,132985,2192.5
"MIDCPNIFTY",19988,1986836,2006824,370164.69826,130365.807334,500530.505594,202372,13167.75
"TCS",84836,273997,358833,457341.41019,11292.7437,468634.15389,329929,3060.6
"INFY",76072,309184,385256,457259.1876,11049.7828,468308.9704,341040,1523.9
"HINDUNILVR",58694,236200,294894,441804.05709,12055.10706,453859.16415,113253,2515
"SAMMAANCAP",54420,77955,132375,430719.57834,16349.11987,447068.69821,45240,189.19
"HINDALCO",35130,163352,198482,404763.85964,20942.59454,425706.45418,72784,825
"IDEA",60516,33994,94510,410517.40584,10923.35271,421440.75855,144183,9.63
"INDIGO",47498,53811,101309,409824.3558,3523.960785,413348.316585,78365,5765.5
"M&M",55907,53711,109618,407368.91864,2928.91536,410297.834,138254,3618.2
"ITC",59656,56530,116186,398174.27632,2695.66224,400869.93856,143397,417.8
"LT",53900,73488,127388,370762.768565,3387.375915,374150.14448,178934,3905
"GRASIM",49706,17727,67433,354962.9807,828.24425,355791.22495,73093,2844.2
"BEL",27854,65137,92991,335470.84893,8698.07004,344168.91897,77192,422.4
"LAURUSLABS",20003,163097,183100,314070.50027,27385.24016,341455.74043,36147,924.5
"HAL",44784,98950,143734,325262.10735,5875.88013,331137.98748,117483,4812.1
"FEDERALBNK",27442,74797,102239,314959.146,10036.491,324995.637,50435,228.15
"JSWSTEEL",41484,29146,70630,321012.0786825,2013.956325,323026.0350075,92362,1139.1
"CHOLAFIN",29035,43764,72799,308462.933125,4949.7215,313412.654625,37324,1747.4
"TITAN",46250,50033,96283,302699.43389,2222.42286,304921.85675,116479,3718
"MARUTI",36373,146758,183131,297166.339595,4990.691325,302157.03092,151396,16267
"BAJAJ-AUTO",39215,55274,94489,266253.47001,2831.6848875,269085.1548975,75505,9080.5
"SBICARD",34861,86589,121450,254752.72064,9424.62664,264177.34728,47479,936.45
"TATASTEEL",26551,54865,81416,256771.97755,6266.18685,263038.1644,78008,174.42
"BANKBARODA",32578,34898,67476,254354.877855,3008.5652025,257363.4430575,72591,266.1
"ASIANPAINT",40502,36576,77078,253361.545775,1596.8209,254958.366675,94734,2501.8
"WIPRO",34308,36834,71142,250857.2259,3049.8219,253907.0478,94521,243.25
"COFORGE",36502,55306,91808,241760.34675,6107.6321625,247867.9789125,66711,1760
"MCX",20728,128543,149271,236913.4305125,10819.23735,247732.6678625,75012,8995
"SAIL",40026,21841,61867,245383.84019,2261.90978,247645.74997,67020,129.45
"CIPLA",39441,193411,232852,236591.509575,8840.7628125,245432.2723875,90491,1584.6
"ADANIPORTS",34935,50487,85422,238539.93783,3021.9194575,241561.8572875,81343,1426.7
"SHRIRAMFIN",39544,63791,103335,233774.6245725,4999.51485,238774.1394225,85851,716.5
"DMART",37119,37452,74571,234055.336755,1454.32926,235509.666015,75777,4213.1
"TRENT",47686,64181,111867,228588.41078,2658.87896,231247.28974,158326,4782.3
"INDUSINDBK",42768,46461,89229,226406.46623,3381.38206,229787.84829,132316,755.8
"TVSMOTOR",17384,16557,33941,219747.625475,1843.294565,221590.92004,39812,3601.9
"ABCAPITAL",22952,11678,34630,218706.7422,1501.98038,220208.72258,34866,305.7
"BAJAJFINSV",20024,27976,48000,217285.06425,2214.36385,219499.4281,66279,2159
"HCLTECH",40206,51963,92169,215034.65067,2190.62515,217225.27582,88815,1524.9
"JIOFIN",29269,47382,76651,212359.95759,4252.079895,216612.037485,115057,306.1
"DIXON",26034,243829,269863,203320.90206,12985.42242,216306.32448,127055,15499
