"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",200416,130911014,131111430,3920359.90533,5135144.46996,9055504.37529,8320568,25966.05
"BANKNIFTY",64813,18201993,18266806,1321682.417167,888039.1629025,2209721.5800695,1751228,58114.25
"RELIANCE",148510,509331,657841,1101343.7637,26536.3668,1127880.1305,422396,1483.2
"HDFCBANK",100644,135258,235902,1116402.53604,8985.02143,1125387.55747,250878,1003.5
"IDEA",122845,117603,240448,883940.8669125,39061.1661225,923002.033035,149722,10.02
"ICICIBANK",72220,123744,195964,700023.46659,8402.58741,708426.054,257431,1379.6
"BHARTIARTL",64433,293593,358026,637054.785465,17403.7101075,654458.4955725,165382,2083
"BAJFINANCE",74536,53111,127647,606566.224875,5052.441525,611618.6664,173745,1082.6
"KOTAKBANK",68155,209365,277520,590080.21716,13350.824,603431.04116,131887,2149.4
"SBIN",77774,282927,360701,536582.668725,15014.333775,551597.0025,253256,926.9
"TCS",88537,239347,327884,478907.40814,10442.249965,489349.658105,310914,3083
"INFY",79330,228476,307806,478203.78896,8830.299,487034.08796,328317,1504.9
"INDUSTOWER",68731,161488,230219,435997.45742,21043.81669,457041.27411,90919,373.5
"ITC",65929,82597,148526,445300.07744,4326.39248,449626.46992,144817,421
"MIDCPNIFTY",14690,2237307,2251997,274684.999344,119585.714024,394270.71336800006,221584,13345.65
"M&M",53007,48618,101625,384269.43688,2570.66092,386840.0978,136189,3616
"ETERNAL",47019,78169,125188,378369.699835,6298.2844475,384667.9842825,159141,333.35
"LT",54512,60915,115427,376358.4171725,3654.567175,380012.9843475,180793,3921.7
"INDIGO",41108,57551,98659,361458.65052,4249.658715,365708.309235,77416,5841
"AXISBANK",44716,77727,122443,350402.44275,4356.226375,354758.669125,210429,1254.2
"MARUTI",41462,150712,192174,339914.2101,4175.20977,344089.41987,137580,16382
"BEL",27473,60893,88366,327013.754655,8353.916865,335367.67152,77959,415.3
"HINDALCO",25901,83208,109109,304106.17188,10187.50656,314293.67844,73670,840.85
"HAL",41855,90466,132321,301022.916945,4842.09351,305865.010455,116488,4757.6
"TATASTEEL",30123,51293,81416,294150.25915,6129.4134,300279.67255,76875,176.61
"INDUSINDBK",54432,61560,115992,291841.2595,5609.07361,297450.33311,132672,770.3
"HINDUNILVR",38007,80864,118871,286145.9154,3803.99415,289949.90955,108439,2512.7
"CHOLAFIN",25968,49057,75025,279204.668,6365.23525,285569.90325,37184,1726.7
"TITAN",42858,52132,94990,281290.86419,2382.719955,283673.584145,115250,3733
"CANBK",31858,45379,77237,276554.8818,6934.910175,283489.791975,69335,129.95
"PNB",28320,44126,72446,269757.756,5282.5112,275040.2672,64765,120.19
"COFORGE",36551,257712,294263,252308.6330625,21137.542125,273446.1751875,66562,1831
"VEDL",43832,114108,157940,253849.708665,8167.04838,262016.757045,144583,504.85
"WIPRO",34547,34547,69094,253252.8384,2816.2377,256069.0761,91499,243.9
"MCX",20115,191772,211887,232801.5105,15677.2068625,248478.7173625,72785,9319.5
"NTPC",48070,39531,87601,246384.9981,1355.5932,247740.5913,114671,341.5
"JIOFIN",33698,36509,70207,243602.3865,3986.91412,247589.30062,116594,305.95
"LAURUSLABS",14522,78920,93442,233754.75303,12865.24759,246620.00062,32843,940
"HEROMOTOCO",28434,59890,88324,240721.910205,3728.443905,244450.35411,55199,5640
"SHRIRAMFIN",40159,45747,85906,239761.7122725,4060.869285,243822.5815575,86348,719.5
"ADANIPORTS",35536,52487,88023,240342.92231,3246.6939225,243589.6162325,80426,1421.7
"JSWSTEEL",31013,26076,57089,241208.2846575,2291.877585,243500.1622425,92695,1147.8
"BSE",24925,79616,104541,234417.70785,8386.8617625,242804.5696125,75507,2510.2
"ASIANPAINT",37933,42916,80849,239663.36895,1610.773075,241274.142025,92949,2514.6
"SBICARD",32631,92037,124668,233310.95744,5904.6468,239215.60424,47239,898
"TRENT",48540,89983,138523,234026.86184,4435.46002,238462.32186,148331,4800
"FEDERALBNK",19355,69986,89341,225938.8,9541.0395,235479.8395,49820,233.82
"BAJAJFINSV",21234,22906,44140,230906.3843,1854.6272,232761.0115,65892,2166.7
"GRASIM",29981,43435,73416,218052.4174,2865.418775,220917.836175,76290,2932.7
"PAYTM",23041,26676,49717,217295.87161,2802.355405,220098.227015,50737,1305.6
"BANKBARODA",27000,48326,75326,214475.4152775,5436.409095,219911.8243725,73162,275.2
"TVSMOTOR",17061,19852,36913,217107.986305,2314.17802,219422.164325,39700,3630
"BAJAJ-AUTO",31542,42204,73746,215563.67661,2344.25643,217907.93304,73906,9090
"HDFCLIFE",26169,21817,47986,213051.4122,1667.93275,214719.34495,48118,738
"RECLTD",44149,53616,97765,209325.9461925,4174.8053025,213500.751495,116503,375.3
"DLF",31929,53211,85140,206278.6594275,4420.0816275,210698.741055,71475,779.5
"DMART",32844,36983,69827,208471.125705,1437.16839,209908.294095,70095,4255
"HCLTECH",37981,41382,79363,205200.91081,1991.21972,207192.13053,87154,1534.5
"EICHERMOT",16548,18947,35495,200091.280305,1535.55409,201626.834395,38156,6905
"ADANIENT",26156,59506,85662,196405.3413,3410.02602,199815.36732,87225,2490
"TECHM",22272,21101,43373,196563.16464,1776.36786,198339.5325,46495,1464.8
"ULTRACEMCO",32528,55865,88393,195773.76739,2127.02538,197900.79277,76590,11993
"ASHOKLEY",28089,36334,64423,194245.167,3444.1665,197689.3335,55220,141
"ONGC",33956,43513,77469,193796.658,2232.781875,196029.439875,95213,253.6
"TATAPOWER",32727,34513,67240,190609.927335,2902.48675,193512.414085,73061,400.25
"SUNPHARMA",31106,32559,63665,185067.636775,1323.39536,186391.032135,74013,1694.9
"COALINDIA",34318,40951,75269,183288.70161,2084.650695,185373.352305,86263,396.95
