"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",147706,53189440,53337146,2775290.66409,3440890.37802,6216181.04211,5684341,25112.4
"BANKNIFTY",56336,8658596,8714932,985378.7072010001,586650.172729,1572028.87993,1800315,56252.85
"BEL",42515,168565,211080,492873.03381,21540.945525,514413.979335,86391,407.05
"TRENT",80289,286577,366866,470457.52464,17056.61573,487514.14037,117243,5950
"RELIANCE",61829,451792,513621,451217.724,23900.19115,475117.91515,354759,1464.1
"HDFCBANK",38110,240211,278321,410344.3773,15407.870665,425752.247965,302252,1963.1
"BHARTIARTL",41990,431598,473588,383080.943385,26819.94704,409900.890425,170716,1934
"INFY",44537,128725,173262,289254.65844,7819.43616,297074.0946,226179,1618
"ICICIBANK",26880,135060,161940,268847.50998,8000.82766,276848.33764,235796,1426.4
"MIDCPNIFTY",10939,1026140,1037079,176568.87722,96497.77884200001,273066.656062,193495,12954.45
"BAJFINANCE",27576,136182,163758,248050.2486,13126.249125,261176.497725,176592,902
"JSWSTEEL",37275,57130,94405,254448.77463,3762.5387625,258211.3133925,78438,1007.55
"NESTLEIND",50289,83710,133999,247884.77933,3376.64328,251261.42261,76706,2383.1
"INDUSINDBK",48319,151632,199951,228490.01647,6605.73196,235095.74843,164898,844
"M&M",34580,339100,373680,198221.59515,19244.1948225,217465.7899725,181123,3189.9
"HAL",25269,343906,369175,187192.010715,21598.322445,208790.33316,183530,4960
"PFC",35434,238799,274233,188728.40311,20043.52896,208771.93207,90571,408.1
"SBIN",32932,244940,277872,196899.0639,11252.635425,208151.699325,297898,795.25
"BSE",16324,263190,279514,162171.3714375,32135.625,194306.9964375,124282,2691
"MCX",18143,278123,296266,155583.7642875,26980.8709025,182564.63519,75342,8085
"ULTRACEMCO",29929,76595,106524,171505.60442,2977.609305,174483.213725,99925,11475
"RECLTD",34688,186297,220985,147632.6485575,12426.990505,160059.6390625,126108,394.05
"AXISBANK",19425,85285,104710,148476.40225,4533.039,153009.44125,170586,1216.1
"ADANIENT",18464,79345,97809,136125.3075,7817.82012,143943.12762,125750,2449.6
"KOTAKBANK",15615,63797,79412,135205.30652,4148.84084,139354.14736,107638,2170.9
"TCS",21863,130304,152167,131540.1049025,6698.744745,138238.8496475,232364,3429.1
"TITAN",21800,66882,88682,134658.545315,3066.5584775,137725.1037925,103288,3510.4
"INDIGO",15421,78562,93983,123966.42132,6009.72879,129976.15011,103432,5390
"HEROMOTOCO",18849,136854,155703,120860.34051,7799.31549,128659.656,76579,4331.1
"TATAMOTORS",28339,231779,260118,118921.35034,9071.47226,127992.8226,324077,675.5
"JIOFIN",19801,101527,121328,110114.33717,6352.76248,116467.09965,110609,293.5
"INDUSTOWER",15916,76821,92737,108404.64528,7637.54648,116042.19176,56701,403.65
"ITC",16802,61894,78696,112753.91408,3096.66144,115850.57552,140743,417.25
"DIXON",14462,239310,253772,101839.731805,13175.508465,115015.24027,132290,14040
"GRASIM",16025,28979,45004,108789.82945,1580.3534,110370.18285,66467,2702.7
"LT",18208,96192,114400,104711.08986,3916.968795,108628.058655,173596,3658
"PNB",11860,50625,62485,97731.8048,5420.136,103151.9408,63058,103.1
"DLF",13433,86268,99701,94505.8401375,5777.84889,100283.6890275,80935,853.05
"JSWENERGY",22420,40518,62938,93813.1438,2078.062425,95891.206225,66708,496.75
"POWERGRID",17187,48470,65657,91729.53331,3029.70937,94759.24268,79008,292.7
"HINDALCO",9851,26443,36294,89670.72814,2345.95998,92016.68812,57654,644.3
"ETERNAL",16341,58516,74857,87796.30055,3970.4080575,91766.7086075,154239,253
"ADANIPORTS",15019,86066,101085,86111.636825,4594.5353575,90706.1721825,108220,1353.9
"MARUTI",13164,173566,186730,84160.886755,5226.28774,89387.174495,156247,12787
"IDEA",27053,13279,40332,84988.5194775,2995.378735,87983.8982125,157519,6.54
"TATASTEEL",9862,45320,55182,82871.3776,3649.4161,86520.7937,73610,151.7
"HINDUNILVR",12240,49448,61688,84128.15085,1889.34747,86017.49832,121049,2302
"TATATECH",15845,50446,66291,82799.12788,3099.6449,85898.77278,42704,706.45
"TECHM",8015,33536,41551,81430.58004,2969.19396,84399.774,47072,1696
"NTPC",16269,45658,61927,81376.488,1889.3046,83265.7926,131324,334.2
"BAJAJ-AUTO",12303,100702,113005,77103.93942,3884.747205,80988.686625,92918,8345
"VEDL",14999,74178,89177,75856.57209,3877.42441,79733.9965,121867,447
"TATAPOWER",14023,69503,83526,75228.799755,3822.72241,79051.522165,109411,388.4
"KAYNES",12557,73111,85668,72561.07752,5650.85448,78211.932,12488,5845
"SHREECEM",10706,9090,19796,77836.4006625,272.7470425,78109.147705,22492,28735
"ABCAPITAL",9522,29467,38989,70701.36134,3852.56217,74553.92351,39241,260.83
"HCLTECH",11849,50468,62317,71787.85873,2471.95543,74259.81416,75778,1736.9
"HINDZINC",12943,51846,64789,69802.7972425,3269.0718725,73071.869115,92887,438.25
"DMART",10428,89562,99990,66956.802255,5352.480015,72309.28227,50210,4283.1
"CANBK",9386,48323,57709,67867.51185,4287.130875,72154.642725,72557,107.25
"COFORGE",9884,51030,60914,67332.4178625,4297.833525,71630.2513875,63841,1828
"COALINDIA",15364,53041,68405,69386.675385,2059.26297,71445.938355,132252,388
"LTF",8220,11545,19765,69690.0432768,1365.0578752000001,71055.101152,31353,189.99
"WIPRO",8367,49494,57861,66752.3769,4224.2727,70976.6496,57960,265.8
"LTIM",8344,39828,48172,66673.733085,3414.045945,70087.77903,26689,5362
"SUNPHARMA",11498,44700,56198,67053.987315,1760.47221,68814.459525,95144,1663.2
"ONGC",12616,83965,96581,64132.0067625,3533.46356,67665.4703225,134287,251.2
"BAJAJFINSV",6433,52270,58703,63895.1513,3710.59015,67605.74145,73006,1976.8
"PERSISTENT",10447,52368,62815,63182.3909,3770.36751,66952.75841,44208,6104
