"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",66766,49249654,49316420,1276925.286855,2893868.92632,4170794.213175,5168311,25461
"BANKNIFTY",27224,2129302,2156526,544473.3754530001,352959.5813275,897432.9567805,992260,57031.9
"TRENT",76531,639353,715884,430954.75866,80235.02531,511189.78397,194114,5487
"BSE",33972,215220,249192,341367.126375,57159.9466875,398527.0730625,95923,2639
"BAJFINANCE",21657,122248,143905,151804.565775,18030.003225,169834.569,177972,926
"HAL",18490,91880,110370,139226.79516,15687.924615,154914.719775,117648,4992
"HDFCBANK",11790,75114,86904,129626.16843,10250.7306,139876.89903,259108,1992.7
"BOSCHLTD",11666,217361,229027,102371.8413475,25043.4571125,127415.29846,30980,35815
"BEL",9046,44582,53628,111199.30272,12414.358035,123613.660755,76863,427.5
"ICICIBANK",11562,46245,57807,116435.06476,6342.11683,122777.18159,182702,1443
"MIDCPNIFTY",3863,186861,190724,72766.91387,46680.16269,119447.07656,78797,13415.65
"RELIANCE",13079,111621,124700,99905.9933,13844.64185,113750.63515,319931,1528.1
"INFY",16173,60598,76771,105819.2078,7543.34928,113362.55708,201485,1639.7
"CDSL",11011,46010,57021,92184.476355,9857.073935,102041.55029,47779,1763.4
"ANGELONE",12726,48265,60991,88680.145025,9672.303325,98352.44835,26706,2773.5
"SBIN",14410,92193,106603,87811.20045,7249.39905,95060.5995,265181,811.25
"MARICO",9304,44188,53492,82294.7592,7561.04892,89855.80812,27151,728
"DIXON",9936,63987,73923,75781.400225,12511.03124,88292.431465,71820,15200
"AXISBANK",10727,58688,69415,78833.62725,6281.4130625,85115.0403125,174660,1175.2
"MCX",5773,31848,37621,64580.4840125,8284.0131,72864.4971125,52037,8865
"BAJAJFINSV",6257,42428,48685,63028.44035,7739.78205,70768.2224,58599,1992.1
"BANDHANBNK",9984,19693,29677,64802.70864,3020.96412,67823.67276,43275,179.5
"MGL",8926,58258,67184,55675.74648,10722.89424,66398.64072,14859,1540.6
"TCS",10018,64846,74864,59987.761085,5544.5511975,65532.3122825,229953,3420
"TATASTEEL",6460,50547,57007,58403.6563,6542.25605,64945.91235,67084,163.1
"HINDUNILVR",8567,32708,41275,60142.96653,2914.27215,63057.23868,98609,2341.3
"LTF",5984,17186,23170,55223.646277,3724.4331848,58948.0794618,23108,206.1
"BPCL",7900,38199,46099,53219.6772,5703.5201425,58923.1973425,36705,345.1
"BANKBARODA",7771,17552,25323,54974.9382975,2661.43878,57636.3770775,60294,240.79
"LAURUSLABS",3938,21308,25246,51781.35672,5757.76842,57539.12514,27175,777.7
"LUPIN",5964,24783,30747,50275.02072,4075.194525,54350.215245,38753,1985
"IOC",6488,34731,41219,47767.2463125,5952.847875,53720.0941875,39478,151.8
"UPL",5259,27939,33198,48804.982406,4751.2997765,53556.2821825,40743,680
"AUROPHARMA",7458,28978,36436,48766.26161,4636.0446,53402.30621,46715,1191
"DLF",7286,19423,26709,50166.35085,2679.6609675,52846.0118175,79008,834
"TATAMOTORS",8498,48982,57480,47042.25032,4615.1836,51657.43392,188064,688
"IGL",7408,29502,36910,45997.3921,5621.99495,51619.38705,14304,226.72
"GLENMARK",6481,30195,36676,44318.39445,4623.6096,48942.00405,47941,1840
"KOTAKBANK",5387,23573,28960,46009.70916,2819.73368,48829.44284,101113,2130
"VOLTAS",8457,42918,51375,43660.268025,4991.02485,48651.292875,44539,1364
"BIOCON",4788,12080,16868,45419.09025,2678.896,48097.98625,25337,380.2
"BHARTIARTL",4657,27883,32540,44423.30492,2911.0721275,47334.3770475,147628,2018.3
"HINDPETRO",4729,14566,19295,42459.4760625,3085.29891,45544.7749725,37594,445
"INDUSINDBK",6771,30129,36900,40745.38867,4255.1418,45000.53047,101865,854.5
"JIOFIN",5324,20820,26144,40894.084535,3281.00796,44175.092495,80103,325
"HINDALCO",4281,11008,15289,41770.74342,1961.13484,43731.87826,50505,696.95
"MFSL",3262,4584,7846,41781.25304,979.56288,42760.81592,10933,1585.2
"BDL",5856,23302,29158,38026.6125525,4721.451475,42748.0640275,22070,1974
"MAZDOCK",6144,32815,38959,36113.0003675,6017.4335375,42130.433905,31949,3325
"HEROMOTOCO",5669,53734,59403,36567.88497,5462.19909,42030.08406,68669,4337.8
"TECHM",3979,9003,12982,39603.7026,1947.58416,41551.28676,33624,1655
"GODREJPROP",6132,17406,23538,38830.5480475,2587.265285,41417.8133325,38669,2299.8
"ADANIENT",4761,20239,25000,37245.12237,2891.6508,40136.77317,107647,2599
"INDIGO",4225,22395,26620,36698.85174,3415.92582,40114.77756,82403,5756.5
"VEDL",7066,25351,32417,37445.81378,2506.56691,39952.38069,118810,459
"M&M",5788,25124,30912,36676.51276,2631.86636,39308.37912,141677,3162
"BHEL",5183,19686,24869,35638.6235625,3527.9916,39166.6151625,38843,260
"IDFCFIRSTB",5113,13609,18722,36936.1209525,2036.576675,38972.6976275,60259,77.95
"TITAN",5690,25504,31194,36570.9853425,2387.75033,38958.7356725,98885,3684
"SHRIRAMFIN",6657,11517,18174,37215.8726775,1650.464805,38866.3374825,61183,679
"PAGEIND",5256,9957,15213,37689.95583,708.811155,38398.766985,18443,48670
"POLYCAB",4163,14142,18305,35291.0438625,2654.3526375,37945.3965,29730,6705
