"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",79668,77169884,77249552,1504706.506065,3800421.3105375,5305127.8166025,5915381,25046.15
"BANKNIFTY",30898,3172189,3203087,608869.6597865,404304.5605725,1013174.2203589999,1054697,56018.25
"TITAN",35820,287206,323026,223455.601215,27009.401405,250465.00262,113100,3565
"RELIANCE",32095,171418,203513,221177.21335,15840.3895,237017.60285,451537,1367.3
"TCS",37958,317142,355100,200877.76212,26120.981285,226998.743405,343975,3031.5
"INFY",32758,168514,201272,194187.09784,18056.32432,212243.42216,239833,1492
"HDFCBANK",15068,67356,82424,162916.53774,9095.65085,172012.18859,234830,977.2
"TATAMOTORS",26823,478887,505710,148372.05368,19175.74728,167547.80096,282622,680.3
"ICICIBANK",14649,62402,77051,141393.53375,8269.61961,149663.15336,217173,1367.8
"IDEA",17793,30410,48203,116629.21689,11130.9089625,127760.1258525,134084,9.06
"MIDCPNIFTY",4654,251196,255850,84771.704892,42220.521588,126992.22648,109241,12900.6
"AXISBANK",14188,62546,76734,105436.7999375,6983.6680625,112420.468,200609,1179.5
"NATIONALUM",11745,58982,70727,98643.61875,12362.698875,111006.317625,35460,223.55
"SBIN",15547,131143,146690,100941.204975,10015.726575,110956.93155,231056,857.3
"HINDALCO",9391,44937,54328,102205.28136,7662.7152,109867.99656,67101,768
"CANBK",11533,43219,54752,98555.5053,7936.446825,106491.952125,67712,126.1
"VEDL",17448,81709,99157,95219.95745,10054.847325,105274.804775,132160,471
"BHARTIARTL",10191,91714,101905,94552.2092825,9011.6052375,103563.81452,133616,1939
"BSE",9720,69150,78870,82000.02885,14604.3726375,96604.4014875,78666,2230.8
"TATASTEEL",9170,55828,64998,87297.6412,7641.65325,94939.29445,66490,172.2
"BEL",6996,40403,47399,81376.67871,7095.86217,88472.54088,74541,403.6
"KAYNES",10006,72811,82817,73360.78495,11746.42095,85107.2059,32289,7170
"TRENT",15744,134528,150272,73921.34796,10982.0583,84903.40626,196290,4624
"ADANIENT",8928,59306,68234,67834.49289,9581.64477,77416.13766,91058,2525
"SBICARD",9261,58598,67859,68149.11344,8150.61784,76299.73128,36169,921.3
"FEDERALBNK",6768,30002,36770,68465.4635,5586.2635,74051.727,33731,202.38
"COFORGE",9685,55941,65626,62406.7578,10561.5664125,72968.3242125,53560,1709.5
"DIVISLAB",9701,114103,123804,60310.33538,11636.4335,71946.76888,45732,6106
"LT",9881,55833,65714,64880.9705425,4812.44183,69693.4123725,144018,3728
"HEROMOTOCO",7535,46674,54209,63165.90708,6171.47202,69337.3791,57325,5520
"MARUTI",7483,90485,97968,60480.46344,7266.72696,67747.1904,139600,16014
"PAYTM",6942,23447,30389,62317.3566575,5027.344155,67344.7008125,52270,1224
"BAJFINANCE",7891,38041,45932,60737.9574,5378.0187,66115.9761,162166,1023.1
"TATAELXSI",10130,63121,73251,55016.82604,8280.70042,63297.52646,42218,5450
"HAL",7995,44376,52371,57774.34806,5268.157785,63042.505845,104582,4782
"TECHM",6239,29892,36131,54482.8437,5303.06508,59785.90878,42131,1456.1
"M&M",7761,48661,56422,53744.02338,5057.40118,58801.42456,144310,3425
"PNB",5798,33209,39007,52682.092,5438.712,58120.804,57255,113.15
"JIOFIN",7440,35887,43327,53888.885645,4180.49913,58069.384775,95811,304.7
"ETERNAL",6305,26333,32638,52156.569715,4785.9007025,56942.4704175,135906,341.15
"WIPRO",6898,24277,31175,50369.7804,3599.1477,53968.9281,69350,244
"ITC",8018,30042,38060,51492.24816,2185.74112,53677.98928,125354,399.5
"KOTAKBANK",5881,32125,38006,50095.60252,3452.465,53548.06752,128540,2112.8
"RVNL",10874,28079,38953,50758.319425,2717.6832375,53476.0026625,49826,347.05
"HINDPETRO",5117,23662,28779,47626.23096,4582.865385,52209.096345,39798,458
"INDUSINDBK",9334,23129,32463,49013.51518,2701.74856,51715.26374,108717,742.4
"MCX",4468,24099,28567,46129.649125,5413.041725,51542.69085,38988,8175
"HCLTECH",9288,46581,55869,46955.68542,4116.049525,51071.734945,88098,1452.5
"ABCAPITAL",4882,17704,22586,45272.98187,3137.05492,48410.03679,32726,295.25
"DIXON",4915,43010,47925,42010.2256,5803.910935,47814.136535,65383,16848
"IIFL",5398,21244,26642,43426.216185,4131.15549,47557.371675,13252,489
"IDFCFIRSTB",6454,20441,26895,43290.63585,2698.1485125,45988.7843625,66806,71.87
"HINDUNILVR",5529,29762,35291,41667.91554,2581.86357,44249.77911,71114,2496
"BANKBARODA",5227,24304,29531,40118.8346325,3470.6982375,43589.53287,68598,261.25
"PFC",7623,37631,45254,39967.47924,3398.80151,43366.28075,73556,399.5
"AUBANK",5186,20188,25374,39737.7183,3518.4345,43256.1528,30647,766
"SAIL",6412,17430,23842,39843.34102,2746.1395,42589.48052,54396,132
"DLF",6288,22008,28296,37927.5891225,2318.80671,40246.3958325,84003,724.15
"PERSISTENT",6800,29710,36510,36157.74578,3926.17246,40083.91824,46035,5272
"INDIGO",4440,13586,18026,37823.32326,1527.294375,39350.617635,76629,5630.5
"BAJAJ-AUTO",5290,33178,38468,35122.62897,3189.7162575,38312.3452275,75139,8769
"BPCL",4872,26960,31832,33401.2112575,3437.7799975,36838.991255,29961,345.1
"ADANIGREEN",5056,30482,35538,31883.5779,4702.9731,36586.551,60486,1045.5
"TATAPOWER",6020,26920,32940,33997.46676,2162.70603,36160.17279,74470,384.7
