"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",53036,44139845,44192881,1002867.5955525,1753939.8568275,2756807.45238,6987994,25104.25
"BANKNIFTY",28797,2732327,2761124,499881.3542565,343016.40304,842897.7572964999,1409755,56629.1
"HAL",27881,211792,239673,214519.787505,35597.084115,250116.87162,163791,5112.9
"ICICIBANK",23217,114415,137632,232377.88266,12433.83981,244811.72247,239281,1421.8
"HDFCBANK",18773,98278,117051,203562.018495,10446.17035,214008.188845,289602,1962.8
"INFY",27694,148993,176687,177274.02404,14063.66532,191337.68936,203087,1594
"BEL",14175,98801,112976,161457.434775,21951.700635,183409.13541,85711,397.3
"TATAMOTORS",35356,264670,300026,147103.30847,18290.70504,165394.01351,253077,732.7
"COFORGE",19556,201835,221391,136068.029775,29204.1337875,165272.1635625,65485,1833
"BSE",11699,90356,102055,131650.9975875,28167.823575,159818.8211625,110271,3007
"ADANIENT",15708,151781,167489,124194.39507,24765.2241,148959.61917,109368,2618
"BAJFINANCE",11561,123771,135332,131860.52484,16047.93012,147908.45496,162214,9490
"RELIANCE",17734,116691,134425,128447.9131,10182.8941,138630.8072,348122,1437.3
"SBIN",20784,103394,124178,128041.8246,7726.9011,135768.7257,274358,817
"GRASIM",16829,162461,179290,114067.736125,17424.160475,131491.8966,72533,2704
"KOTAKBANK",13918,77262,91180,120317.12812,7449.6974,127766.82552,107816,2148
"DMART",18738,90953,109691,114539.2392,8170.805835,122710.045035,48382,4079.9
"TCS",18243,132725,150968,110999.7411075,10080.052115,121079.7932225,198330,3461.9
"AXISBANK",14574,87399,101973,112034.040375,8450.44725,120484.487625,164079,1233.1
"MCX",11810,122325,134135,94587.06986,20576.18528,115163.25514,59186,7900
"MIDCPNIFTY",5212,151374,156586,84037.494198,25405.108024,109442.602222,100804,13307.4
"BHARTIARTL",11751,46808,58559,104208.3007425,4849.2303975,109057.53114,145253,1855.9
"BAJAJFINSV",9850,48709,58559,99072.2029,6384.44165,105456.64455,68893,1997.5
"MANAPPURAM",11374,51394,62768,92051.7225,11014.0683,103065.7908,31314,265.51
"TECHM",8942,64187,73129,86836.53324,10159.25304,96995.78628,40228,1612.9
"INDUSINDBK",19633,92643,112276,84872.89601,7245.14346,92118.03947,147216,844.25
"TATAPOWER",14199,109405,123604,79479.547995,10110.76957,89590.317565,99430,413.2
"VEDL",15223,73179,88402,81116.02004,7229.20245,88345.22249,106108,461.4
"INDIGO",9343,55849,65192,78980.66493,6594.910665,85575.575595,92955,5589
"ETERNAL",15031,62790,77821,77806.2177625,6652.9274625,84459.145225,149611,255.3
"ITC",11425,75788,87213,78170.36,5474.27072,83644.63072,136694,427.65
"PERSISTENT",11243,116109,127352,67156.18025,15587.34978,82743.53003,41958,5949.5
"CDSL",9619,74441,84060,63824.4355075,12680.931375,76505.3668825,90661,1789
"IREDA",13093,43266,56359,69519.55561,4460.04494,73979.60055,49577,182.57
"MPHASIS",8949,42100,51049,65761.883605,7270.42789,73032.311495,30786,2672
"ADANIPORTS",10888,58153,69041,66191.939225,5892.8055825,72084.7448075,89889,1474.1
"DRREDDY",7358,61749,69107,62028.784625,7173.121,69201.905625,40799,1346.8
"ADANIGREEN",14153,90177,104330,58677.22482,9715.5270075,68392.7518275,72593,1059.9
"NATIONALUM",8508,37275,45783,61535.85375,6466.0995,68001.95325,34683,191.21
"HINDZINC",9053,51509,60562,59361.1731125,8618.3237175,67979.49683,28795,533.55
"BHEL",9287,23793,33080,63948.786825,3749.1822375,67697.9690625,45043,260.2
"MARUTI",9636,102576,112212,60609.5516,5915.684335,66525.235935,125425,12472
"BIOCON",7198,23281,30479,62111.6675,4360.09675,66471.76425,23608,341.9
"OFSS",10428,124488,134916,50351.477055,13887.31854,64238.795595,35129,9520
"HINDALCO",6447,29194,35641,59604.71496,4350.30666,63955.02162,57672,656.95
"RBLBANK",10341,29763,40104,60254.63863,3614.8829225,63869.5215525,50025,221.56
"VOLTAS",14170,80538,94708,56694.6645075,5854.3711125,62549.03562,67869,1319
"WIPRO",7183,43898,51081,55018.2531,5458.7805,60477.0336,52963,254.69
"TATASTEEL",6282,33944,40226,54496.8512,4649.9783,59146.8295,70820,155.65
"JIOFIN",9917,45040,54957,52850.801055,4711.36916,57562.170215,96266,302.4
"M&M",9865,35274,45139,53871.4486025,2873.0997325,56744.548335,158894,3075.2
"DLF",7226,34263,41489,52097.69829,4334.47377,56432.17206,74496,867.85
"LT",9219,45516,54735,51479.454645,2967.49314,54446.947785,172556,3675
"ADANIENSOL",8708,30441,39149,49972.546665,4197.8388125,54170.3854775,34184,916.05
"NTPC",9821,42481,52302,50211.5142,3151.47825,53362.99245,120143,339.3
"CANBK",6187,25194,31381,49304.904525,3983.610375,53288.5149,65749,117.88
"ULTRACEMCO",8281,87443,95724,47383.760805,5878.166935,53261.92774,104558,11392
"HCLTECH",8244,56577,64821,48358.99684,4799.82748,53158.82432,71957,1670.7
"LTF",5608,20345,25953,48742.3596992,4089.0776412,52831.4373404,26097,194.33
"TRENT",7708,59077,66785,45228.15539,6568.06707,51796.22246,91399,5816
"ASIANPAINT",10290,42628,52918,47700.09257,2156.963655,49857.056225,138995,2217.9
"BANDHANBNK",8745,29783,38528,46302.174,3510.95484,49813.12884,51125,180.86
"FEDERALBNK",4336,19667,24003,46183.663,3526.321,49709.984,30967,211.09
"EXIDEIND",6176,25105,31281,44755.67466,3643.8138,48399.48846,25519,403
"NMDC",4271,15598,19869,43165.13355,4409.56305,47574.6966,32886,74.28
"HDFCLIFE",5318,25128,30446,44442.9865,2876.04812,47319.03462,55323,762.2
"GAIL",9068,35298,44366,42602.496035,3485.37205,46087.868085,65024,195.9
"AUBANK",5579,14382,19961,43117.9183,2154.8167,45272.735,32933,763.75
"SHRIRAMFIN",8010,19560,27570,42243.8212725,2236.0463175,44479.86759,64947,699.65
"PNB",4499,22464,26963,40327.168,3353.516,43680.684,62155,111.5
"UNITDSPR",6992,24641,31633,40146.759585,2237.98625,42384.745835,40746,1605
"SRF",3518,14733,18251,39842.569605,2511.861805,42354.43141,24248,3084.6
"DIXON",4715,55274,59989,35474.289715,6715.73278,42190.022495,111653,14986
"ABCAPITAL",5835,20968,26803,38914.4091,3252.66877,42167.07787,33935,243
"TATATECH",6832,39944,46776,37765.45094,4208.65467,41974.10561,36027,790.1
"HDFCAMC",5128,16984,22112,39331.133445,2127.397155,41458.5306,32090,5130
"JSWSTEEL",5431,24001,29432,37186.767225,2833.25796,40020.025185,74477,1002.9
"CHOLAFIN",3689,13242,16931,37532.072875,2253.284,39785.356875,31934,1630.1
"BDL",5462,29312,34774,35005.38093,4532.34171,39537.72264,18211,1967
"LTIM",4152,41036,45188,33592.871205,5904.827925,39497.69913,23708,5390
"RECLTD",7952,31572,39524,34963.7295975,2803.328725,37767.0583225,109269,423.45
"PFC",6085,27749,33834,34054.49151,3195.97252,37250.46403,78848,431.6
"MUTHOOTFIN",4736,29355,34091,33334.3614175,3682.450695,37016.8121125,44648,2553
"ANGELONE",5171,24751,29922,33209.866125,3801.834955,37011.70108,31336,3147.8
"HEROMOTOCO",5065,26599,31664,33152.73249,2735.020635,35887.753125,56728,4380
"IEX",4005,22423,26428,31589.883375,3989.600625,35579.484,30730,210.1
"VBL",7336,21690,29026,31487.75355,1861.1945875,33348.9481375,78774,476.55
"OBEROIRLTY",4582,17888,22470,30510.13938,2336.41303,32846.55241,24930,1915.2
"GODREJPROP",5339,21466,26805,30271.1757475,2506.08751,32777.2632575,50300,2455
"BHARATFORG",4614,13929,18543,30910.70005,1791.1858,32701.88585,33173,1337
"BANKBARODA",4118,17494,21612,29910.41586,2378.95515,32289.37101,55366,246.5
"SUNPHARMA",5115,23333,28448,30335.54594,1826.904205,32162.450145,87058,1690
