"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",110743,68035478,68146221,2060958.8150325,3381237.39021,5442196.2052425,6706416,24680.75
"BANKNIFTY",43657,8780541,8824198,861977.9957355,591574.307184,1453552.3029195,1654282,56090.05
"HDFCBANK",87080,148699,235779,967379.96212,8247.256435,975627.218555,335887,2009.9
"INFY",108660,178416,287076,656962.28192,7939.69328,664901.9752,345422,1514.9
"ICICIBANK",61382,129524,190906,637881.64664,7912.42291,645794.06955,236281,1488
"RELIANCE",85781,401159,486940,600336.60575,20501.25435,620837.8601,576935,1387.1
"KOTAKBANK",72350,355652,428002,577974.81652,25577.38172,603552.19824,169781,1968.7
"BAJFINANCE",83595,164309,247904,565046.0142,11532.422325,576578.436525,232398,881
"SBIN",76194,221439,297633,460453.12935,8592.030525,469045.159875,365062,796.55
"MIDCPNIFTY",15015,2304957,2319972,272789.182008,185479.66339,458268.84539800003,259863,12898.8
"M&M",67168,57890,125058,434209.91046,4069.41974,438279.3302,196858,3210
"BHARTIARTL",46883,93430,140313,425472.840315,4622.8402675,430095.6805825,183937,1889.9
"TCS",76441,352531,428972,414824.97504,14784.03206,429609.0071,425188,3085.8
"LT",67223,63204,130427,404015.897845,2999.73037,407015.628215,217723,3421.5
"AXISBANK",54358,113868,168226,367886.1039375,4765.3543125,372651.45825,272448,1074
"BEL",31564,130350,161914,350977.24293,19146.820695,370124.063625,107604,391
"LAURUSLABS",20274,175922,196196,304398.58011,37641.89912,342040.47923,41441,886.5
"TATAMOTORS",58756,154832,213588,325841.42064,8679.85824,334521.27888,214970,684.05
"HEROMOTOCO",51581,73027,124608,330206.749575,3659.60502,333866.354595,96817,4292
"ETERNAL",43161,79668,122829,324638.29826,6622.37042,331260.66868,160485,307.05
"TRENT",54681,153868,208549,277553.78797,5275.45199,282829.23996,212696,5000
"BSE",28302,157107,185409,263445.5262,16610.72805,280056.25425,108843,2450
"INDIGO",30349,27987,58336,264198.105915,2375.74428,266573.850195,99950,5756.5
"MARUTI",41164,110898,152062,255042.43841,3432.71647,258475.15488,157063,12335
"INDUSINDBK",42497,133900,176397,243112.82919,13749.24355,256862.07274,126931,799.6
"UPL",25204,57287,82491,249495.8872655,7259.2963764999995,256755.18364200002,49804,727.8
"BAJAJFINSV",23900,91703,115603,239234.40055,7685.04655,246919.4471,71682,1975.9
"JSWSTEEL",35161,22149,57310,244419.6187575,1036.3353975,245455.954155,91053,1030
"HAL",34783,132747,167530,237074.86716,7913.696415,244988.563575,149371,4505
"WIPRO",31328,51954,83282,234000.0702,3396.0951,237396.1653,86381,250.2
"ASIANPAINT",39190,52156,91346,230854.932925,2836.2679,233691.200825,130088,2359.5
