"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",23642,21038251,21061893,442267.02597,813795.6075675,1256062.6335375,7737793,24908.25
"BANKNIFTY",8766,1063090,1071856,150473.802141,95855.36744799999,246329.16958900003,1678748,55863.25
"BSE",18388,181814,200202,181557.0089625,34942.786125,216499.7950875,134174,2651.9
"HINDZINC",28958,71067,100025,163308.884865,7602.877975,170911.76284,72700,459.65
"INDUSINDBK",16243,148332,164575,71394.17652,9819.19836,81213.37488,156742,851.55
"VEDL",9318,32778,42096,49291.96194,2496.006345,51787.968285,118020,458.75
"RELIANCE",6010,62698,68708,43340.3459,3766.35625,47106.70215,372873,1437.6
"MARUTI",5753,148719,154472,36688.772435,7267.32569,43956.098125,143725,12875
"HDFCBANK",3823,25418,29241,40528.78995,1988.05761,42516.84756,298930,1925.6
"INFY",5711,37193,42904,37451.17596,2854.33028,40305.50624,222770,1632.5
"TATAMOTORS",7704,84136,91840,31514.02418,4040.52291,35554.54709,352335,678.15
"BIOCON",3744,14347,18091,32639.6195,2115.487,34755.1065,33949,350.75
"BEL",2588,19225,21813,29693.458875,2935.638225,32629.0971,91429,403.2
"HAL",3707,32325,36032,28053.59568,2896.92849,30950.52417,181679,5047.8
"TCS",4474,43924,48398,27629.3272325,2971.3035625,30600.630795,217042,3507
"ICICIBANK",2688,22778,25466,26901.59087,1819.54612,28721.13699,238815,1423.7
"DLF",3539,33324,36863,25229.63454,3449.707305,28679.341845,84588,859.85
"MIDCPNIFTY",1078,92539,93617,17481.070056,10857.477104000001,28338.54716,131444,13042.55
"M&M",4483,42295,46778,24818.15262,2621.2680825,27439.4207025,176392,3068.8
"DIXON",3224,46744,49968,23255.112835,3798.187955,27053.30079,136614,14489
"BAJFINANCE",2133,19421,21554,22693.693725,2278.0066,24971.700325,171785,931.5
"DMART",3335,43597,46932,20736.246015,3662.868705,24399.11472,51397,4160.3
"MCX",2427,37545,39972,19768.81484,4275.57217,24044.38701,71937,7964.5
"SBIN",3510,27209,30719,20949.69345,1475.27715,22424.9706,302684,794.25
"POLYCAB",2567,25518,28085,19514.3550875,2055.5528,21569.9078875,37027,6066
"TECHM",1850,14104,15954,19157.20182,1862.75682,21019.95864,49714,1720.5
