"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",78725,321413030,321491755,1492129.1077425,5760073.4578725,7252202.565615,8367689,25169.5
"BANKNIFTY",29663,4917359,4947022,578084.1917235,384406.1827235,962490.374447,1458864,55509.75
"RELIANCE",48570,312274,360844,338406.77415,18814.47865,357221.2528,472621,1390.5
"MARUTI",33878,770556,804434,273241.9068,49407.83063,322649.73743,281889,16083
"AXISBANK",39068,171574,210642,283680.7820625,12023.1295,295703.9115625,222546,1170
"SBIN",40895,396418,437313,266757.50445,23024.955525,289782.459975,272286,869.6
"HDFCBANK",25815,115659,141474,273788.94334,9920.60014,283709.54348,295372,958.45
"ADANIENT",26903,377055,403958,215195.7423,51597.86661,266793.60891,121283,2666
"ICICIBANK",22486,88436,110922,221016.99095,6498.45497,227515.44592,223941,1396.1
"ADANIGREEN",22789,273407,296196,157207.57656,48242.9538,205450.53036,78766,1131
"BAJFINANCE",22960,181649,204609,176601.337275,17703.616875,194304.95415,179904,1025.9
"INFY",30537,175573,206110,183794.76736,10003.19284,193797.9602,323253,1500.6
"M&M",21334,148323,169657,155633.18076,12395.39808,168028.57884,174926,3610
"IDEA",24402,47750,72152,152385.98655,15192.0326925,167578.0192425,148619,8.75
"TRENT",31241,233835,265076,154243.93916,12125.58388,166369.52304,207262,4905
"TATAMOTORS",24839,211380,236219,139752.81656,14739.94128,154492.75784,269385,702.2
"KOTAKBANK",18148,93065,111213,148281.5104,5846.97304,154128.48344,137837,2052
"INDUSINDBK",26743,91885,118628,140373.8231,7016.7216,147390.5447,115404,755
"BSE",15699,147223,162922,125113.8355875,20346.3907125,145460.2263,114851,2126.4
"CANBK",15487,85537,101024,125973.568575,10384.70085,136358.269425,68899,121.85
"BHARTIARTL",13916,88200,102116,128867.2946575,5224.412235,134091.7068925,136830,1939.5
"ETERNAL",15250,42383,57633,125729.539055,4433.7004925,130163.2395475,169399,338.8
"TCS",20907,175510,196417,112525.8848,7766.3442325,120292.2290325,306227,3065
"VEDL",19477,56217,75694,102705.53377,3528.637345,106234.171115,126550,457
"TATASTEEL",10003,74428,84431,95430.7156,9286.8204,104717.536,80890,173.21
"MIDCPNIFTY",3697,405681,409378,67912.383084,34926.652964,102839.036048,158195,13073.95
"ASHOKLEY",13000,91322,104322,92365.2065,9072.291,101437.4975,56228,144.05
"AUBANK",12396,80988,93384,90477.4532,7966.3187,98443.7719,39829,731.65
"EICHERMOT",6958,99295,106253,86107.26362,11594.7072675,97701.9708875,62130,6982.5
"ADANIPORTS",12953,97816,110769,89086.5988875,7906.6668875,96993.265775,92340,1438.8
"JSWSTEEL",11566,61079,72645,89120.968875,4926.9379275,94047.9068025,85997,1137.9
"DLF",14199,38017,52216,89742.04206,3357.179265,93099.221325,88123,760.3
"JIOFIN",12124,44842,56966,89334.721015,3514.28635,92849.007365,111220,313.05
"BAJAJ-AUTO",12229,129651,141880,83310.0026325,8821.50657,92131.5092025,101965,8968
"HEROMOTOCO",9871,96433,106304,80287.093365,8377.670625,88664.76399,91122,5365
"HINDALCO",8166,27142,35308,85698.64324,2387.5985,88086.24174,55946,745.6
"BEL",6880,52655,59535,79731.576345,6366.98721,86098.563555,85803,404.45
"HINDUNILVR",10807,61732,72539,82571.78331,2835.63702,85407.42033,103979,2524.9
"INDUSTOWER",13354,29536,42890,81591.19808,2572.36724,84163.56532,80339,359.8
"PNB",8736,36091,44827,79631.9416,4339.7944,83971.736,59574,113.35
"HAL",10643,91853,102496,76821.575715,5865.45789,82687.033605,124111,4790
"MCX",7313,70132,77445,73192.385225,8256.2265125,81448.6117375,53288,8049
"AMBUJACEM",12559,41223,53782,77750.7717,3135.52638,80886.29808,66682,589
"LAURUSLABS",4743,24625,29368,73271.39196,4542.16659,77813.55855,26446,910
"BANKBARODA",9677,40860,50537,71791.949385,4258.9044225,76050.8538075,76772,253
"LT",11451,58772,70223,73346.06461,2663.0305625,76009.0951725,142783,3660
"INDIGO",8328,53381,61709,72031.311405,3819.17265,75850.484055,97082,5735
"ITC",11093,55524,66617,71975.61984,2795.5008,74771.12064,123407,404
"BANDHANBNK",12229,25355,37584,71108.95032,2639.43432,73748.38464,45037,162.09
"IDFCFIRSTB",10849,19572,30421,71639.7225075,1775.010545,73414.7330525,69509,70.6
"ASIANPAINT",10903,68921,79824,66987.67535,3478.520225,70466.195575,88965,2450
"WIPRO",8939,38358,47297,67175.1441,3243.381,70418.5251,76997,249.4
"INDHOTEL",8766,47362,56128,66352.5238,3333.643,69686.1668,53105,752.85
"ANGELONE",11300,43833,55133,62146.0062,4087.3495,66233.3557,44202,2228
"NTPC",12095,78525,90620,62233.464,3638.71425,65872.17825,107629,343.05
"ULTRACEMCO",9404,75013,84417,58737.95644,3422.709455,62160.665895,80103,12470
"MPHASIS",7611,38342,45953,58278.9711075,3880.2556375,62159.226745,30773,2772.8
"DMART",8272,58794,67066,56908.405515,3741.07836,60649.483875,69592,4622.7
"MOTHERSON",8068,37444,45512,55569.41109,4963.24188,60532.65297,50284,112.05
"COFORGE",8925,53993,62918,56535.041925,3975.612525,60510.65445,63187,1668.7
"TECHM",6281,36566,42847,56109.56742,3286.2372,59395.80462,48511,1472.9
"PFC",10404,35510,45914,56164.38464,2888.72935,59053.11399,67975,412.5
"PAYTM",6227,35090,41317,53935.6046875,4121.247565,58056.8522525,73441,1181
"PNBHOUSING",9457,37706,47163,54312.90462,3681.99533,57994.89995,45700,888.95
"POLYCAB",5793,23837,29630,55274.3451,2277.6315375,57551.9766375,24820,7610
"NMDC",5071,22694,27765,53365.6161,4077.27,57442.8861,39612,78.3
"RECLTD",10702,33801,44503,53030.8966275,2251.6587975,55282.555425,93939,387
"TVSMOTOR",3944,34248,38192,49216.894335,4522.74291,53739.637245,46444,3501.4
"ADANIENSOL",7004,64384,71388,44145.1955475,8563.0126725,52708.20822,48203,926
"BAJAJFINSV",4281,35813,40094,44838.6295,3703.88405,48542.51355,61271,2084
"CHOLAFIN",4489,17407,21896,45162.6041875,1640.902375,46803.5065625,35596,1623.7
"MUTHOOTFIN",4633,63284,67917,39035.2634925,7680.27128,46715.5347725,37122,3060
"HINDPETRO",5091,28262,33353,43542.318285,3067.71381,46610.032095,36363,424
"GAIL",7837,28702,36539,44401.19103,2140.89561,46542.08664,57197,178.51
"TITAN",7241,64339,71580,43643.169115,2812.7469825,46455.9160975,100183,3439.3
"BHEL",6878,23474,30352,43250.440275,2474.8261125,45725.2663875,42441,238.1
"JSWENERGY",7815,27126,34941,43125.6078,2520.9476,45646.5554,53709,544.95
"HCLTECH",8692,36477,45169,43607.218725,1729.516425,45336.73515,97540,1431.4
"GRASIM",6061,22693,28754,42995.555525,1183.348425,44178.90395,68187,2813.6
"DIXON",4218,51032,55250,38305.893415,4839.545185,43145.4386,67283,18112
"FEDERALBNK",4111,14871,18982,40252.939,1738.2995,41991.2385,35177,196
"SAIL",6124,18451,24575,39590.26905,1828.22621,41418.49526,45564,137.29
"UNIONBANK",6274,20161,26435,38883.8126775,2144.832015,41028.6446925,32991,140.15
"COALINDIA",7464,23444,30908,39814.75836,1055.67705,40870.43541,91365,394
"UPL",4225,22447,26672,38908.1180965,1905.3577755000001,40813.475871999995,51582,677.55
"PERSISTENT",7106,52178,59284,37429.3528,2831.2588,40260.6116,60689,5252
"KAYNES",4866,44918,49784,35300.58057,4726.44181,40027.02238,32207,7233
"GLENMARK",5002,20493,25495,38190.826425,1588.8946875,39779.7211125,39677,2019.9
"NATIONALUM",4720,18042,22762,37128.454125,2104.057125,39232.51125,38440,209.24
"JINDALSTEL",5505,38594,44099,36350.54125,2838.0545625,39188.5958125,33853,1063.5
"HINDZINC",6430,21976,28406,36302.516565,2197.351835,38499.8684,49693,462
"CDSL",4787,40045,44832,35135.3410725,3300.37676,38435.7178325,51199,1546.2
"LTF",3306,13183,16489,36550.841115,1789.8054716,38340.6465866,24691,246.6
"MAXHEALTH",6035,15885,21920,36735.2013525,1563.6051375,38298.80649,42473,1154.7
"RVNL",7238,30133,37371,35383.9787125,2553.381875,37937.3605875,53806,356.65
"GODREJCP",6054,24902,30956,36215.922,1561.81685,37777.73885,39962,1192.2
