"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",102772,45735627,45838399,1904761.9857075,3288352.24875,5193114.2344575,5414790,24718.6
"BANKNIFTY",46299,4388404,4434703,791873.0612235001,466315.18297900003,1258188.2442025,1505323,55527.35
"HDFCBANK",40376,129591,169967,426798.781915,11952.191295,438750.97321,298697,1919.5
"RELIANCE",48497,276257,324754,346899.0766,20929.41715,367828.49375,375009,1427.5
"INDIGO",31345,245313,276658,247494.49029,31851.471885,279345.962175,109122,5275
"BEL",21152,164941,186093,237776.63943,31512.79884,269289.43827,89441,395.15
"ICICIBANK",23127,93163,116290,229708.70223,8296.71801,238005.42024,236912,1417.7
"HAL",25857,248108,273965,195638.708145,34416.10233,230054.810475,173497,5035
"BSE",18389,165628,184017,187723.8006375,40758.744075,228482.5447125,119261,2722
"BAJFINANCE",16879,169782,186661,184186.4302125,18243.4890825,202429.919295,170569,9340
"INFY",25967,122590,148557,166105.2784,10624.54264,176729.82104,216942,1605
"SBIN",26522,178824,205346,157984.28985,10678.24965,168662.5395,293432,793.3
"MIDCPNIFTY",6479,357632,364111,101884.180558,52430.58481,154314.765368,112728,13011.5
"ONGC",23496,216868,240364,115570.6677125,17241.2992575,132811.96697,123528,251.05
"BHARTIARTL",14286,50600,64886,125178.3060525,4052.109195,129230.4152475,155359,1840.1
"LT",20306,99407,119713,112083.20294,5329.951715,117413.154655,179979,3586.2
"KOTAKBANK",12088,64796,76884,101665.70084,5418.14212,107083.84296,105378,2106
"TATAMOTORS",23146,185008,208154,94749.82252,10016.43475,104766.25727,268421,713.75
"MCX",10682,149396,160078,82453.7287625,20633.2367825,103086.965545,63646,7577
"AXISBANK",11316,63519,74835,85463.8260625,4899.41675,90363.2428125,159412,1207
"ADANIPORTS",13598,125230,138828,78053.235425,9894.974025,87948.20945,101276,1406.1
"BIOCON",8769,33621,42390,77554.1445,5594.313,83148.4575,25657,356.5
"TCS",12716,95248,107964,76521.59081,6384.8342775,82906.4250875,211464,3447.4
"HINDPETRO",9792,41994,51786,75952.5443325,6451.139295,82403.6836275,39948,386.25
"TECHM",7422,53843,61265,73587.29688,7545.117,81132.41388,45077,1658
"ETERNAL",14476,60581,75057,73674.8327325,6012.50277,79687.3355025,148498,249.5
"MANAPPURAM",8323,49654,57977,69098.7033,10191.9438,79290.6471,35167,279.8
"ITC",10865,67814,78679,72561.604,4319,76880.604,148693,413.95
"ASIANPAINT",15769,114658,130427,70936.698565,5649.071615,76585.77018,149328,2216.6
"DLF",9640,77085,86725,67638.8511975,7955.143845,75593.9950425,75733,856
"BAJAJFINSV",6798,59228,66026,68158.9567,6451.977,74610.9337,69805,2015
"DIXON",8945,112329,121274,64207.03081,8927.25411,73134.28492,126747,14349
"NTPC",13945,35068,49013,69334.6095,2126.7996,71461.4091,125611,332.2
"HINDALCO",7576,23922,31498,68406.1308,2902.98372,71309.11452,59709,641.35
"WIPRO",8218,59948,68166,64171.5462,6732.513,70904.0592,55209,260.59
"CANBK",8441,35379,43820,63317.093175,5315.470425,68632.5636,70845,111.7
"PAYTM",10299,60576,70875,60215.972265,7944.83411,68160.806375,71875,884.8
"IOC",8887,50542,59429,60973.759275,6187.1866875,67160.9459625,43803,140.6
"M&M",11286,49092,60378,60157.9571125,3300.0360525,63457.993165,167869,3005.9
"OFSS",9908,146917,156825,48806.0205675,13914.959705,62720.9802725,46903,9487
"GAIL",12617,55595,68212,57615.022685,4419.77592,62034.798605,79905,191.98
"OIL",10255,67737,77992,53919.1958425,7995.0404375,61914.23628,30665,478.5
"TRENT",9722,89308,99030,54120.43011,7483.70081,61604.13092,104834,5617.5
"ADANIENT",7260,65488,72748,54622.53453,6803.17041,61425.70494,114535,2506
"JIOFIN",10526,47813,58339,54451.628035,3924.594645,58376.22268,105815,295.1
"PNB",6279,29668,35947,53630.7192,4147.1632,57777.8824,61543,106.65
"HINDUNILVR",7927,49582,57509,54583.8888,2901.16995,57485.05875,117460,2320
"POWERGRID",10623,28885,39508,55210.89239,1920.71488,57131.60727,81920,286
"AUBANK",7008,26337,33345,53778.138,3249.0355,57027.1735,32585,768.2
