"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",221969,269307588,269529557,4104378.64656,5369419.37115,9473798.01771,8503129,24541.2
"BANKNIFTY",115438,69720414,69835852,2191531.009752,1563603.86854,3755134.878292,2064955,53921
"HDFCBANK",100481,132205,232686,1066382.12615,14755.83736,1081137.96351,315413,961.8
"RELIANCE",107137,316094,423231,741787.18655,30178.864,771966.05055,486684,1390.9
"ICICIBANK",75843,79587,155430,747782.98469,8200.57686,755983.56155,239658,1397.6
"INDIGO",79444,169491,248935,689238.682725,17909.335275,707148.018,115680,5734
"SBIN",96008,123046,219054,582532.101525,7281.8976,589813.999125,295367,802.9
"MIDCPNIFTY",18911,8526753,8545664,334200.60933,219456.148758,553656.758088,254494,12535.2
"INFY",72391,105888,178279,436922.79872,7391.1674,444313.96612,284178,1503
"AXISBANK",62907,55164,118071,414361.268,5391.256875,419752.524875,242930,1055.6
"HAL",61446,118956,180402,404569.73994,12031.495785,416601.235725,152383,4353.8
"TCS",70088,169166,239254,382795.31346,10174.9033225,392970.2167825,318081,3098
"BAJFINANCE",57298,58356,115654,378508.314,6403.0794,384911.3934,192990,878.1
"MARUTI",49895,352347,402242,368297.07078,13434.24069,381731.31147,260681,14798
"BHARTIARTL",40573,45694,86267,365577.87919,4247.5452375,369825.4244275,169058,1888
"KOTAKBANK",43324,46514,89838,339570.84544,4240.86124,343811.70668,150836,1947.9
"RBLBANK",42070,6089,48159,336344.112045,702.7776775,337046.8897225,41739,253
"TATAMOTORS",59955,116335,176290,323890.7728,10226.14656,334116.91936,211982,676.15
"INDUSINDBK",60170,42200,102370,317582.51301,5779.21323,323361.72624,141061,748
"PAYTM",34146,49047,83193,309466.946435,9645.860665,319112.8071,82784,1227.2
"ITC",46808,52160,98968,301330.99808,4269.62064,305600.61872,149857,400.8
"BEL",27958,41747,69705,291417.36666,8256.917115,299674.283775,93148,363.3
"ETERNAL",37339,73427,110766,289648.8358325,9349.70196,298998.5377925,159879,315.95
"RECLTD",60593,51896,112489,277018.026765,6803.08737,283821.114135,141533,355
"BSE",30283,107714,137997,250756.5015,14011.0915125,264767.5930125,90752,2174.9
"LT",39335,46553,85888,245658.158585,3617.86299,249276.021575,151680,3564.1
"TATAPOWER",43422,36497,79919,236232.35367,5119.70756,241352.06123,114737,371.5
"ADANIENT",33311,96464,129775,229775.10399,10577.60868,240352.71267,116835,2282.1
"PNB",27770,25039,52809,226843.1872,4357.3928,231200.58,73417,101.73
"IDEA",46461,16613,63074,219620.5963725,5352.8985525,224973.494925,136697,6.56
"M&M",32853,70070,102923,217826.30916,5443.59394,223269.9031,157298,3301
"JIOFIN",27246,44825,72071,200857.8605,5875.591495,206733.451995,105425,311.25
"DLF",32066,33563,65629,198720.52035,4643.1822525,203363.7026025,86222,750.35
"TVSMOTOR",16620,22744,39364,190923.927705,3226.458305,194150.38601,42511,3259.9
"BANKBARODA",27082,27341,54423,185286.765105,3672.824805,188959.58991,79656,233.6
"VEDL",36044,42102,78146,177029.86955,3725.9195,180755.78905,116867,425.05
"IDFCFIRSTB",27987,12859,40846,178290.418215,1741.857985,180032.2762,79256,68.33
"CANBK",24502,20166,44668,174552.975,3010.9833,177563.9583,71848,104.7
"HCLTECH",33527,59643,93170,171345.584585,4836.301365,176181.88595,102577,1450.2
"ADANIPORTS",26890,52532,79422,169533.7987375,5650.482295,175184.2810325,91274,1317.5
"FEDERALBNK",17800,12271,30071,171063.74,1934.25,172997.99,45329,192.37
"MCX",17492,62424,79916,164543.10485,7823.9902375,172367.0950875,49092,7405
