"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",68446,44790011,44858457,1320905.072355,2815421.68476,4136326.757115,5330296,25634.2
"BANKNIFTY",32276,1841924,1874200,649979.594481,352101.22542,1002080.819901,770372,57443.9
"ICICIBANK",38101,82857,120958,389799.93563,12418.72583,402218.66146,182915,1457.9
"HDFCBANK",24044,112959,137003,267075.64433,16973.69839,284049.34272,257307,2011.5
"DIXON",29781,186971,216752,220526.671295,38743.259815,259269.93111,73128,14510
"BAJFINANCE",31489,61179,92668,223783.22085,9415.67085,233198.8917,173589,944
"SBIN",33861,169164,203025,206139.52485,17198.237325,223337.762175,213604,804.55
"JIOFIN",25086,142698,167784,191577.84774,30828.584745,222406.432485,73683,324.6
"RELIANCE",25574,241519,267093,194081.5539,28252.768,222334.3219,287314,1514
"INDUSINDBK",30560,125525,156085,185112.57156,21943.12848,207055.70004,97072,860.3
"MCX",14647,127226,141873,164266.8314,42461.7888,206728.6202,42012,8865
"BEL",16218,49991,66209,192612.53382,13790.48595,206403.01977,64447,416.4
"ADANIENT",19630,101803,121433,156748.3209,19069.82751,175818.14841,101627,2644.8
"MIDCPNIFTY",6048,169954,176002,114322.104246,44184.973364,158507.07761,58925,13340.55
"BAJAJFINSV",14543,49006,63549,148486.5005,9154.31085,157640.81135,49137,2036
"INFY",22783,53194,75977,147915.58632,6641.2812,154556.86752,184093,1611
"M&M",22115,43386,65501,141823.05552,5931.74576,147754.80128,130539,3220
"INDIGO",13996,52820,66816,122193.433785,11024.640705,133218.07449,80359,5787
"BHARTIARTL",12322,82800,95122,118099.055155,10983.89696,129082.952115,135237,2020
"VEDL",21766,84864,106630,117193.191335,10481.442125,127674.63346,103410,464.5
"SBICARD",15865,29633,45498,121343.25664,3940.81512,125284.07176,28298,977
"KOTAKBANK",13573,28150,41723,120049.82092,4183.16784,124232.98876,86136,2201
"NTPC",23202,48397,71599,118152.6303,5050.15845,123202.78875,113902,335.75
"HINDPETRO",12736,31832,44568,112593.7343025,8540.6292675,121134.36357,35705,439.5
"HDFCLIFE",12985,21890,34875,115211.63511,3333.08954,118544.72465,43583,804.95
"TECHM",10993,11101,22094,111470.83992,2572.5186,114043.35852,34170,1681
"ETERNAL",16908,26571,43479,108242.8133725,4330.0773325,112572.890705,88154,263.01
"TRENT",16824,51476,68300,102367.11439,7876.09629,110243.21068,86510,6059
"AXISBANK",13291,47536,60827,102590.623,6156.2226875,108746.8456875,130473,1223
