"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",192083,155113934,155306017,3573520.2989175,5074726.52439,8648246.8233075,8682922,24683.2
"BANKNIFTY",70375,22881689,22952064,1348245.039232,971880.9267439999,2320125.965976,1747286,54568.05
"HDFCBANK",101436,105244,206680,1065193.03759,9278.65026,1074471.68785,338890,953.4
"ICICIBANK",86687,97517,184204,826422.54555,7750.09144,834172.63699,278548,1350
"RELIANCE",109531,246230,355761,757607.8401,15988.1426,773595.9827,504646,1376
"INDIGO",90433,112703,203136,762209.92887,6969.746295,769179.675165,117165,5571
"INFY",97009,133851,230860,563921.6636,8468.57636,572390.23996,334646,1449.2
"SBIN",85372,247586,332958,555056.575875,10315.212,565371.787875,289182,870.25
"AXISBANK",73751,132807,206558,524601.5579375,6336.0775,530937.6354375,241077,1134
"KOTAKBANK",60431,63142,123573,482087.96224,3737.05456,485825.0168,163869,1981.8
"HEROMOTOCO",57382,148024,205406,458035.574925,9389.048745,467424.62367,93573,5345.5
"BHARTIARTL",49250,67543,116793,448991.8028325,3239.1910125,452230.993845,159183,1906.5
"MIDCPNIFTY",15608,3372394,3388002,277198.06478,163966.970048,441165.034828,217953,12608.7
"LT",63434,236646,300080,412183.05842,8540.87549,420723.93391,198619,3704.3
"TCS",79029,230459,309488,403389.3114825,11410.7398125,414800.051295,369209,2904.3
"BAJFINANCE",54474,63714,118188,405315.81285,4227.6411,409543.45395,188850,992.8
"SAMMAANCAP",57572,111033,168605,373809.50705,16943.41126,390752.91831,57495,153.8
"MARUTI",45355,426109,471464,365668.1399,16347.76921,382015.90911,286956,16000
"ETERNAL",40939,42964,83903,325374.82023,4042.658815,329417.479045,169939,325.1
"TATAMOTORS",58672,211793,270465,317161.77664,12040.68696,329202.4636,276861,674
"INDUSINDBK",62410,88477,150887,318360.22561,6028.86109,324389.0867,143609,734.6
"M&M",44438,100812,145250,306560.01978,6721.4134,313281.43318,181930,3433.1
