"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",76608,90817341,90893949,1460890.9979475,3353345.31195,4814236.3098975,7533570,25353
"BANKNIFTY",25916,3969859,3995775,505278.543728,350685.8276915,855964.3714195,1320811,55494.1
"ADANIENT",50118,817658,867776,380172.47619,108770.95878,488943.43497,129751,2528
"IDEA",51188,109489,160677,307671.08487,31671.2658075,339342.3506775,144242,8.46
"HDFCBANK",28882,132389,161271,308333.15095,13773.63064,322106.78159,302408,967
"SBIN",45456,332909,378365,294544.66005,20757.2889,315301.94895,290274,862.55
"ICICIBANK",28036,117828,145864,276864.93212,9361.00165,286225.93377,226050,1402.5
"ETERNAL",29646,84769,114415,243796.084415,13768.96085,257565.045265,164313,337.65
"ADANIGREEN",34425,296397,330822,214142.38128,41590.48362,255732.8649,59145,1032.5
"INFY",37844,161521,199365,232116.8326,9555.90932,241672.74192,312141,1543.9
"BHARTIARTL",24401,178489,202890,227127.13012,12821.4160775,239948.5461975,142824,1959.9
"RELIANCE",29774,193803,223577,210527.8336,12788.55965,223316.39325,473569,1407.6
"ADANIPORTS",27930,277296,305226,191656.87125,26161.9780375,217818.8492875,92627,1429
"SAMMAANCAP",27377,59680,87057,169542.29028,9066.34188,178608.63216,42210,143.29
"PAYTM",18140,103653,121793,157009.5914325,13476.9901275,170486.58156,74198,1173
"AXISBANK",19594,87581,107175,139479.780125,5858.04275,145337.822875,236522,1140
"CANBK",16852,59766,76618,134396.01945,8825.030325,143221.049775,65302,117.79
"BANKBARODA",17995,61751,79746,133589.014065,7352.3814975,140941.3955625,76705,252.01
"M&M",18557,64501,83058,134556.24354,5243.94932,139800.19286,174018,3600.9
"KAYNES",17340,137141,154481,123334.43549,16341.01526,139675.45075,33267,7160
