"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",81496,28221507,28303003,1532826.077925,2228250.4749225,3761076.5528475,6244756,24992.8
"BANKNIFTY",44844,6253588,6298432,755021.2492889999,507312.835068,1262334.084357,2170435,55504.75
"HDFCBANK",61655,106310,167965,660829.348245,7683.35678,668512.705025,322849,1936.6
"ICICIBANK",38943,99102,138045,400527.92864,7436.36264,407964.29128,227469,1459.9
"ETERNAL",73511,104225,177736,337760.73012,6979.323225,344740.053345,196091,228.12
"RELIANCE",42372,224784,267156,305641.0742,11898.9548,317540.029,484825,1438.7
"BAJFINANCE",21147,55667,76814,245302.423435,5120.443255,250422.86669,166508,9308.5
"INFY",36251,63190,99441,227787.35824,4303.4236,232090.78184,259177,1578.2
"BSE",22583,144639,167222,209567.1992625,20410.89465,229978.0939125,122960,2464
"BHARTIARTL",24816,61882,86698,218184.34464,3345.76586,221530.1105,193349,1848.1
"LT",38471,95706,134177,210122.553115,4632.24444,214754.797555,237886,3633.6
"HINDALCO",21353,52907,74260,198646.95088,5685.66404,204332.61492,72827,660.5
"M&M",36375,126086,162461,196970.0666675,6890.8228025,203860.88947,200659,3081.4
"TATAMOTORS",46192,274809,321001,187394.883355,13263.192705,200658.07606,331815,732.15
"BEL",17257,78181,95438,188769.79902,11694.28359,200464.08261,126315,385.25
"AXISBANK",23339,70356,93695,178010.31375,4360.6384375,182370.9521875,176285,1214.1
"MARUTI",26661,85499,112160,166759.280245,2596.198795,169355.47904,179968,12456
"SBIN",27295,102222,129517,163072.3749,5240.966025,168313.340925,304177,794.5
"JSWSTEEL",22964,53870,76834,156279.6728775,3766.7503575,160046.423235,92933,999.6
"ULTRACEMCO",25044,41644,66688,147354.60876,1136.524425,148491.133185,133131,11680
"ASIANPAINT",31403,29184,60587,146228.356705,1281.1433,147509.500005,142319,2316.1
"ITC",19838,76355,96193,137145.51744,3779.61056,140925.128,135264,439.25
"TITAN",20939,41262,62201,133018.3105125,2021.7678775,135040.07839,115139,3621.1
"HAL",16445,145841,162286,123435.242955,11182.921275,134618.16423,173042,5027.9
"NESTLEIND",26749,26034,52783,131005.74342,1048.52276,132054.26618,81515,2457.4
"ADANIENT",16183,38622,54805,124520.81844,3324.85179,127845.67023,123910,2562.8
"TCS",20035,63014,83049,123842.34373,3179.86123,127022.20496,205760,3541.2
"NTPC",23453,77917,101370,122465.54835,3954.2412,126419.78955,149894,345.25
"BALKRISIND",16291,73928,90219,119334.59565,7082.53068,126417.12633,26461,2499.1
"INDIGO",14608,41839,56447,120130.42053,3079.608225,123210.028755,101277,5454.5
"DIVISLAB",15470,216561,232031,104037.88368,15400.43876,119438.32244,80904,6739
"TATAPOWER",21237,32446,53683,115742.730605,2547.924695,118290.6553,117454,403
"KOTAKBANK",13433,34984,48417,113298.31816,1954.7596,115253.07776,126242,2096.9
"TATASTEEL",11559,55276,66835,104571.47085,5148.6039,109720.07475,97600,163.4
"HEROMOTOCO",15329,66347,81676,101072.825235,4187.28885,105260.114085,74918,4397.2
"ASHOKLEY",16678,68993,85671,99686.637,5067.08125,104753.71825,63031,237.8
"IDFCFIRSTB",20267,11697,31964,102064.52272,849.2865,102913.80922,103597,66.55
"DLF",14607,57509,72116,94210.7882925,5011.0799475,99221.86824,101727,778.4
"WIPRO",13006,18211,31217,97393.1514,1326.4083,98719.5597,75220,249.5
"BAJAJ-AUTO",14082,78433,92515,93860.01228,4757.091135,98617.103415,89814,8918
"PAYTM",17025,30030,47055,95777.98372,2577.71748,98355.7012,75595,863.75
"MIDCPNIFTY",4411,291750,296161,67240.589796,27324.748895999997,94565.338692,186909,12646.15
"INDUSTOWER",14122,9625,23747,91230.94676,843.29469,92074.24145,71065,376.65
"ADANIPORTS",15854,38995,54849,89151.23666,2260.92227,91412.15893,110403,1404.2
"INDUSINDBK",21725,64631,86356,86895.36375,3414.88558,90310.24933,197789,796.6
"COFORGE",13297,64422,77719,83962.001025,3930.3797475,87892.3807725,92092,8458.5
"BAJAJFINSV",8122,43366,51488,84031.269,3747.0288,87778.2978,62762,2060
"SOLARINDS",6248,100372,106620,74267.5095975,12649.47345,86916.9830475,33296,16025
"SONACOMS",19305,25160,44465,81268.113395,1878.32937,83146.442765,40481,543.55
"ASTRAL",14080,57212,71292,76937.5083455,4366.3033451,81303.8116906,41932,1498.5
"HDFCLIFE",9213,22607,31820,79327.08344,1803.18215,81130.26559,70320,783.95
"CANBK",10759,13457,24216,78145.71255,1275.806025,79421.518575,79871,106.8
"CDSL",14882,32099,46981,76569.860935,2828.111165,79397.9721,92732,1471.1
"HINDUNILVR",10523,30635,41158,75133.78485,1714.82919,76848.61404,105404,2391.2
"SHRIRAMFIN",15262,11248,26510,75494.159985,701.280225,76195.44021,83672,659.45
"RECLTD",17713,28340,46053,72869.9907075,1983.22967,74853.2203775,123354,406.85
"HCLTECH",12286,19061,31347,71987.35824,1041.156305,73028.514545,96900,1666.9
"ANGELONE",10587,89561,100148,63951.8758,7806.40684,71758.28264,51895,3030.8
"HINDPETRO",8259,9313,17572,69276.9491775,1097.3116575,70374.260835,40216,415.1
"TRENT",12186,46271,58457,66585.95971,2519.97614,69105.93585,112806,5477
"SUNPHARMA",11249,63929,75178,66493.538475,2485.51268,68979.051155,122700,1674.1
"PFC",12278,29926,42204,65902.64915,2617.80779,68520.45694,88672,412.6
"BHEL",9549,29443,38992,64839.4369875,3618.048525,68457.4855125,62476,259.5
"TECHM",6904,11419,18323,66295.74234,1155.15762,67450.89996,47706,1598.5
"LTIM",8708,9009,17717,66593.65173,671.83713,67265.48886,33231,5124.3
"BHARATFORG",10518,5421,15939,65847.99075,494.207,66342.19775,47516,1252.6
"POWERGRID",11707,24294,36001,63726.27813,1799.8018,65526.07993,83918,300.85
"AUBANK",9268,8344,17612,64685.9537,740.5668,65426.5205,40646,696.25
"GLENMARK",13780,35774,49554,63238.2699075,2019.1363725,65257.40628,36690,1392.7
"COALINDIA",14991,27612,42603,63763.233675,1013.99586,64777.229535,123023,404.9
"NAUKRI",11434,4180,15614,63786.379425,413.062275,64199.4417,39718,1475.5
"TVSMOTOR",6440,7613,14053,63144.51528,527.9323,63672.44758,43011,2786.8
"VEDL",11946,24251,36197,61273.46625,1752.663595,63026.129845,122123,444.5
"ADANIGREEN",15569,58122,73691,59433.142365,3419.8635,62853.005865,85499,1013
"HDFCAMC",8504,12265,20769,61854.6951,841.921455,62696.616555,32276,4810.4
"HAVELLS",7823,11229,19052,61757.98995,563.42765,62321.4176,40868,1576
"LTF",7941,5465,13406,61199.046911800004,603.6983374,61802.7452492,32593,174.71
"EICHERMOT",6287,14338,20625,60157.02651,923.4538775,61080.4803875,52445,5452.5
"APOLLOHOSP",6691,21446,28137,59580.4028375,1470.2353875,61050.638225,43487,7113.5
"CHOLAFIN",5847,4658,10505,59822.835125,427.799,60250.634125,29761,1644.9
"HUDCO",9774,34694,44468,56120.334135,3611.60391,59731.938045,27770,235.31
"BANKBARODA",8093,18171,26264,57585.785985,1519.9630875,59105.7490725,74929,241.23
"JIOFIN",12121,26717,38838,57075.269145,1610.82706,58686.096205,111918,282.95
"SRF",5261,8979,14240,57410.7381975,885.455175,58296.1933725,35797,2915
"SBICARD",7779,9552,17331,56651.40144,482.10232,57133.50376,32724,910.3
"DMART",9014,8032,17046,56196.0894,372.50262,56568.59202,44221,4142.8
"PNB",6748,12994,19742,54608.9384,1420.4544,56029.3928,66459,100.28
"LUPIN",6366,15710,22076,54228.82734,1343.7304475,55572.5577875,48551,1989.8
"COLPAL",12584,14636,27220,54688.2757,528.364655,55216.640355,57067,2502.6
"LODHA",8102,21819,29921,52662.6774,2331.96372,54994.64112,25608,1439.5
"GRASIM",8009,20243,28252,53473.336675,931.862975,54405.19965,65870,2656.8
"DRREDDY",6828,13632,20460,52989.8791875,721.81525,53711.6944375,50337,1238.6
"GODREJPROP",10518,16353,26871,52265.9922625,1080.623835,53346.6160975,62717,2200
"SHREECEM",6777,5826,12603,52742.349,168.6182975,52910.9672975,21490,31100
"MOTHERSON",9634,12663,22297,51436.95476,1163.8746,52600.82936,55126,150.88
"ONGC",10678,21990,32668,50815.61493,1206.897615,52022.512545,120508,245.9
"MCX",7449,33187,40636,48415.18258,2440.49224,50855.67482,45402,6425.5
"NMDC",4966,8253,13219,49147.44525,1550.7261,50698.17135,34393,73.08
"CONCOR",6536,18880,25416,47843.5263,2040.3047,49883.831,40066,731.5
"INDHOTEL",6182,19806,25988,48036.0684,1479.0983,49515.1667,58679,777.4
"JINDALSTEL",8065,9354,17419,48844.3355625,577.9055625,49422.241125,42937,963.4
"ABB",6291,16772,23063,47458.6392375,1448.8633625,48907.5026,39488,5983
"SIEMENS",19473,30882,50355,47979.690795,919.1476575,48898.8384525,79912,3263.7
"VBL",11268,16412,27680,47983.64622,636.7914,48620.43762,90191,484.85
"VOLTAS",12541,28326,40867,47316.27939,1295.70597,48611.98536,105598,1252.5
"IDEA",17194,5367,22561,46745.652505,863.592885,47609.24539,178694,6.73
"IRFC",9318,23940,33258,45655.598515,1786.06815,47441.666665,57127,139.8
"FEDERALBNK",4488,9797,14285,45571.995,1204.2795,46776.2745,39314,201.1
"LICHSGFIN",7456,9067,16523,44806.4426,788.9829,45595.4255,52317,601.7
"BPCL",7628,15892,23520,44208.5043725,897.93642,45106.4407925,53294,321.45
"BRITANNIA",7924,8609,16533,43799.4322675,250.50919,44049.9414575,53086,5530
"SBILIFE",6363,15223,21586,42992.20935,753.8495625,43746.0589125,59792,1801
"UPL",4987,7455,12442,42853.879451500005,454.21849299999997,43308.0979445,54131,632.1
"GMRAIRPORT",8593,7038,15631,42098.607675,446.786865,42545.39454,56723,86.89
"TATAELXSI",6470,16817,23287,40873.16106,915.31362,41788.47468,38692,6416
"POLICYBZR",6956,10367,17323,40596.312015,783.37337,41379.685385,35691,1800.9
"PETRONET",8363,12103,20466,40571.838,744.43755,41316.27555,37049,319.75
"IOC",5618,9790,15408,39386.5158375,840.1033875,40226.619225,47202,143.43
"SAIL",7472,12525,19997,38123.98544,1159.2129,39283.19834,65265,127.38
"MFSL",3175,8557,11732,37726.4416,1039.0756,38765.5172,15780,1476.4
"CUMMINSIND",8520,9859,18379,37821.91426,612.261095,38434.175355,51066,2929.7
"CROMPTON",5928,4281,10209,38002.97592,365.5935,38368.56942,31660,358.1
"ABCAPITAL",6311,7433,13744,37774.88487,571.775,38346.65987,36709,222.3
"GODREJCP",5905,3191,9096,37992.9932,206.87455,38199.86775,32193,1280.1
"MAXHEALTH",5886,6437,12323,36658.7862375,543.1164375,37201.902675,32359,1178.6
"JSWENERGY",9626,9648,19274,36540.617475,581.283975,37121.90145,60758,503.8
"MPHASIS",5085,6522,11607,35739.445445,496.61293,36236.058375,31061,2551.8
"AMBUJACEM",6999,7292,14291,35833.184415,367.08786,36200.272275,55475,566.75
"TATACONSUM",6810,10805,17615,35463.254258,381.2695344,35844.523792399996,60614,1143.4
"POLYCAB",4672,12996,17668,34771.536,836.274925,35607.810925,39984,5953
"ALKEM",6591,4596,11187,34972.5483,255.25382,35227.80212,18503,5271.5
"GAIL",7402,13366,20768,33789.84302,942.72105,34732.56407,69006,192.46
"MARICO",4035,3998,8033,34350.0732,291.06408,34641.13728,27728,707.95
"INOXWIND",5498,7738,13236,33020.81628,1250.086755,34270.903035,15432,189.8
"PERSISTENT",5865,13237,19102,33349.70973,766.09278,34115.80251,53622,5695.5
"BOSCHLTD",4196,764,4960,34003.43789,80.198355,34083.636245,16647,32245
"LAURUSLABS",3287,5120,8407,33507.27472,467.27662,33974.55134,28163,595.85
"YESBANK",5891,6748,12639,32484.19394,499.67983,32983.87377,55152,21.05
"OBEROIRLTY",5295,6438,11733,32311.18688,545.54892,32856.7358,25492,1737.5
"POONAWALLA",5604,2292,7896,32543.09344,213.898345,32756.991785,19514,398.6
"CIPLA",6661,12607,19268,32262.316285,445.763045,32708.07933,80149,1482.5
"BIOCON",3739,5652,9391,31280.85475,703.1065,31983.96125,27072,333.05
"MUTHOOTFIN",5391,15795,21186,31253.0191875,646.1863925,31899.20558,57030,2097
"ICICIGI",6541,10574,17115,30673.93005,408.87005,31082.8001,38369,1845.8
"KALYANKJIL",6733,15256,21989,29565.75916,1114.909265,30680.668425,31272,565.35
"ICICIPRULI",6042,15331,21373,29498.4892125,918.725325,30417.2145375,31158,647.45
"UNIONBANK",4837,2501,7338,30117.664215,277.280235,30394.94445,29450,140.07
"NATIONALUM",4179,8255,12434,28885.62825,944.709375,29830.337625,37611,182.97
"PIDILITIND",3799,3929,7728,29186.60385,207.1739,29393.77775,27565,3064.2
"BANDHANBNK",6110,6011,12121,28472.84928,389.44276,28862.29204,54037,164.74
"AUROPHARMA",4209,10707,14916,27782.44777,921.853405,28704.301175,46258,1193.3
"DABUR",4651,4008,8659,28186.294125,208.887625,28395.18175,35072,482.4
"UNITDSPR",5032,5840,10872,27811.27172,290.96354,28102.23526,45182,1571
"FINNIFTY",687,201764,202451,11933.267502,15896.147943,27829.415445,70520,26587.5
"ZYDUSLIFE",3272,5717,8989,27019.08459,454.77396,27473.85855,23676,910.95
"SUPREMEIND",5258,11291,16549,26007.89214,871.7543625,26879.6465025,18414,3956.1
"IREDA",5013,9050,14063,24850.394005,822.01428,25672.408285,34906,173.13
"SYNGENE",3915,4774,8689,25195.8818,237.6074,25433.4892,28630,643.25
"TATATECH",4541,6954,11495,24163.04478,554.55398,24717.59876,39313,762.65
"IEX",3301,4672,7973,24290.0565,426.572625,24716.629125,24827,194.3
"IIFL",3604,7610,11214,23571.224895,1000.03179,24571.256685,16870,418.4
"TATACHEM",4957,10439,15396,23798.53449,698.80767,24497.34216,38684,877.5
"M&MFIN",4531,3659,8190,24105.347896,298.8778416,24404.2257376,28761,257.25
"LICI",4733,8342,13075,23792.11998,582.2340175,24374.3539975,21425,871.6
"ADANIENSOL",4273,10867,15140,23728.8425325,598.6239375,24327.46647,34451,882.5
"JUBLFOOD",2810,5571,8381,23397.8745,313.357875,23711.232375,26827,661.8
"PAGEIND",3320,1268,4588,23615.741337,39.8678115,23655.6091485,18607,47350
"GRANULES",4307,3989,8296,22582.72373,487.4801,23070.20383,24410,518.9
"OFSS",5131,16288,21419,21715.953485,758.971005,22474.92449,37087,8437.5
"NYKAA",3661,2850,6511,21802.960375,263.739735,22066.70011,18697,203.01
"PEL",2642,4129,6771,21694.9701,352.684575,22047.654675,21001,1094.95
"IRCTC",3023,6125,9148,20882.6198,527.349375,21409.969175,34347,787.6
"MRF",2758,18568,21326,20115.688124,812.479463,20928.167587,20646,146920
"CAMS",4009,13454,17463,19802.4819875,875.2355,20677.7174875,32328,3937
"ACC",3389,6640,10029,19973.37705,365.56977,20338.94682,40975,1961.2
"CGPOWER",3716,4576,8292,19007.14419,364.597425,19371.741615,27145,700.35
"DALBHARAT",3228,7949,11177,18769.379445,509.7823775,19279.1618225,20272,2079.3
"TATACOMM",4321,13148,17469,18618.593355,520.418255,19139.01161,31905,1689.5
"DIXON",2425,9444,11869,18415.754695,461.93796,18877.692655,132449,15134
"TIINDIA",3909,12602,16511,17863.984115,562.579005,18426.56312,26965,3054
"NBCC",2745,1917,4662,18080.51919,277.50042,18358.01961,14801,113.12
"PIIND",3936,6177,10113,18156.14895,200.200025,18356.348975,27981,3691
"DELHIVERY",3284,5596,8880,17826.353905,411.301955,18237.65586,22858,356.55
"BSOFT",4160,9645,13805,17627.51904,597.417,18224.93604,23437,420.55
"TORNTPHARM",2227,7439,9666,17671.0922,268.077475,17939.169675,19821,3158
"PHOENIXLTD",2995,4612,7607,16845.46605,159.2647,17004.73075,13139,1581
"HFCL",4552,8665,13217,16452.08802,543.40349,16995.49151,37933,86.45
"BANKINDIA",2873,2338,5211,16336.98489,158.643105,16495.627995,23529,116.75
"NHPC",2920,3274,6194,16173.71072,232.8096,16406.52032,24539,86.74
"JSL",3149,2537,5686,16183.6727225,200.90286,16384.5755825,12970,659.2
"CYIENT",3742,18539,22281,15262.41006,1094.57886,16356.98892,20299,1364.9
"PRESTIGE",3465,3536,7001,16052.1300225,158.978495,16211.1085175,24945,1413.7
"EXIDEIND",2218,5738,7956,15408.59436,490.5171,15899.11146,27210,384.9
"PNBHOUSING",2269,2670,4939,15585.1306,231.47163,15816.60223,17646,1048.5
"CESC",3111,6052,9163,15383.8002825,270.476505,15654.2767875,13979,169.35
"KPITTECH",2700,6909,9609,14461.1732,417.95908,14879.13228,17526,1335.2
"APLAPOLLO",2209,5765,7974,14260.28121,387.053765,14647.334975,28039,1844.7
"IGL",2462,3241,5703,13991.45825,282.40135,14273.8596,19580,206.32
"PATANJALI",2529,10052,12581,13156.40694,551.70867,13708.11561,35902,1726.7
"OIL",2743,4420,7163,12749.30403,278.6115125,13027.9155425,19466,431
"ATGL",2402,7082,9484,12504.974765,395.193425,12900.16819,14363,673.55
"KEI",2422,4378,6800,12533.3493075,195.921015,12729.2703225,16639,3475
"TORNTPOWER",2258,5411,7669,12108.284475,305.1658125,12413.4502875,13697,1425.3
"RAMCOCEM",1345,8875,10220,11297.024875,631.949245,11928.97412,11512,981.5
"INDIANB",2042,3284,5326,11599.57526,175.88927,11775.46453,13208,596.4
"HINDZINC",2044,2781,4825,11321.310105,207.1633025,11528.4734075,13675,450.7
"APOLLOTYRE",1324,5382,6706,11120.97772,407.45039,11528.42811,10915,496.25
"SJVN",2307,2506,4813,11109.2986425,210.4018875,11319.70053,15329,101.71
"AARTIIND",2298,4471,6769,10853.6570875,260.1083,11113.7653875,30871,471.7
