"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",40300,270143060,270183360,754342.76085,4874013.20211,5628355.96296,9089836,24876.95
"BANKNIFTY",16429,1992020,2008449,313265.975022,259022.03863549998,572288.0136575,1048704,54223.55
"INFY",52064,414380,466444,311120.2496,39164.43156,350284.68116,284024,1502.4
"KOTAKBANK",15214,57010,72224,119195.22684,5483.68036,124678.9072,137018,1960.4
"MARUTI",13491,184522,198013,103213.324795,13408.535855,116621.86065,200451,15339
"TCS",19335,125486,144821,103567.3247175,8658.1524925,112225.47721,303339,3052
"HDFCBANK",9630,54541,64171,102830.95273,6246.40104,109077.35377,272381,966.45
"RELIANCE",14179,126078,140257,97890.96555,10913.6109,108804.57645,489870,1376.1
"EICHERMOT",7198,105862,113060,86828.833035,17152.4052875,103981.2383225,63596,6893.5
"M&M",11669,119686,131355,86488.74438,13000.36926,99489.11364,177864,3702
"TATAMOTORS",14872,117179,132051,85603.46704,10990.59352,96594.06056,200967,715.2
"WIPRO",11146,57735,68881,83162.8887,7337.8263,90500.715,68248,249.34
"PAYTM",8849,43375,52224,78912.4903675,8444.370365,87356.8607325,66529,1216.2
"TRENT",13877,112112,125989,73244.02676,9963.18779,83207.21455,129084,5223
"MIDCPNIFTY",2580,180816,183396,46610.852862,36467.267816,83078.120678,105935,12886.45
"ICICIBANK",7932,37750,45682,78112.63138,3982.19563,82094.82701,206316,1402.4
"IDEA",14207,24797,39004,74508.1631325,7159.7293725,81667.892505,119427,7.26
"BAJAJ-AUTO",9835,83409,93244,68977.3216125,7659.9663,76637.2879125,72326,9390
"ADANIPORTS",9365,71765,81130,61235.26036,7870.025625,69105.285985,69379,1382.5
"UPL",6664,26634,33298,63217.4346215,4055.243729,67272.6783505,45581,704.85
"AXISBANK",9225,31530,40755,60998.9745625,2722.0479375,63721.0225,224180,1053.4
"MCX",5720,46218,51938,54181.2255125,8651.9039125,62833.129425,42208,7620
"GLENMARK",6733,52929,59662,53103.6907125,8965.8540375,62069.54475,34447,2115.7
"TATAELXSI",8777,112906,121683,48939.06209,11269.3664,60208.42849,39288,5571
"ETERNAL",6855,31039,37894,54480.0424825,4542.557045,59022.5995275,149164,325.7
"HEROMOTOCO",6308,43269,49577,51243.08289,5627.97162,56871.05451,72609,5445
"HCLTECH",10111,50273,60384,50539.336435,4214.21623,54753.552665,95963,1425
"BSE",4925,40732,45657,43442.825325,9405.5447625,52848.3700875,74143,2351.1
"AMBER",5809,38661,44470,44594.7077,6667.03501,51261.74271,15812,7823
"DIXON",4906,41557,46463,44213.772955,6622.746635,50836.51959,64209,17973
"BHARTIARTL",5221,35452,40673,47136.034195,3528.9448125,50664.9790075,127982,1893
"COFORGE",6966,36389,43355,44404.4880375,5430.363375,49834.8514125,47052,1694.4
"INDUSTOWER",7229,34996,42225,42766.00308,4747.10329,47513.10637,80316,347.4
"JIOFIN",6020,24117,30137,44003.062155,2959.68964,46962.751795,92669,308.6
"SBIN",7071,55382,62453,43020.213225,3452.666025,46472.87925,225073,808
"TVSMOTOR",3359,18321,21680,42113.679825,3567.711105,45681.39093,41958,3574
"INDIGO",5021,24976,29997,42694.988715,2772.47484,45467.463555,92763,5640
"HINDUNILVR",5265,32345,37610,41666.61399,2584.14999,44250.76398,90039,2640.2
"NYKAA",5473,17720,23193,41253.88375,2981.6325,44235.51625,29300,241
"NMDC",3970,16827,20797,40129.5195,3107.35845,43236.87795,37201,74.6
"DRREDDY",4745,44681,49426,37890.0630625,4989.8479375,42879.911,39250,1294.4
"TATASTEEL",4071,37879,41950,37962.4223,4612.14325,42574.56555,76957,169.45
"TIINDIA",5553,38474,44027,34976.98834,5948.56374,40925.55208,16570,3160
"BEL",3540,13455,16995,37689.10224,2250.81486,39939.9171,68585,373
"BAJFINANCE",5133,28240,33373,36570.067125,3223.355475,39793.4226,151853,947.5
"BAJAJFINSV",3364,30180,33544,34245.95405,4988.303,39234.25705,51818,2026.6
"TECHM",3833,28909,32742,34397.14296,4200.44928,38597.59224,42326,1496.5
"LT",5643,36182,41825,35041.5134825,2462.7940575,37504.30754,128916,3527.5
"IDFCFIRSTB",5240,15101,20341,35712.643645,1782.3424325,37494.9860775,62894,73.55
"PERSISTENT",6400,39559,45959,32657.22336,4197.38491,36854.60827,42289,5132
"MPHASIS",4156,14917,19073,32546.321555,2719.59171,35265.913265,20897,2850
"KAYNES",4138,35907,40045,29360.051,5655.33754,35015.38854,26134,7113
"ITC",4922,31402,36324,32351.23024,2117.84032,34469.07056,110949,410
"ASTRAL",5119,17542,22661,31841.92667,2140.71531,33982.64198,30134,1472.9
"ASHOKLEY",4504,29699,34203,30606.34,2875.272,33481.612,45038,135.06
"MOTHERSON",5145,14054,19199,31165.339635,1960.66428,33126.003915,42947,98.8
"BHARATFORG",4971,20786,25757,29545.458,2087.49775,31632.95575,38507,1185
"TITAGARH",4154,31399,35553,26409.95548,5058.44767,31468.40315,13928,886.45
"VEDL",5909,19507,25416,29648.78687,1674.690835,31323.477705,101731,433.6
"NATIONALUM",3694,16396,20090,28560.10425,2719.34625,31279.4505,32881,206.98
"DLF",4728,15102,19830,29466.627795,1726.263,31192.890795,68189,751.7
"POLICYBZR",4364,16070,20434,27745.54118,2494.35116,30239.89234,29306,1810.1
"LAURUSLABS",1740,6825,8565,26708.49073,2141.21171,28849.70244,15421,902
"CGPOWER",4260,16740,21000,26818.58188,1976.018545,28794.600425,37963,740.3
"ABCAPITAL",2928,12732,15660,26418.16838,2269.25084,28687.41922,26320,289.7
"NTPC",5528,23704,29232,27094.99635,1343.52825,28438.5246,104283,324.7
"ZYDUSLIFE",2748,16497,19245,25555.35438,2395.31112,27950.6655,19071,1038.5
"CUMMINSIND",3134,17359,20493,24995.02546,2370.91778,27365.94324,24730,4015.1
"BANKBARODA",3740,10094,13834,25761.3288075,1328.8453425,27090.17415,64481,234.41
"JSWSTEEL",3268,21043,24311,24435.7240725,2352.6825975,26788.40667,81090,1109
"HINDALCO",2359,13965,16324,24603.7246,2155.48018,26759.20478,51217,742.5
"MUTHOOTFIN",2833,23496,26329,22896.2228825,3567.3788975,26463.60178,27824,2941
"LTIM",3071,22499,25570,23760.69159,2625.10932,26385.80091,24090,5173
"HAL",3477,26477,29954,23316.490665,2918.132325,26234.62299,107786,4454
"ASIANPAINT",3761,25084,28845,23919.5763,2068.844675,25988.420975,76749,2541.3
"INDUSINDBK",4409,15318,19727,23174.58276,1667.78486,24842.36762,99399,746
"CDSL",2988,17468,20456,22125.3376925,2559.1466225,24684.484315,37123,1548.9
"TITAN",3573,21354,24927,22835.06981,1585.3108775,24420.3806875,70633,3635
"MFSL",1837,2382,4219,23408.39016,512.13232,23920.52248,10282,1596.3
"POLYCAB",2412,13639,16051,21922.286825,1785.64335,23707.930175,20881,7210
"ONGC",4022,22521,26543,21126.4371,1570.856625,22697.293725,61471,231.8
"CHOLAFIN",2115,12544,14659,19944.0305,2056.3983125,22000.4288125,27870,1506
"DELHIVERY",2079,9536,11615,20127.7139325,1643.13191,21770.8458425,12770,463.6
"DMART",2789,14927,17716,19873.917,1829.492685,21703.409685,52922,4765
"EXIDEIND",2576,12951,15527,19869.00552,1762.50924,21631.51476,31086,426.8
"BRITANNIA",2626,13663,16289,20243.5330125,1344.0024375,21587.53545,49783,6151
"APOLLOHOSP",1967,17484,19451,19301.269925,2100.240175,21401.5101,33217,7826
"MANAPPURAM",2241,8943,11184,19744.1289,1655.2416,21399.3705,18720,292.1
"HDFCAMC",2304,11043,13347,19677.62094,1498.14864,21175.76958,23311,5650
"PNBHOUSING",3808,9210,13018,20018.10148,1008.59876,21026.70024,44676,800.6
"HDFCLIFE",2301,16484,18785,19269.88558,1601.47174,20871.35732,47881,762.35
"ADANIENT",2656,18981,21637,18490.55436,2361.95889,20852.51325,85926,2313.8
"INDHOTEL",2525,8705,11230,19583.4016,982.2584,20565.66,37973,777.1
"SUNPHARMA",3313,23795,27108,18486.074495,1631.893585,20117.96808,74670,1594
"HUDCO",2997,12422,15419,18114.9693975,1790.44443,19905.4138275,17635,215.77
"FEDERALBNK",2002,4432,6434,19218.8995,583.391,19802.2905,33661,191.7
"GODREJCP",3102,6491,9593,19169.77095,592.2431,19762.01405,25585,1249
"NAUKRI",3396,18770,22166,17393.72955,2361.9287625,19755.6583125,40644,1352
"VBL",3828,9972,13800,18697.512695,887.422655,19584.93535,51929,476
"SBILIFE",2661,15576,18237,17987.286525,1462.8127125,19450.0992375,30257,1810
"SRF",3055,10491,13546,17862.99918,1171.75246,19034.75164,25051,2926
"RECLTD",3782,11620,15402,17836.57068,1082.0773275,18918.6480075,99021,368.8
"RVNL",3902,12349,16251,17476.4173375,1256.06415,18732.4814875,36531,332.3
"ULTRACEMCO",2794,13501,16295,17662.94898,913.841805,18576.790785,60230,12562
"KALYANKJIL",2874,11794,14668,16963.402385,1570.6139225,18534.0163075,37288,501.5
"SUPREMEIND",2307,3395,5702,17820.5253625,541.1566825,18361.682045,11162,4309.9
"TATAPOWER",3066,15974,19040,17127.57284,1233.89055,18361.46339,70238,385
"SBICARD",2640,9755,12395,17200.72032,1123.98712,18324.70744,25117,820.5
"SIEMENS",4118,25066,29184,16348.7012875,1825.6589375,18174.360225,25569,3196.2
"COLPAL",3145,9073,12218,16995.33126,688.2556275,17683.5868875,35444,2401.5
"BPCL",2597,10239,12836,16293.9437475,1174.0417125,17467.98546,26219,314.95
"ADANIENSOL",2962,13605,16567,15794.9918325,1637.46063,17432.4524625,37584,795
"LTF",1558,5957,7515,16322.766141199998,1073.2475372,17396.0136784,20718,233.76
"YESBANK",2507,7024,9531,15970.14234,877.62645,16847.76879,42948,20.35
"JINDALSTEL",2446,9475,11921,15854.8108125,922.4759375,16777.28675,32456,1033
"COALINDIA",3003,14939,17942,15778.67985,859.2237,16637.90355,82442,388.75
"CANBK",2130,9081,11211,15597.77985,1039.445325,16637.225175,54997,108.1
"AUROPHARMA",2750,6894,9644,15886.927265,713.593155,16600.52042,46373,1048.2
"ADANIGREEN",2655,10922,13577,15067.44408,1500.50766,16567.95174,40701,946.5
"PGEL",3685,16696,20381,14508.01625,1878.35788,16386.37413,28862,565.4
"PNB",1838,6993,8831,15427.788,947.14,16374.928,51607,104.34
"PFC",2956,9605,12561,15232.57216,895.99861,16128.57077,70014,393
"KPITTECH",2858,14827,17685,14231.06056,1881.31952,16112.38008,14283,1242
"HINDPETRO",1891,5482,7373,15095.217915,763.425405,15858.64332,33074,389.6
"OFSS",2239,12991,15230,14142.31644,1712.5144125,15854.8308525,19283,8428
"CIPLA",2564,12380,14944,14933.383575,843.3720375,15776.7556125,48554,1551.5
"GMRAIRPORT",2252,14174,16426,13776.91398,1716.6591,15493.57308,36962,86.75
"MAXHEALTH",2444,5467,7911,14788.697595,581.3238375,15370.0214325,35110,1152.6
"POWERGRID",2632,10583,13215,14209.46198,790.81306,15000.27504,50684,284.15
"HAVELLS",1739,9486,11225,13786.423,1103.0779,14889.5009,26746,1586
"NESTLEIND",2351,9646,11997,14136.4765,737.43235,14873.90885,54327,1200.6
"BHEL",2422,7873,10295,13740.17715,1061.4137625,14801.5909125,39819,214.95
"VOLTAS",2624,9998,12622,13889.4286125,764.8225125,14654.251125,38743,1410.1
"BOSCHLTD",1344,5748,7092,13960.877565,588.3972825,14549.2748475,17280,41500
"SAIL",2204,8497,10701,13527.38819,1001.3632,14528.75139,39581,129.47
"PHOENIXLTD",2488,6059,8547,13428.891105,676.33881,14105.229915,18994,1560
"DABUR",1978,6798,8776,13494.872625,560.798,14055.670625,38077,544.5
"SYNGENE",2080,4850,6930,13356.923,546.8579,13903.7809,12969,648
"SOLARINDS",1229,8222,9451,12854.5700625,1018.8098475,13873.37991,17749,13892
"GRASIM",1867,6412,8279,13141.88645,683.812075,13825.698525,62111,2795
"APLAPOLLO",2209,4886,7095,13113.93104,542.38289,13656.31393,26632,1691
"SHRIRAMFIN",2528,8330,10858,12437.6580075,791.43009,13229.0880975,74529,594.8
"GODREJPROP",2238,8161,10399,12097.7660925,991.7773525,13089.543445,47215,1949.5
"SONACOMS",2568,6361,8929,12155.802645,806.06967,12961.872315,32602,445.65
"GAIL",2239,7753,9992,12242.79189,676.38753,12919.17942,55006,173.4
"DIVISLAB",2025,8686,10711,12237.66474,577.26443,12814.92917,39617,6005
"UNOMINDA",1711,3302,5013,12188.591305,431.71216,12620.303465,11057,1292.9
"ABB",1769,11299,13068,11389.8185625,1070.7537125,12460.572275,34538,5139.9
"HFCL",2532,5310,7842,11579.01162,689.733975,12268.745595,26253,70
"ANGELONE",1889,10062,11951,11078.2915,1138.934675,12217.226175,32384,2336.6
"TORNTPHARM",1314,3213,4527,11947.2282,244.415475,12191.643675,12612,3632.1
"LUPIN",1339,5318,6657,11150.278835,681.6240525,11831.9028875,33984,1961.9
"AUBANK",1619,4414,6033,11339.8036,467.7216,11807.5252,31915,696.55
"HINDZINC",2111,5826,7937,11286.8757225,498.510565,11785.3862875,37122,434.35
"AMBUJACEM",1864,4089,5953,11209.89555,382.987395,11592.882945,43454,567.5
"TATACONSUM",1836,7068,8904,10920.99657,601.44315,11522.43972,40889,1082.3
"JSWENERGY",2066,5342,7408,10532.4732,483.6519,11016.1251,51668,507
"IOC",1462,4757,6219,10100.8713,472.7233875,10573.5946875,26178,141.12
"FORTIS",1376,2658,4034,10096.2947525,320.80102,10417.0957725,18097,954.85
"ICICIPRULI",1788,4453,6241,9866.680665,366.3502275,10233.0308925,18598,597
"IRFC",1713,8506,10219,9159.3399,987.9516,10147.2915,17954,124.83
"JUBLFOOD",1164,2912,4076,9657.502125,391.176625,10048.67875,23344,665
"ICICIGI",1640,3005,4645,9786.7392675,250.466905,10037.2061725,21991,1835
"IGL",1495,5630,7125,8635.9394,652.8016,9288.741,10077,209.2
"BANDHANBNK",1509,2083,3592,8959.08708,259.04448,9218.13156,31936,163.5
"PIDILITIND",1098,5270,6368,8577.00555,515.12295,9092.1285,22226,3098.2
"SHREECEM",1123,3612,4735,8540.77868,341.108995,8881.887675,12077,30195
"BDL",1751,5281,7032,8186.33257,600.5953525,8786.9279225,27821,1426.9
"CROMPTON",1458,1983,3441,8520.8814,166.58334,8687.46474,27255,321.85
"UNITDSPR",1578,5797,7375,8251.08552,375.65936,8626.74488,46594,1305
"TORNTPOWER",1769,3325,5094,8304.999825,271.2707625,8576.2705875,12445,1248
"MAZDOCK",1638,9007,10645,7714.9389975,723.8513625,8438.79036,39155,2690
"BIOCON",843,4439,5282,7708.5075,717.5175,8426.025,23279,364.35
"TATATECH",1411,8856,10267,7750.74008,512.6072,8263.34728,21169,680.95
"SUZLON",1689,6596,8285,7761.5488,467.576,8229.1248,35134,57.13
"SAMMAANCAP",1286,3365,4651,7602.30583,458.56404,8060.86987,24052,136.27
"UNIONBANK",1313,2150,3463,7439.592315,286.349715,7725.94203,27836,127.72
"KEI",1018,2447,3465,7206.66856,359.7608525,7566.4294125,9451,4027.9
"MARICO",820,2473,3293,7211.30148,240.20592,7451.5074,26516,734
"PATANJALI",1329,1904,3233,7196.62287,159.52773,7356.1506,39763,1801.5
"CONCOR",1039,2516,3555,7080.995125,251.025875,7332.021,24473,542
"MANKIND",1162,3850,5012,6782.1144075,401.307255,7183.4216625,9327,2587.5
"CAMS",1117,6739,7856,6494.11257,602.54037,7096.65294,20800,3846.6
"INDIANB",1001,1708,2709,6752.0291,205.724,6957.7531,9396,670.25
"PIIND",988,2029,3017,6396.15284,210.885815,6607.038655,14394,3708
"FINNIFTY",160,33220,33380,2711.74085,3848.788892,6560.529742000001,21512,25970.4
"BLUESTARCO",1005,4103,5108,6171.63313,378.453075,6550.086205,9227,1893
"NCC",1111,2456,3567,6228.78822,302.49045,6531.27867,10373,205.73
"IIFL",840,1829,2669,6156.822705,234.614325,6391.43703,11900,441.4
"LICHSGFIN",1094,2604,3698,6150.4207,197.0037,6347.4244,42918,558.8
"PAGEIND",928,4705,5633,6154.398467999999,161.8181355,6316.2166035,20637,44300
"OBEROIRLTY",1036,3018,4054,5889.17007,335.15111,6224.32118,17143,1615.2
"LICI",949,3714,4663,5801.33547,282.47625,6083.81172,23761,874.7
"CYIENT",1058,2725,3783,5329.6144525,305.65762,5635.2720725,10770,1182
"TATACHEM",863,3106,3969,5306.530905,316.959175,5623.49008,14088,946.05
"PRESTIGE",730,1762,2492,5077.768005,234.69768,5312.465685,16307,1545
"LODHA",958,2062,3020,5090.19426,192.479805,5282.674065,25420,1172
"NBCC",740,1306,2046,4971.10835,194.60155,5165.7099,12551,102.7
"INOXWIND",934,2046,2980,4509.5901552,253.3679744,4762.9581296,20119,146.9
"PETRONET",837,1978,2815,4141.64088,167.24754,4308.88842,33922,273.7
"ALKEM",575,2793,3368,3858.5376875,262.5819125,4121.1196,16193,5335.5
"NHPC",782,1681,2463,3951.15904,167.8688,4119.02784,15013,78.64
"OIL",696,2407,3103,3858.05336,229.04616,4087.09952,11937,393
"NUVAMA",812,3160,3972,3915.41307,163.6749375,4079.0880075,6079,6377.5
"IRCTC",597,3098,3695,3734.92735,235.69385,3970.6212,29182,713
"DALBHARAT",472,1173,1645,3703.1358975,130.882375,3834.0182725,11983,2410.5
"BANKINDIA",608,742,1350,3588.50648,72.6128,3661.11928,14369,112.8
"IEX",597,2946,3543,3216.3885,361.701,3578.0895,19036,142.81
"PPLPHARMA",674,1479,2153,3363.638,139.19025,3502.82825,8500,198.3
"360ONE",608,2657,3265,3183.62375,178.7548,3362.37855,10998,1040.3
"IREDA",590,1747,2337,2963.39475,139.18473,3102.57948,15392,145.46
"KFINTECH",594,855,1449,2932.853535,87.812955,3020.66649,6593,1097.9
"RBLBANK",315,172,487,2745.697455,22.6882325,2768.3856875,34152,273
"NIFTYNXT50",143,500,643,2418.0831275,86.5424275,2504.625555,1202,67494.75
