"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",90812,325101224,325192036,1766645.7541875,6351600.374505,8118246.1286925,8577761,25843.15
"BANKNIFTY",35175,5120981,5156156,716287.23369,442469.7687515,1158757.0024414998,1451332,58033.2
"ICICIBANK",66779,310698,377477,656869.43847,23703.63576,680573.07423,254370,1393
"RELIANCE",84069,776162,860231,614941.8951,58251.6452,673193.5403,428779,1467.9
"HDFCBANK",39375,223542,262917,436854.69553,20721.11382,457575.80935,260234,1003.6
"FEDERALBNK",28468,178643,207111,321355.8825,27411.058,348766.9405,50992,227.9
"SBIN",42213,392295,434508,286687.303725,24842.77095,311530.074675,249491,907
"AUBANK",30312,190433,220745,258888.4078,24731.5941,283620.0019,47982,866.45
"AXISBANK",34871,168525,203396,267107.3883125,10886.627625,277994.0159375,209794,1225
"DIXON",29051,318429,347480,238732.91485,25920.30698,264653.22183,113869,16115
"INDUSINDBK",45000,165588,210588,238908.76387,14542.91412,253451.67799,122929,758.5
"INFY",39972,291337,331309,229657.54944,13132.1168,242789.66624,400894,1462.7
"IDFCFIRSTB",27874,93141,121015,195841.0267625,11471.9033975,207312.93016,72572,76.85
"KOTAKBANK",21246,85377,106623,189200.91584,8481.91548,197682.83132,128270,2206.9
"BHARTIARTL",18400,170138,188538,178569.60589,11877.19944,190446.80533,163436,2050
"MIDCPNIFTY",7739,443109,450848,143967.10584200002,44411.578861999995,188378.684704,167256,13236.1
"PNB",16638,105965,122603,156399.9224,16506.948,172906.8704,65982,118.34
"TCS",28597,253228,281825,150772.8679975,11593.762775,162366.6307725,384182,3016.3
"HINDALCO",14176,35249,49425,155802.44204,3968.37476,159770.8168,67978,787.35
"IDEA",24259,15970,40229,153422.97444,4966.45467,158389.42911,144241,8.98
"JIOFIN",17721,84732,102453,130846.75826,8879.593675,139726.351935,116965,311
"MCX",10571,112381,122952,122116.549775,15600.43375,137716.983525,78295,9200
"CIPLA",19873,149045,168918,120944.5764,9692.3286375,130636.9050375,72784,1643
"CANBK",13664,62471,76135,118307.565225,8957.836575,127265.4018,71564,127.84
"ETERNAL",13676,75401,89077,113167.1549,6933.5117425,120100.6666425,162007,338.45
"BANKBARODA",13702,64010,77712,108279.097875,7765.8267375,116044.9246125,73078,271.5
