"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",35921,10703814,10739735,681440.5764,508311.2724075,1189751.8488075,6565675,25179.95
"BANKNIFTY",16237,1918745,1934982,292923.9478675,100885.75104549999,393809.69891300006,1890298,56623.6
"INFY",14377,27083,41460,91981.62944,1504.91028,93486.53972,252846,1592.1
"BEL",7075,37357,44432,84708.462375,5362.804815,90071.26719,92814,417.5
"INDIGO",9331,45901,55232,79442.80215,4670.241915,84113.044065,104921,5649
"HDFCBANK",7092,40934,48026,76644.87039,2543.053865,79187.924255,303690,1966.5
"NTPC",15658,29674,45332,76402.2543,1618.94415,78021.19845,145874,322.45
"HAL",9398,71491,80889,69957.96909,3879.740925,73837.710015,177294,4930.1
"SBIN",11683,62266,73949,70516.114725,3235.751925,73751.86665,291800,803.65
"ICICIBANK",6990,19395,26385,70127.31418,1125.52713,71252.84131,231719,1426.5
"BSE",5880,57436,63316,62065.929,8049.337575,70115.266575,128603,2792.8
"ADANIPORTS",10078,76872,86950,61735.554845,4716.83408,66452.388925,112859,1409.3
"RELIANCE",7772,65475,73247,57364.06925,3463.41425,60827.4835,357639,1467
"MIDCPNIFTY",2558,212725,215283,43790.20654399999,12262.621662000001,56052.828206000006,198444,13158.5
"HINDPETRO",5727,21925,27652,47768.805135,2972.3924025,50741.1975375,41816,410.05
"AXISBANK",6213,31937,38150,47977.466375,1560.08475,49537.551125,172474,1232.6
"BAJFINANCE",4913,24503,29416,44680.592175,2270.372725,46950.9649,184267,926
"LT",7716,33582,41298,44953.95064,1275.453365,46229.404005,171067,3655.9
"DIXON",5779,61850,67629,42251.49021,3407.539785,45659.029995,127075,14497
"MCX",4599,45739,50338,41169.4930625,4257.4742175,45426.96728,78400,8112
"BHARTIARTL",4447,31143,35590,41275.947795,1566.81923,42842.767025,178362,1950
"M&M",6385,57009,63394,38188.44153,2705.5813275,40894.0228575,177901,3195
"TATAMOTORS",8794,49444,58238,38860.60808,2004.216065,40864.824145,308689,680
"KPITTECH",7468,13069,20537,39610.24572,858.62772,40468.87344,20724,1328.7
"CANBK",5115,14387,19502,38241.024075,1583.186175,39824.21025,73766,111.26
"TCS",6398,30349,36747,38434.455325,1201.1195875,39635.5749125,239190,3425
"ADANIENT",4785,22440,27225,36227.20458,1592.7036,37819.90818,127610,2511
"KOTAKBANK",4100,19339,23439,36295.9666,1145.65124,37441.61784,107836,2200.5
"TITAGARH",5894,15547,21441,35384.7362,1300.86285,36685.59905,21761,903.5
"ONGC",6839,34567,41406,35285.0836725,1330.6568775,36615.74055,133997,246.47
"TITAN",5731,14776,20507,35741.1942475,657.672505,36398.8667525,104023,3549.4
"DLF",4909,20044,24953,35062.74915,1273.410765,36336.159915,85576,863.25
"ITC",5062,10175,15237,33967.39232,563.94176,34531.33408,140582,417.85
"ASIANPAINT",6394,25212,31606,32964.88403,804.94172,33769.82575,136621,2291.6
"PNB",3810,12595,16405,32392.0464,1175.46,33567.5064,63979,106.59
"TRENT",4980,54287,59267,30647.85758,2574.54308,33222.40066,126657,6100.5
"IOC",3947,19335,23282,27932.185125,1870.4287875,29802.6139125,47045,143.89
"MARUTI",4201,30098,34299,26889.630805,779.114135,27668.74494,154512,12789
"ETERNAL",4754,10510,15264,26735.3205725,680.438265,27415.7588375,150580,257.45
"BHEL",3657,11277,14934,24817.5057375,1017.80595,25835.3116875,45566,259.4
"SBICARD",3163,6235,9398,24582.74464,425.77544,25008.52008,33067,968.65
"CDSL",3235,21203,24438,22652.0807525,1672.636565,24324.7173175,77888,1738.4
"PAYTM",3837,7549,11386,23590.6951225,723.77521,24314.4703325,77294,889.6
"BPCL",3662,25002,28664,22375.456875,1937.8548525,24313.3117275,48651,322.6
"NAUKRI",4236,1732,5968,24027.4184625,121.649775,24149.0682375,39117,1506.3
"TECHM",2322,3577,5899,23640.88176,259.93344,23900.8152,47993,1687.1
"HINDUNILVR",3188,9268,12456,22016.28858,415.18158,22431.47016,119549,2288.4
"COFORGE",3056,9430,12486,21388.0609125,924.188025,22312.2489375,62910,1844
"CHOLAFIN",2171,3762,5933,21817.224125,392.555,22209.779125,34777,1605.1
"JIOFIN",3510,25890,29400,20649.67797,1545.620105,22195.298075,105830,300.9
"HINDALCO",2231,6651,8882,20955.79836,569.78082,21525.57918,61407,667.4
"BAJAJFINSV",2013,11862,13875,20426.0211,824.38,21250.4011,71279,2014
"ULTRACEMCO",3406,31809,35215,19895.780635,1339.71897,21235.499605,97318,11713
"TVSMOTOR",2081,5601,7682,20640.87858,564.854325,21205.732905,40830,2827
"IDEA",5769,3293,9062,19911.5934475,731.8061225,20643.39957,149797,6.76
"PAGEIND",2813,11436,14249,19805.6841585,597.0914745,20402.775633,17561,46475
"AARTIIND",3666,10575,14241,19565.0586375,650.5544275,20215.613065,28840,465.2
"INDUSINDBK",3747,17606,21353,18812.75935,935.37479,19748.13414,157590,842.7
"BANKBARODA",2681,9735,12416,18742.067955,892.87614,19634.944095,65960,239.5
"HEROMOTOCO",2965,9386,12351,18862.133055,612.267795,19474.40085,79306,4277.1
"RECLTD",3863,10854,14717,17672.2572,779.740905,18451.998105,123426,404
"VEDL",3460,10630,14090,17845.92333,558.18355,18404.10688,121121,447.6
"OIL",3070,10373,13443,17028.539945,698.90835,17727.448295,29409,453.9
"TATASTEEL",1987,6878,8865,16920.9909,572.71775,17493.70865,74149,153.98
"HCLTECH",2831,10031,12862,17085.08494,371.581665,17456.666605,75837,1715
"MAZDOCK",2754,14878,17632,15923.3683,797.084925,16720.453225,53796,3287.9
"WIPRO",1985,5997,7982,15911.2329,483.3222,16394.5551,56217,266.99
"UNIONBANK",2413,4868,7281,15832.8256725,535.5705825,16368.396255,28486,147.58
"DMART",2457,9857,12314,15933.123405,413.08734,16346.210745,50592,4287.3
