strike,symbol_ce,ce_token,ce_ltp,ce_oi,ce_volume,symbol_pe,pe_token,pe_ltp,pe_oi,pe_volume
4700,EICHERMOT25SEP4700CE,21734658.0,1485.0,,,EICHERMOT25SEP4700PE,21734914.0,2.05,,
5000,EICHERMOT25SEP5000CE,21736194.0,1219.0,,,,,,,
5100,EICHERMOT25SEP5100CE,21736706.0,1115.0,,,EICHERMOT25SEP5100PE,21736962.0,2.65,,
5200,EICHERMOT25SEP5200CE,21737218.0,1030.0,,,EICHERMOT25SEP5200PE,21737474.0,2.15,,
5300,EICHERMOT25OCT5300CE,21306882.0,0.0,,,EICHERMOT25OCT5300PE,21307138.0,0.0,,
5350,,,,,,EICHERMOT25SEP5350PE,21242114.0,4.5,,
5400,EICHERMOT25NOV5400CE,20603906.0,0.0,,,EICHERMOT25NOV5400PE,20604162.0,0.0,,
5450,,,,,,EICHERMOT25SEP5450PE,21242626.0,8.1,,
5500,EICHERMOT25OCT5500CE,21307906.0,0.0,,,EICHERMOT25OCT5500PE,21308162.0,0.0,,
5550,EICHERMOT25OCT5550CE,20577794.0,0.0,,,EICHERMOT25OCT5550PE,20578050.0,0.0,,
5600,EICHERMOT25NOV5600CE,20604930.0,0.0,,,EICHERMOT25NOV5600PE,20605186.0,0.0,,
5650,EICHERMOT25OCT5650CE,20578306.0,0.0,,,EICHERMOT25OCT5650PE,20578562.0,0.0,,
5700,EICHERMOT25NOV5700CE,20605442.0,0.0,,,EICHERMOT25NOV5700PE,20615426.0,0.0,,
5750,EICHERMOT25OCT5750CE,20578818.0,0.0,,,EICHERMOT25OCT5750PE,20579074.0,0.0,,
5800,EICHERMOT25NOV5800CE,20615682.0,0.0,,,EICHERMOT25NOV5800PE,20615938.0,0.0,,
5850,EICHERMOT25OCT5850CE,20579330.0,0.0,,,EICHERMOT25OCT5850PE,20579586.0,0.0,,
5900,EICHERMOT25NOV5900CE,20616194.0,0.0,,,EICHERMOT25NOV5900PE,20616450.0,0.0,,
5950,EICHERMOT25OCT5950CE,20579842.0,0.0,,,EICHERMOT25OCT5950PE,20580098.0,0.0,,
6000,EICHERMOT25NOV6000CE,20616706.0,0.0,,,EICHERMOT25NOV6000PE,20617474.0,0.0,,
6050,EICHERMOT25OCT6050CE,20580354.0,0.0,,,EICHERMOT25OCT6050PE,20580610.0,0.0,,
6100,EICHERMOT25NOV6100CE,20617730.0,0.0,,,EICHERMOT25NOV6100PE,20617986.0,0.0,,
6150,EICHERMOT25OCT6150CE,20580866.0,0.0,,,EICHERMOT25OCT6150PE,20581122.0,0.0,,
6200,EICHERMOT25NOV6200CE,20618242.0,0.0,,,EICHERMOT25NOV6200PE,20618498.0,0.0,,
6250,EICHERMOT25OCT6250CE,20581890.0,0.0,,,EICHERMOT25OCT6250PE,20582146.0,0.0,,
6300,EICHERMOT25NOV6300CE,20618754.0,0.0,,,EICHERMOT25NOV6300PE,20620034.0,0.0,,
6350,EICHERMOT25OCT6350CE,20582402.0,0.0,,,EICHERMOT25OCT6350PE,20582658.0,0.0,,
6400,EICHERMOT25NOV6400CE,20622338.0,0.0,,,EICHERMOT25NOV6400PE,20623106.0,0.0,,
6450,EICHERMOT25OCT6450CE,20582914.0,0.0,,,EICHERMOT25OCT6450PE,20583170.0,0.0,,
6500,EICHERMOT25NOV6500CE,20623362.0,0.0,,,EICHERMOT25NOV6500PE,20623618.0,0.0,,
6550,EICHERMOT25OCT6550CE,20583426.0,0.0,,,EICHERMOT25OCT6550PE,20583682.0,0.0,,
6600,EICHERMOT25NOV6600CE,20626434.0,0.0,,,EICHERMOT25NOV6600PE,20626690.0,0.0,,
6650,EICHERMOT25OCT6650CE,20583938.0,0.0,,,EICHERMOT25OCT6650PE,20584194.0,0.0,,
6700,EICHERMOT25OCT6700CE,21314050.0,0.0,,,EICHERMOT25OCT6700PE,21314306.0,0.0,,
6800,EICHERMOT25NOV6800CE,20641794.0,0.0,,,EICHERMOT25NOV6800PE,20642050.0,0.0,,
6900,EICHERMOT25OCT6900CE,21315074.0,0.0,,,EICHERMOT25OCT6900PE,21315330.0,0.0,,
7000,EICHERMOT25NOV7000CE,20666114.0,0.0,,,EICHERMOT25NOV7000PE,20666370.0,0.0,,
