strike,symbol_ce,ce_token,ce_ltp,ce_oi,ce_volume,symbol_pe,pe_token,pe_ltp,pe_oi,pe_volume
10600,,,,,,MARUTI25SEP10600PE,28627202,3.6,,
11000,MARUTI25SEP11000CE,28636162.0,3790.0,,,MARUTI25SEP11000PE,28642818,5.55,,
11400,,,,,,MARUTI25SEP11400PE,28648194,5.3,,
12000,MARUTI25SEP12000CE,28653058.0,2795.0,,,MARUTI25SEP12000PE,28653314,6.55,,
12200,,,,,,MARUTI25SEP12200PE,28653826,5.1,,
12400,,,,,,MARUTI25SEP12400PE,28654338,11.0,,
12500,MARUTI25SEP12500CE,27635458.0,2320.0,,,MARUTI25SEP12500PE,27635714,7.75,,
12600,,,,,,MARUTI25SEP12600PE,28654850,11.0,,
12700,MARUTI25SEP12700CE,27635970.0,1730.0,,,MARUTI25SEP12700PE,27636226,9.85,,
12800,MARUTI25NOV12800CE,26118402.0,0.0,,,MARUTI25NOV12800PE,26118658,0.0,,
12900,MARUTI25SEP12900CE,27636482.0,1882.3,,,MARUTI25SEP12900PE,27636738,14.7,,
13000,MARUTI25OCT13000CE,27707906.0,0.0,,,MARUTI25OCT13000PE,27708162,0.0,,
13100,,,,,,MARUTI25SEP13100PE,27637250,17.1,,
13200,MARUTI25NOV13200CE,26120194.0,0.0,,,MARUTI25NOV13200PE,26120450,0.0,,
13300,MARUTI25SEP13300CE,27637506.0,1515.0,,,MARUTI25SEP13300PE,27637762,22.55,,
13400,MARUTI25OCT13400CE,27708930.0,0.0,,,MARUTI25OCT13400PE,27709186,0.0,,
13500,MARUTI25SEP13500CE,27638530.0,1440.0,,,MARUTI25SEP13500PE,27638786,29.7,,
13600,MARUTI25NOV13600CE,26131458.0,0.0,,,MARUTI25NOV13600PE,26131714,0.0,,
13700,MARUTI25OCT13700CE,26051842.0,0.0,,,MARUTI25OCT13700PE,26053634,0.0,,
13800,MARUTI25NOV13800CE,26132482.0,0.0,,,MARUTI25NOV13800PE,26132738,0.0,,
13900,MARUTI25OCT13900CE,26053890.0,0.0,,,MARUTI25OCT13900PE,26054914,0.0,,
14000,MARUTI25NOV14000CE,26136066.0,0.0,,,MARUTI25NOV14000PE,26136322,0.0,,
14100,MARUTI25OCT14100CE,26055682.0,0.0,,,MARUTI25OCT14100PE,26056194,0.0,,
14200,MARUTI25NOV14200CE,26136578.0,0.0,,,MARUTI25NOV14200PE,26136834,0.0,,
14300,MARUTI25OCT14300CE,26057218.0,0.0,,,MARUTI25OCT14300PE,26071810,0.0,,
14400,MARUTI25NOV14400CE,26137090.0,0.0,,,MARUTI25NOV14400PE,26137346,0.0,,
14500,MARUTI25OCT14500CE,26077186.0,0.0,,,MARUTI25OCT14500PE,26078466,317.0,,
14600,MARUTI25NOV14600CE,26137602.0,0.0,,,MARUTI25NOV14600PE,26137858,0.0,,
14700,MARUTI25OCT14700CE,26078722.0,0.0,,,MARUTI25OCT14700PE,26082562,0.0,,
14800,MARUTI25NOV14800CE,26138114.0,0.0,,,MARUTI25NOV14800PE,26138370,0.0,,
14900,MARUTI25OCT14900CE,26082818.0,0.0,,,MARUTI25OCT14900PE,26088450,0.0,,
15000,MARUTI25NOV15000CE,26138626.0,0.0,,,MARUTI25NOV15000PE,26138882,0.0,,
15100,MARUTI25OCT15100CE,26088706.0,0.0,,,MARUTI25OCT15100PE,26088962,0.0,,
15200,MARUTI25NOV15200CE,26139138.0,0.0,,,MARUTI25NOV15200PE,26139394,0.0,,
15300,MARUTI25OCT15300CE,26089218.0,0.0,,,MARUTI25OCT15300PE,26089474,0.0,,
15400,MARUTI25NOV15400CE,26139650.0,0.0,,,MARUTI25NOV15400PE,26139906,0.0,,
15500,MARUTI25OCT15500CE,26089730.0,0.0,,,MARUTI25OCT15500PE,26089986,0.0,,
15600,MARUTI25NOV15600CE,26140162.0,0.0,,,MARUTI25NOV15600PE,26140418,0.0,,
15700,MARUTI25OCT15700CE,26090242.0,0.0,,,MARUTI25OCT15700PE,26090498,0.0,,
15800,MARUTI25NOV15800CE,26140674.0,0.0,,,MARUTI25NOV15800PE,26140930,0.0,,
15900,MARUTI25OCT15900CE,26090754.0,0.0,,,MARUTI25OCT15900PE,26091010,0.0,,
16000,MARUTI25NOV16000CE,26141186.0,0.0,,,MARUTI25NOV16000PE,26142978,0.0,,
16200,MARUTI25OCT16200CE,9928962.0,0.0,,,MARUTI25OCT16200PE,9929730,0.0,,
16400,MARUTI25NOV16400CE,26143746.0,0.0,,,MARUTI25NOV16400PE,26144002,0.0,,
16600,MARUTI25OCT16600CE,11716610.0,0.0,,,MARUTI25OCT16600PE,11716866,0.0,,
16800,MARUTI25NOV16800CE,26144770.0,0.0,,,MARUTI25NOV16800PE,26145026,0.0,,
