,ret,bin
2015-06-03,-0.01489842704545441,-1
2015-06-22,0.010990025923666602,1
2015-07-16,-0.028699857725378086,-1
2015-07-27,0.02055371479189083,1
2015-08-21,-0.05915098088055637,-1
2015-08-24,0.017921653900947687,1
2015-09-02,-0.020500219685434806,-1
2015-09-14,-0.0004763568230176096,-1
2015-10-05,0.007414456512339296,1
2015-11-05,-0.021632980338146646,-1
2015-12-09,0.018180611145326875,1
2015-12-28,-0.016889282765076175,-1
2016-01-07,-0.01724297442857292,-1
2016-01-20,0.01548033240508695,1
2016-01-29,-0.014279009564142409,-1
2016-02-10,-0.033170737582998266,-1
2016-03-02,0.02211331549316342,1
2016-03-21,0.004432605684369095,1
2016-04-13,0.0005859038985747134,1
2016-05-04,0.020696680621331343,1
2016-05-26,0.018501458523663583,1
2016-07-04,0.01796141372488691,1
2016-07-25,-0.009790899055129643,-1
2016-09-06,-0.025427752501956835,-1
2016-09-29,0.017092927033318883,1
2016-11-03,-0.022233529517853845,-1
2016-11-15,-0.022118912164001747,-1
2016-11-30,-0.016742682875858672,-1
2016-12-22,0.015603263334993178,1
2016-12-30,0.0061386793226025915,1
2017-01-24,0.014977960574563243,1
2017-02-06,-0.0026189835529875083,-1
2017-03-14,0.0023109937273027015,1
2017-04-25,-0.00228867745272332,-1
2017-05-26,0.008337589317138017,1
2017-07-10,0.012347740829969034,1
2017-07-31,-0.009779580286753964,-1
2017-08-10,-0.011145357329243155,-1
2017-09-11,0.008694739852208588,1
2017-09-25,-0.013861557724375695,-1
2017-10-10,0.015024533122908856,1
2017-10-25,0.0140986363875224,1
2017-11-15,0.009557197007243445,1
2017-11-27,-0.016635335495198245,-1
2017-12-01,0.014211957232238559,1
2017-12-11,-0.012526319812783071,-1
2017-12-22,-0.004841304173020089,-1
2018-01-15,0.014257755483120915,1
2018-01-23,-0.0291509676591708,-1
2018-02-02,-0.00874020111347329,-1
2018-02-07,-0.009382706659056828,-1
2018-03-06,0.01679638906505354,1
2018-03-13,-0.022221402190521156,-1
2018-03-19,0.011645224230378615,1
2018-04-05,0.012929593754025692,1
2018-04-24,0.011776510535284723,1
2018-05-21,0.016350204162817406,1
2018-05-31,-0.010026907849484124,-1
2018-07-10,0.005750320428646427,1
2018-07-27,0.009642368233522713,1
2018-08-20,0.012136706153829557,1
2018-09-10,-0.013166488710376734,-1
2018-09-19,-0.02376187567878718,-1
2018-09-28,-0.03030069113297218,-1
2018-10-04,-0.026681114672028716,-1
2018-10-05,0.013924306456475799,1
2018-10-15,-0.019876356272294893,-1
2018-10-19,-0.015213203504746309,-1
2018-10-26,0.022018904224825553,1
2018-10-31,0.016020680192081915,1
2018-11-16,-0.014552263809913812,-1
2018-11-29,-0.023718290408153986,-1
2018-12-06,0.0128711709316629,1
2018-12-13,0.016285890644146317,1
2018-12-24,0.018418004466169702,1
2019-01-21,-0.011891205774572922,-1
2019-01-28,0.015888908622883502,1
2019-02-05,0.011715428033110209,1
2019-02-14,-0.013186258940535489,-1
2019-02-25,0.015891434530251658,1
2019-03-11,0.011922438828049886,1
2019-03-18,0.009404809098656708,1
2019-04-01,-0.006208694968119266,-1
2019-05-07,-0.012041345863927244,-1
2019-05-13,0.023227982165352712,1
2019-05-20,-0.014473839774480579,-1
2019-05-30,0.011941286081244229,1
2019-06-17,0.01367353949647443,1
2019-07-04,-0.011350334557515662,-1
2019-07-08,0.011151903775648675,1
2019-07-22,-0.01383723161035555,-1
2019-08-01,-0.010692203153460866,-1
2019-08-22,0.02946557104181391,1
2019-08-26,-0.02350811667122077,-1
2019-09-03,0.013734133426185124,1
2019-09-13,-0.023320973658144672,-1
2019-09-19,0.05319112930777714,1
2019-09-20,0.028915576657539077,1
2019-09-23,-0.013792865408017163,-1
2019-10-03,-0.016581192272847822,-1
2019-10-15,0.013829686601560143,1
2019-10-29,0.013103602780309753,1
2019-11-25,-0.004584293146288387,-1
2019-12-10,0.0193897505576599,1
2019-12-17,0.006641989698931372,1
2020-01-06,0.018581644332903435,1
2020-01-13,-0.012952637999141259,-1
2020-01-28,-0.028857431252900412,-1
2020-02-03,0.02321082268667074,1
2020-02-05,-0.0035859084002394237,-1
2020-02-24,-0.012756385416169636,-1
2020-02-28,-0.018952378395116876,-1
2020-03-06,-0.048956043335951605,-1
2020-03-09,-0.08240959757659228,-1
2020-03-12,0.03806507612689369,1
2020-03-13,-0.07612100106679087,-1
2020-03-16,-0.02504518409052825,-1
2020-03-18,0.032667012682466856,1
2020-03-20,-0.12980466070471242,-1
2020-03-23,0.09297981135639444,1
2020-03-25,0.038904356430389475,1
2020-03-26,-0.0417002444951855,-1
2020-03-30,0.061718927442786065,1
2020-03-31,-0.059777290025006535,-1
2020-04-01,0.06523060933937752,1
2020-04-07,0.05397395352081524,1
2020-04-09,0.016456415492017262,1
2020-04-17,0.0016780213869480587,1
2020-04-21,0.044475022031628786,1
2020-04-23,0.0586220570438547,1
2020-04-29,-0.032883692831068956,-1
2020-04-30,-0.05744483901313502,-1
2020-05-04,-0.016221014687684887,-1
2020-05-18,0.05572778684866697,1
2020-05-21,0.042152324982841494,1
2020-05-27,0.0548795414461527,1
2020-06-01,0.0077191582013000914,1
2020-06-05,-0.032384670179620545,-1
2020-06-15,0.043887645509919304,1
2020-06-18,0.03759044305849213,1
2020-06-23,0.013021641617324109,1
2020-07-03,0.018416531285519788,1
2020-07-17,0.028779914543504592,1
2020-07-23,-0.028875397803723835,-1
2020-08-03,0.028329243849949615,1
2020-08-06,0.004191838244359536,1
2020-08-24,0.005319867872006112,1
2020-09-04,0.009370178621803449,1
2020-09-16,-0.03050527646122092,-1
2020-09-21,-0.03955362250959438,-1
2020-09-24,0.022645788482354545,1
2020-09-28,0.024564558562221173,1
2020-10-05,0.020472297895568703,1
2020-10-08,0.0032489646106861336,1
2020-10-15,0.02202851711249143,1
2020-10-30,0.022856077823030008,1
2020-11-05,0.028113991030833674,1
2020-11-09,0.023120089434930602,1
2020-11-11,0.013906793727829658,1
2020-11-24,0.015580013096483603,1
2020-12-03,0.016891372918691916,1
2020-12-09,0.017107583061338083,1
2020-12-18,-0.0314049525779333,-1
2020-12-21,0.020460011010909662,1
2020-12-23,0.020005778484994297,1
2020-12-28,0.018719559413569842,1
2021-01-05,0.02008873551885637,1
2021-01-11,0.007290399169816553,1
2021-01-18,0.016794730817062842,1
2021-01-20,-0.01862788592796305,-1
2021-01-22,-0.02813826840108047,-1
2021-01-27,-0.023833928091999246,-1
2021-01-29,0.047423511101338356,1
2021-02-01,0.02567357148195737,1
2021-02-02,0.031946682126842596,1
2021-02-05,0.026162131786354514,1
2021-02-15,-0.021740562405159536,-1
2021-02-19,-0.020428174591586412,-1
2021-02-22,0.020871222538692447,1
2021-02-24,-0.030226245452876777,-1
2021-02-26,0.02683909301411158,1
2021-03-02,0.021884698711632122,1
2021-03-03,-0.02016975441299851,-1
2021-03-05,-0.0005756829583331013,-1
2021-03-17,-0.02692693032012572,-1
2021-03-25,0.03631433410109053,1
2021-03-30,-0.0006904635381177471,-1
2021-04-12,0.01891231757265932,1
2021-04-16,-0.021990185105191018,-1
2021-04-20,0.024946798097259304,1
2021-04-27,0.01160854485617624,1
2021-05-04,0.02253305215914181,1
2021-05-07,0.006746204238961662,1
2021-05-18,0.021680475355533524,1
2021-05-24,0.025339334532587854,1
2021-05-31,0.009943668484137858,1
2021-06-15,-0.0005608576728578507,-1
2021-07-20,0.01432630298608073,1
2021-08-03,0.014484781589510609,1
2021-08-13,-0.0019753278397863783,-1
2021-08-30,0.011880446175423387,1
2021-09-02,0.007029670037630886,1
2021-09-15,0.0173236039678224,1
2021-09-23,-0.011490737341581458,-1
2021-10-01,0.016555393525919504,1
2021-10-05,0.019046318593563427,1
2021-10-11,0.012025041340500975,1
2021-10-14,-0.012195641481859476,-1
2021-10-21,-0.017650338389032072,-1
2021-10-28,0.011832772753363585,1
2021-11-08,-0.016810977464512877,-1
2021-11-18,-0.019603372100156835,-1
2021-11-22,-0.022398324869236985,-1
2021-11-26,0.022036372179222052,1
2021-12-02,-0.01177768586739425,-1
2021-12-06,0.015636548581649423,1
2021-12-08,-0.014215979586141736,-1
2021-12-15,-0.013715561250383757,-1
2021-12-20,0.020539659811884325,1
2021-12-22,0.01638415931456394,1
2021-12-28,0.02277279205895577,1
2022-01-03,0.016995114777139886,1
2022-01-05,0.016016491227458518,1
2022-01-11,0.013976135545463286,1
2022-01-19,-0.01790850873012584,-1
2022-01-21,-0.02656790518738339,-1
2022-01-24,0.024943000492350098,1
2022-02-01,-0.02066638835017698,-1
2022-02-07,0.01453508723060648,1
2022-02-10,-0.043340642176034616,-1
2022-02-14,0.03025912638397754,1
2022-02-15,-0.014997882818685304,-1
2022-02-23,-0.04778103847083648,-1
2022-02-24,0.025261660109649586,1
2022-02-25,-0.024795344784872442,-1
2022-03-03,-0.03848335776409195,-1
2022-03-07,0.03039744356423535,1
2022-03-09,0.0174422460325645,1
2022-03-11,0.02073909045319966,1
2022-03-16,0.018361988356508263,1
2022-03-17,-0.00376297739117859,-1
2022-03-30,0.03172605206949264,1
2022-04-04,-0.022923637676030784,-1
2022-04-07,-0.026412259382491143,-1
2022-04-13,-0.017281188010147552,-1
2022-04-18,0.004157554684121045,1
2022-04-21,-0.025220519098741123,-1
2022-04-25,0.01717013297279779,1
2022-04-28,-0.032905160968964564,-1
2022-05-04,-0.015970500288619238,-1
2022-05-09,-0.03029408448787263,-1
2022-05-12,0.028548823677093882,1
2022-05-17,-0.02767028220568246,-1
2022-05-19,0.028891038794289337,1
2022-05-20,0.02429892694388225,1
2022-05-27,0.018893205092962884,1
2022-05-30,-0.018314810488360922,-1
2022-06-08,-0.03557353362628968,-1
2022-06-10,-0.026379749115209128,-1
2022-06-13,-0.026232425385622204,-1
2022-06-16,0.018111284870852673,1
2022-06-21,0.007241604305597393,1
2022-06-24,0.00866917906110154,1
2022-07-06,0.018055272663755728,1
2022-07-14,0.021322357981758522,1
2022-07-18,0.014887711360076272,1
2022-07-21,0.019532955503530403,1
2022-07-28,0.024244588256399524,1
2022-08-01,0.018393788044432036,1
2022-08-11,0.016153236310096908,1
2022-08-17,-0.025275549618958726,-1
2022-08-22,0.015356822454076546,1
2022-08-29,0.02578426378902554,1
2022-08-30,0.004169580156172525,1
2022-09-09,0.013272950794985139,1
2022-09-16,0.016279894984232657,1
2022-09-20,-0.027441262365817676,-1
2022-09-23,-0.017951321762256445,-1
2022-09-26,0.015161932274039724,1
2022-09-30,0.013890623352220244,1
2022-10-04,-0.016831361435803438,-1
2022-10-11,0.019327524863787193,1
2022-10-17,0.014565118943206334,1
2022-10-24,0.015873508946322,1
2022-10-31,0.0008882868663446786,1
2022-11-11,-0.010340768954191337,-1
2022-11-24,0.014837076503358748,1
2022-11-30,-0.013953786204580765,-1
2022-12-09,-0.012304943296693405,-1
2022-12-16,-0.025299645232360835,-1
2022-12-22,-0.01768316025411787,-1
2022-12-23,0.011669632893506865,1
2022-12-27,-0.015047818023300574,-1
2023-01-06,0.013536251708490266,1
2023-01-18,-0.015050653937532799,-1
2023-01-25,-0.016074246906178757,-1
2023-01-27,0.014184061178950103,1
2023-02-09,-0.002730027552419134,-1
2023-02-22,-0.014261551378190074,-1
2023-03-03,-0.010312925614102575,-1
2023-03-10,-0.014851035931626178,-1
2023-03-14,-0.005764728397452679,-1
2023-03-31,0.011365416048618293,1
2023-04-11,-0.005543862572513603,-1
2023-04-27,0.012983474745069667,1
2023-05-04,-0.010232406865540389,-1
2023-05-15,-0.011799629541206613,-1
2023-05-26,0.005108287696347524,1
2023-06-16,-0.00852544353553597,-1
2023-06-28,0.01143527476356887,1
2023-07-03,0.00904383701605127,1
2023-07-17,0.01358099898714471,1
2023-07-24,-0.007411358125493983,-1
2023-08-03,0.011126523607572159,1
2023-08-18,-0.0002123033374711314,-1
2023-09-04,0.010151673019796581,1
2023-09-08,0.008900143420050854,1
2023-09-14,-0.010033239782383574,-1
2023-09-20,-0.007991939166498319,-1
2023-09-28,-0.0005737261628534496,-1
2023-10-11,-0.00942138694764516,-1
2023-10-23,-0.008277236732921023,-1
2023-10-26,0.010075700327460302,1
2023-10-30,-0.007928049198475784,-1
2023-11-06,0.01358451549963302,1
2023-11-15,0.010889204999488866,1
2023-11-29,0.008523868941991974,1
2023-12-04,0.01212843107801409,1
2023-12-08,0.010171908788596529,1
2023-12-14,0.012932779200891975,1
2023-12-15,-0.014284615465138928,-1
2023-12-20,0.00942073679477562,1
2023-12-26,0.0099527499207277,1
2023-12-28,-0.01200023962634078,-1
2024-01-12,0.009267074694848665,1
2024-01-17,-0.015443594555212159,-1
2024-01-23,0.02348526328121814,1
