,ret,bin
2015-07-08,-0.020365623526389265,-1
2015-07-21,-0.042556118004207,-1
2015-08-12,0.004237927970633271,1
2015-08-24,-0.008470399849216603,-1
2015-09-24,-0.03068702737649509,-1
2015-10-01,-0.033971250505504424,-1
2015-10-13,0.033568177435089996,1
2015-10-28,-0.02627482126967262,-1
2015-11-16,-0.055730109851678145,-1
2015-11-30,-0.025002305435590566,-1
2015-12-16,0.00812160229805814,1
2016-01-14,0.004104163351646983,1
2016-02-09,-0.02618171373290612,-1
2016-03-02,0.019463654641643124,1
2016-03-23,0.029723757593126843,1
2016-04-08,0.06257760503408871,1
2016-04-18,-0.023855485866358217,-1
2016-05-03,0.029716547228155754,1
2016-05-27,0.015430616027034771,1
2016-06-09,0.019612044941798246,1
2016-07-15,0.007738512765128824,1
2016-08-18,0.03322259235575831,1
2016-11-02,-0.023189642073577432,-1
2016-11-21,0.021073338638547545,1
2016-11-25,-0.01329919763646481,-1
2017-01-24,-0.009465405819002681,-1
2017-02-13,0.028191322530843665,1
2017-04-10,0.016204913748032457,1
2017-05-25,-0.010021621133901704,-1
2017-07-24,0.002826670897976724,1
2017-08-18,-0.0539939862477028,-1
2017-08-28,-0.027683348778484662,-1
2017-10-26,-0.00599952759382949,-1
2017-11-16,0.010471644748263342,1
2017-12-15,0.012415813690347388,1
2018-01-11,0.0437348100061421,1
2018-01-17,-0.0075082724015652635,-1
2018-02-06,0.0012641603148106917,1
2018-02-22,-0.019082667336495884,-1
2018-04-09,0.019437639956924713,1
2018-04-20,-0.0016971422586643525,-1
2018-05-24,0.015069630784938948,1
2018-06-13,0.01447016600481632,1
2018-06-29,0.021037269626263733,1
2018-07-05,0.008060806950629607,1
2018-07-20,0.002151163458385952,1
2018-08-16,-0.03168825494832728,-1
2018-08-31,0.017000960480702654,1
2018-09-21,0.018360780927844322,1
2018-10-01,-0.052836162843512224,-1
2018-10-04,0.02460414039383374,1
2018-10-11,0.008093838364973571,1
2018-10-17,-0.030906568184326133,-1
2018-10-23,-0.026003855186012892,-1
2018-10-31,-0.035183633588859564,-1
2018-11-14,-0.049678732435587736,-1
2018-11-21,0.03198211712312293,1
2018-11-28,0.004201619748556151,1
2018-12-13,-0.047151569438124596,-1
2018-12-19,-0.028051306083583083,-1
2019-01-09,0.03815993681957397,1
2019-01-15,0.025323478396716226,1
2019-02-01,-0.0015191210762262042,-1
2019-02-19,0.042247971773209825,1
2019-02-25,-0.029672995347914677,-1
2019-03-07,-0.022131522105387935,-1
2019-03-20,0.021855293595977487,1
2019-04-02,-0.021990963909253924,-1
2019-04-15,0.0009621354259572445,1
2019-04-30,-0.027350766800719684,-1
2019-05-06,0.02046206458319899,1
2019-05-23,0.011625539694048115,1
2019-05-30,0.015132024695756474,1
2019-06-20,-0.0312624218933647,-1
2019-07-05,-0.0010445787293783537,-1
2019-07-15,0.018990134943369208,1
2019-08-13,0.012814559740894627,1
2019-08-21,0.019325893246386006,1
2019-08-30,0.02349956195329006,1
2019-09-20,-0.050497050517270714,-1
2019-09-23,0.03702496269511846,1
2019-09-24,-0.0007554507860227933,-1
2019-10-11,-0.03522343859867927,-1
2019-10-15,0.0015618143651017213,1
2019-10-22,0.0029895698572388607,1
2019-10-31,0.0033547474594157745,1
2019-11-07,-0.039925033036617874,-1
2019-11-26,0.03547645609126171,1
2019-12-11,0.020733739861936495,1
2019-12-18,0.0006146593490898855,1
2020-01-13,-0.014284619731313453,-1
2020-02-13,0.0045439475552759845,1
2020-02-28,0.009908662849553718,1
2020-03-09,-0.10398202016980307,-1
2020-03-12,0.01766479768855822,1
2020-03-16,-0.0483580470779178,-1
2020-03-18,0.09526489167509822,1
2020-03-20,-0.10039299538421687,-1
2020-03-23,0.1514864099338249,1
2020-03-24,0.02780629557415293,1
2020-03-26,-0.025349814012532,-1
2020-04-01,0.06005320993307062,1
2020-04-07,-0.016040712935865398,-1
2020-04-20,0.09520884469288649,1
2020-04-23,0.053289956409664496,1
2020-04-30,-0.058420481122186896,-1
2020-05-04,-0.023081617090802364,-1
2020-05-13,-0.0435786303452238,-1
2020-05-14,0.008736614756188699,1
2020-05-22,0.018920836778765437,1
2020-06-02,-0.022666246009899305,-1
2020-06-12,0.01950733464987775,1
2020-06-23,0.0583502098194959,1
2020-06-26,0.0211173974579435,1
2020-07-03,0.04503724294974454,1
2020-07-07,-0.013725346827872409,-1
2020-07-15,0.08688846577422638,1
2020-07-16,0.041108861334285596,1
2020-07-20,0.01514526374227354,1
2020-07-23,0.05391262775218775,1
2020-07-27,0.023617467047170937,1
2020-08-25,-0.020200234865939692,-1
2020-09-01,0.03451285399054349,1
2020-09-11,0.03457780087493734,1
2020-09-14,0.023865385672912076,1
2020-09-17,-0.03521262149474591,-1
2020-09-24,0.03695913492805203,1
2020-09-25,-0.002422157252148338,-1
2020-10-05,0.01702129581858003,1
2020-10-08,0.02944143364139018,1
2020-10-12,-0.0026940895857684444,-1
2020-10-15,0.03618334133804302,1
2020-10-20,-0.04492598416577642,-1
2020-10-27,-0.027730621971100655,-1
2020-10-30,0.031444340410739624,1
2020-11-04,0.017185666280313372,1
2020-11-09,-0.01236194983189387,-1
2020-11-10,0.01787252907814252,1
2020-11-11,0.015456476328596036,1
2020-11-19,0.03747432669424233,1
2020-11-23,-0.011755951227088168,-1
2020-11-27,0.03440902588587402,1
2020-12-01,0.032825030578958136,1
2020-12-09,0.012423556373840627,1
2020-12-18,-0.01050606351945449,-1
2020-12-22,0.02666922389732096,1
2020-12-23,-0.010175171981865905,-1
2021-01-04,0.01851330750850444,1
2021-01-07,0.039575199861159316,1
2021-01-08,0.04450899475633152,1
2021-01-11,-0.026522216994639858,-1
2021-01-15,-0.024461959850244464,-1
2021-01-18,0.0035059359526621314,1
2021-01-22,-0.029719960546292667,-1
2021-01-27,-0.047617155631296204,-1
2021-01-29,0.017634389496741232,1
2021-02-02,0.025408311559462105,1
2021-02-08,0.004679379305697617,1
2021-02-17,0.007804624664671911,1
2021-02-26,0.04085220179977034,1
2021-03-02,0.02993484128545365,1
2021-03-03,-0.01998446111518193,-1
2021-03-09,0.028575728008124912,1
2021-03-12,0.008837275264522049,1
2021-03-18,0.005497095163744303,1
2021-03-22,0.01050478679913236,1
2021-03-25,0.03861171479844572,1
2021-03-30,0.04024384750313548,1
2021-04-05,0.011241921818792466,1
2021-04-08,-0.009792588529250357,-1
2021-04-13,-0.04534221119073423,-1
2021-04-15,-0.012639974239612606,-1
2021-04-23,0.0136827131813817,1
2021-05-06,-0.023648752980226284,-1
2021-05-11,0.017923601953765855,1
2021-05-21,0.040081319573495255,1
2021-05-26,0.0052931330731675885,1
2021-06-08,0.06394425200282017,1
2021-06-11,0.036906587965019666,1
2021-06-16,0.0211064894415387,1
2021-06-22,0.03131912712905982,1
2021-06-24,0.012666868951417332,1
2021-07-12,0.018767766394563346,1
2021-07-14,-0.02232230211303665,-1
2021-07-19,0.04884237934826574,1
2021-07-22,0.008615348982902171,1
2021-08-02,0.01946010038330459,1
2021-08-09,0.008567108712943972,1
2021-08-13,0.015506424610824077,1
2021-08-17,-0.0016651413647050806,-1
2021-08-27,-0.0013751661293951445,-1
2021-09-01,0.006764919577718409,1
2021-09-06,-0.016267906683272604,-1
2021-09-08,-0.0007972955484779609,-1
2021-09-21,0.014024298669455204,1
2021-09-24,-0.048246694582042116,-1
2021-09-27,-0.01679124109006147,-1
2021-09-28,0.003378595657314021,1
2021-10-08,-0.022449761464184648,-1
2021-10-11,0.010792781986227018,1
2021-10-14,0.0023605200587677455,1
2021-10-18,-0.047205834464732144,-1
2021-10-19,-0.03759293807671493,-1
2021-10-21,-0.019758462270587973,-1
