,ret,bin
2015-06-05,0.029567046508983008,1
2015-06-22,-0.00650687966494401,-1
2015-07-27,0.03881813984072369,1
2015-08-03,-0.03403648730711861,-1
2015-08-12,0.03754493097661871,1
2015-08-24,0.04630494694127707,1
2015-09-04,-0.03355962451705974,-1
2015-09-14,-0.015051539310620643,-1
2015-10-16,-0.01416480721390001,-1
2015-11-06,0.0005616152091287852,1
2015-12-11,0.03569975659432134,1
2016-01-11,-0.06264362202756513,-1
2016-02-01,-0.031307597837546663,-1
2016-02-12,0.05140762772119234,1
2016-03-01,0.07343263729983107,1
2016-03-17,-0.010098972542334717,-1
2016-04-21,-0.05117574726061602,-1
2016-05-02,-0.054244733511683574,-1
2016-05-26,0.0008293251038478111,1
2016-06-24,0.041567569713104824,1
2016-07-12,0.006686858455140721,1
2016-08-01,-0.036673292529781465,-1
2016-09-01,0.045027778325967605,1
2016-09-29,0.02316755684843086,1
2016-10-18,0.05252447012584205,1
2016-10-25,-0.03751069240610727,-1
2016-11-10,-0.0948393753566188,-1
2016-11-15,-0.03169586489404508,-1
2016-12-26,0.028813297361482082,1
2017-01-19,-0.04504992337018987,-1
2017-02-01,0.0023130356259057905,1
2017-03-22,0.036792439802812105,1
2017-04-03,-0.006452491158387863,-1
2017-05-04,0.01343203123059089,1
2017-05-26,-0.0055979747232005606,-1
2017-07-17,0.022570066260604316,1
2017-08-09,-0.012560198413361867,-1
2017-09-22,-0.002526057996380504,-1
2017-10-18,-0.0022800685295361056,-1
2017-10-25,0.025187873842391406,1
2017-11-16,-0.006113798357150757,-1
2017-12-01,0.01801802842188227,1
2018-01-15,0.07379287746770169,1
2018-01-19,0.020362084041396056,1
2018-02-02,-0.016114451133928065,-1
2018-02-28,-0.05810058289253095,-1
2018-03-07,0.03575157993871736,1
2018-03-14,-0.02597603589424291,-1
2018-03-22,-0.027184460307660863,-1
2018-04-02,0.025969212354896465,1
2018-04-10,-0.023026240595403702,-1
2018-05-08,0.0053349513292082484,1
2018-05-18,0.033379732966714926,1
2018-06-27,-0.02741445844188284,-1
2018-07-16,0.027772484682352383,1
2018-07-26,0.07596728534466779,1
2018-07-30,-0.02863204897919902,-1
2018-08-08,0.06197051396186737,1
2018-08-17,0.004173060595228817,1
2018-09-12,-0.043821523584497646,-1
2018-09-24,0.007611286096164127,1
2018-10-22,-0.03500440077881273,-1
2018-10-29,0.021322448128873628,1
2018-11-14,-0.03968907321233184,-1
2018-12-06,0.006615811514893988,1
2018-12-18,-0.026224890214848973,-1
2019-01-08,-0.014599564111689944,-1
2019-01-25,-0.03821395887817047,-1
2019-01-30,-0.0039628185554010376,-1
2019-02-12,0.022509489447200437,1
2019-03-05,0.034686793979363584,1
2019-03-12,0.009531047738695397,1
2019-04-16,-0.030712414653762843,-1
2019-05-07,-0.01112529201439072,-1
2019-05-20,0.007726295253458693,1
2019-05-24,-0.020497892669707696,-1
2019-06-06,0.00643915494614844,1
2019-06-20,0.012921141589413487,1
2019-07-18,-0.019945033777435284,-1
2019-07-29,-0.06218702350176142,-1
2019-08-05,0.029181610848056483,1
2019-08-19,-0.02680683305561593,-1
2019-08-22,0.03144565979788716,1
2019-08-27,-0.03392262306634386,-1
2019-09-03,-0.002039844676106739,-1
2019-09-13,-0.03084185590440458,-1
2019-09-19,0.07992756989646588,1
2019-09-20,0.06898191834572698,1
2019-09-23,-0.027111726653822443,-1
2019-10-01,0.02849739449439337,1
2019-10-09,-0.029768711452711982,-1
2019-10-22,0.03978716044761943,1
2019-10-29,-0.014453436350709392,-1
2019-11-08,0.018183695756622598,1
2019-11-26,0.027609093420520647,1
2019-12-04,0.018894618808922736,1
2019-12-20,-0.013459262517174553,-1
2020-01-06,0.0391858078475773,1
2020-01-09,-0.026084602747570518,-1
2020-01-22,0.02103865116702197,1
2020-02-03,0.029580004957493022,1
2020-02-05,0.0046372018767941725,1
2020-02-24,-0.011606991877525341,-1
2020-02-28,-0.021920649767004252,-1
2020-03-06,-0.05880536156119209,-1
2020-03-09,-0.07012557583236267,-1
2020-03-12,0.05062849597089736,1
2020-03-13,-0.09906093572099872,-1
2020-03-16,-0.0884834610372861,-1
2020-03-17,-0.033219815391424046,-1
2020-03-19,0.02111942196245975,1
2020-03-23,0.11584495667669437,1
2020-03-25,0.042126803504670685,1
2020-03-27,-0.07782852600038681,-1
2020-03-30,0.04052334762268894,1
2020-04-03,0.13762436571910008,1
2020-04-07,0.15164050163373632,1
2020-04-09,0.054274713353611004,1
2020-04-17,-0.07362520744844514,-1
2020-04-21,0.08437535021147458,1
2020-04-23,0.07706466396975764,1
2020-04-28,-0.08058916597032528,-1
2020-04-30,-0.11074581673424366,-1
2020-05-04,-0.03150414666140844,-1
2020-05-11,-0.06762445786375004,-1
2020-05-18,0.06817400376025429,1
2020-05-27,0.06398007153267682,1
2020-06-01,0.0058952694905309855,1
2020-06-08,-0.07976645092847823,-1
2020-06-15,0.09876151688990498,1
2020-06-18,0.06860780755375218,1
2020-06-23,-0.040276373936003584,-1
2020-06-24,0.03950007940148126,1
2020-07-01,-0.028704706275489933,-1
2020-07-13,0.10930420901952198,1
2020-07-21,-0.08936108574714252,-1
2020-07-27,0.0006972736757968612,1
2020-08-10,0.011552833995177147,1
2020-08-24,0.006309967035541764,1
2020-08-28,-0.06577991762783242,-1
2020-09-03,-0.04977141628852122,-1
2020-09-14,0.030244780374862446,1
2020-09-21,-0.04277150640307681,-1
2020-09-28,0.027823758424735168,1
2020-10-06,0.05491317996447176,1
2020-10-09,-0.02615197510926459,-1
2020-10-19,-0.04123710872021402,-1
2020-10-28,0.12069188300193834,1
