,ret,bin
2015-06-19,0.004940628112006573,1
2015-07-10,0.03077068323876464,1
2015-07-22,-0.019594061530626483,-1
2015-08-12,0.06060489787683698,1
2015-08-24,-0.010496961389034887,-1
2015-09-02,-0.020845395136584233,-1
2015-09-18,0.018636490533627814,1
2015-10-07,-0.005124842853736267,-1
2015-10-30,0.04169469277272775,1
2015-11-16,0.0003131737930606171,1
2015-11-30,0.0036249629719820042,1
2015-12-11,0.013432018475509011,1
2016-01-07,-0.01691083743947064,-1
2016-01-29,-0.021569089651742868,-1
2016-02-11,0.034306812051025926,1
2016-02-15,-0.021519598723039768,-1
2016-04-13,-0.00446555652227687,-1
2016-05-20,0.035573394963750005,1
2016-06-07,-0.02467461514201652,-1
2016-06-30,0.018777006111024175,1
2016-09-14,-0.0012045360845809316,-1
2016-10-14,-0.032421986837884775,-1
2016-11-08,-0.045717176244009505,-1
2016-11-11,-0.0015319453968775099,-1
2016-12-02,0.031818698711581384,1
2017-01-11,-0.034983629105668435,-1
2017-02-01,-0.002879393992239132,-1
2017-03-01,-0.019796122497522606,-1
2017-04-18,0.03507085783411168,1
2017-04-26,-0.014341031264161863,-1
2017-05-31,0.004658127985009974,1
2017-08-01,-0.020465362320213898,-1
2017-08-31,-0.014983778034061257,-1
2017-09-25,-0.022222354590244464,-1
2017-10-11,0.004433783936729663,1
2017-11-13,0.005279168455506689,1
2017-12-15,-0.00020229129734694595,-1
2018-02-01,-0.035680739410001716,-1
2018-02-06,-0.0023276293278834403,-1
2018-02-20,0.013610709762162054,1
2018-04-03,0.02090643241110568,1
2018-04-16,-0.0024331549813418896,-1
2018-04-25,0.022779207851695293,1
2018-05-18,0.025956965691636524,1
2018-05-29,0.035679253701712765,1
2018-05-31,-0.009155503245660501,-1
2018-07-09,-0.013224515159494854,-1
2018-08-10,0.016438473810536314,1
2018-09-04,0.012235131577419178,1
2018-09-07,-0.023467248863247803,-1
2018-09-24,-0.003403921057533843,-1
2018-10-01,-0.062411328173944014,-1
2018-10-03,0.003916255442323768,1
2018-10-11,0.025816405521526642,1
2018-10-16,-0.046933317479339154,-1
2018-10-22,-0.007563844104255479,-1
2018-11-02,-0.0033819067613811704,-1
2018-11-22,0.0024126459619531193,1
2018-11-30,-0.10108752410658906,-1
2018-12-04,0.02289619774610463,1
2018-12-13,0.030887891398496015,1
2018-12-28,-0.10609162571626352,-1
2019-01-02,-0.016381264557575048,-1
2019-01-23,-0.03276582753488211,-1
2019-02-11,-0.020307418430714153,-1
2019-03-07,0.023965426887001318,1
2019-04-30,0.000929737659598473,1
2019-05-20,-0.021048647518280172,-1
2019-06-06,-0.0142720049829973,-1
2019-06-27,-0.03351593467797043,-1
2019-07-10,0.016407788184225724,1
2019-07-19,-0.011202512515757213,-1
2019-08-07,0.018425712602791577,1
2019-08-27,-0.04701746876775048,-1
2019-09-04,0.06179544490786437,1
2019-09-13,-0.053151766884499185,-1
2019-09-20,-0.0068552874541418785,-1
2019-10-09,-0.018211584101950562,-1
2019-10-29,-0.041516834569079286,-1
2019-11-11,-0.0005216408128410066,-1
2019-11-26,-0.05272932171501221,-1
2020-01-13,-0.003874285685223744,-1
2020-02-10,-0.009841022325955961,-1
2020-02-28,0.03052177923709487,1
2020-03-12,0.0129916245026791,1
2020-03-17,-0.07230851268704075,-1
2020-03-19,-0.06619992429823418,-1
2020-03-24,0.03289977119948673,1
2020-04-07,0.13146422602232732,1
2020-04-09,-0.06698995696498267,-1
2020-04-21,0.011745137954586093,1
2020-05-06,0.034353564270342085,1
2020-05-22,0.014424691804290735,1
2020-06-03,-0.021748153061556197,-1
2020-06-23,0.02730431849974102,1
2020-07-06,-0.03575489235895113,-1
2020-07-17,0.024711365624833892,1
2020-08-11,-0.03137160343174694,-1
2020-09-03,-0.04552861979596756,-1
2020-09-18,-0.05946652353051629,-1
2020-09-23,-0.06121445042584506,-1
2020-10-06,0.009244436630345021,1
2020-10-29,0.006926178615086931,1
2020-11-11,0.11410300987409627,1
2020-11-18,0.04080759924924293,1
2020-12-02,-0.05559961408526837,-1
2020-12-14,-0.03618103411916318,-1
2020-12-21,0.03724763641339379,1
2021-01-01,0.022731996882179528,1
2021-01-11,0.02426820279789421,1
2021-01-13,-0.023359617848687342,-1
2021-01-27,-0.026430219511056174,-1
2021-02-01,0.02729043152050492,1
2021-02-04,0.05233679860147533,1
2021-02-08,-0.017826441446174734,-1
2021-02-19,-0.04793849056602151,-1
2021-02-22,0.014932440875294883,1
2021-02-26,0.06653031746958638,1
2021-03-02,-0.009301864302635465,-1
2021-03-24,-0.04553862092880323,-1
2021-04-12,0.07132413537798477,1
2021-04-13,-0.041109391177570176,-1
2021-04-23,0.0033423769822500393,1
2021-05-04,0.0354178640288092,1
2021-05-18,0.06036099411263307,1
2021-05-27,-0.029869700663780585,-1
2021-06-03,0.006732869256311114,1
2021-07-22,-0.005471790594975379,-1
2021-08-03,0.006940242944298625,1
2021-08-16,-0.017077342381312643,-1
2021-09-02,-0.009170148080366092,-1
2021-09-24,0.07915842090454817,1
2021-10-01,0.018360794331301777,1
2021-10-07,0.019755176219321546,1
2021-10-13,-0.026086474247069225,-1
2021-10-22,0.003210083351701476,1
2021-11-03,0.08922260698847495,1
2021-11-09,0.03654094840460265,1
2021-11-12,-0.03940077006518827,-1
2021-11-22,-0.05228386440578525,-1
2021-11-26,-0.004919460702170753,-1
2021-12-20,0.005403426398859379,1
2022-01-12,-0.02935669406341823,-1
2022-01-24,0.01755004942783933,1
2022-02-04,-0.0017822161141891613,-1
2022-02-24,0.014827782603935802,1
2022-03-03,-0.09382582157022656,-1
2022-03-07,0.06415177582126885,1
2022-03-09,-6.800497240877501e-05,-1
2022-03-17,-0.03165914854188234,-1
2022-03-31,0.033661949460526364,1
2022-04-08,0.01947735481055468,1
2022-04-21,-0.007683961008834284,-1
2022-05-04,-0.0025109628154702524,-1
2022-05-17,-0.03101665365416817,-1
2022-05-23,-0.014332730797504745,-1
2022-05-30,0.046727195102202135,1
2022-06-01,-0.017854492669515,-1
2022-06-13,0.0009459354927077168,1
2022-06-20,0.10176017278737537,1
2022-06-23,0.05351747638326598,1
2022-06-24,0.017862954925233154,1
2022-07-07,0.037063515903708044,1
2022-07-15,-0.007761171782743381,-1
2022-07-25,0.02517939051500062,1
2022-08-01,0.02298523649941897,1
2022-08-08,0.009085988481938534,1
2022-08-19,-0.010247025698402745,-1
2022-08-23,0.002906393058747403,1
2022-08-30,-0.005692654050990953,-1
2022-09-16,0.04227664763659811,1
2022-09-20,-0.023523457885270993,-1
2022-09-26,0.019370717232818135,1
2022-10-24,0.06109610887592298,1
2022-10-28,0.032325698619331655,1
2022-11-01,-0.0412466934994723,-1
2022-11-10,-0.008550211615527603,-1
2022-11-18,0.027421210966631193,1
2022-11-25,-0.000793161345977067,-1
2022-11-30,-0.03079041492590917,-1
2022-12-02,-0.00047456604009288306,-1
2022-12-22,-0.007577249874758718,-1
2023-01-06,0.03593161477271378,1
2023-01-09,0.0072881876744876894,1
2023-01-31,-0.019111423918679482,-1
2023-02-17,-0.01621313228615917,-1
2023-02-24,-0.009061147865687902,-1
2023-03-09,-0.043824889951946,-1
2023-03-13,-0.027734742009943414,-1
2023-03-24,-0.005648290593533001,-1
2023-04-03,0.0011539922303684946,1
2023-04-11,0.009195445291087179,1
2023-05-09,0.024489225220739375,1
2023-05-15,-0.01753980949248024,-1
2023-05-18,0.06796475484941178,1
2023-05-29,-0.008457725436804675,-1
2023-06-05,0.011322849952840608,1
2023-06-09,0.023273631214644652,1
2023-06-30,0.007464252235539259,1
2023-07-06,0.001678748810449493,1
2023-07-25,-0.013348213896551497,-1
2023-07-27,0.014094232614409341,1
2023-08-01,0.03555761701147109,1
2023-08-07,0.013065651836289272,1
2023-08-10,-0.00443248486982073,-1
2023-08-25,0.02684113082163897,1
2023-08-29,0.0031393133830845965,1
2023-09-13,0.06314457259336415,1
2023-09-15,0.025201463097199506,1
2023-09-18,-0.004538686596801789,-1
2023-09-21,-0.028959419471094372,-1
2023-09-28,-0.02625246898235789,-1
2023-10-09,0.027125227423133058,1
2023-10-11,0.008513781572853096,1
2023-10-26,0.003120681029063155,1
2023-10-31,0.020362001440345834,1
2023-11-09,-0.005090090893073551,-1
2023-11-16,0.009589085957034893,1
2023-11-22,0.001554966983457584,1
2023-11-29,0.003952836031503981,1
2023-12-05,0.010379292932047202,1
2023-12-11,-0.011106365310050048,-1
2023-12-14,0.012561893489271947,1
2023-12-20,-0.007711212040471649,-1
2023-12-27,-0.01937259487109988,-1
2023-12-28,-0.04566286767826877,-1
2024-01-02,-0.019170361146386927,-1
2024-01-08,0.01200386661912356,1
2024-01-19,-0.03645317284628857,-1
2024-01-23,0.0280842587889214,1
2024-01-25,0.00981352158711668,1
2024-02-02,-0.00018066082168544106,-1
2024-02-05,-0.01036073082496769,-1
2024-02-08,-0.017112500021903454,-1
2024-02-09,0.00853369772459689,1
2024-02-15,0.05019684847371808,1
2024-02-16,0.013129570164540194,1
2024-02-22,0.005601051453108408,1
2024-02-27,-0.0058187004811965926,-1
2024-02-28,0.03749369304955574,1
2024-03-01,-0.039838830025028193,-1
2024-03-04,0.009474007623481828,1
2024-03-06,-0.03831221585626454,-1
2024-03-07,-0.02310880342835675,-1
2024-03-13,0.005529504921663042,1
2024-03-15,0.035815529900534715,1
2024-03-18,-0.0062767647608186206,-1
2024-03-28,0.08158325381479714,1
2024-04-02,0.0502040557737482,1
2024-04-05,0.01994232113719674,1
2024-04-08,-0.011861856993090947,-1
2024-04-16,0.015408924254313172,1
2024-04-19,-0.010009985190464143,-1
2024-04-26,0.05450150345261551,1
2024-04-30,0.0260624490132364,1
2024-05-06,-0.019124031421626886,-1
2024-05-08,0.013815096077543387,1
2024-05-14,0.11064365832538425,1
2024-05-16,0.06294933686213344,1
2024-05-17,0.013719892959690005,1
2024-05-23,-0.02895528850807627,-1
2024-05-27,-0.006061039327774909,-1
2024-05-30,0.05634641291463027,1
2024-06-03,-0.023196617207433157,-1
2024-06-04,0.06531536289205753,1
2024-06-05,0.04250356472364558,1
2024-06-06,0.0398910459207209,1
2024-06-07,0.036553536264605224,1
2024-06-10,0.044985890583800314,1
2024-06-12,0.05248336297798817,1
2024-06-13,0.02521235019213597,1
2024-06-14,0.001792691381645506,1
2024-06-20,0.013304553766807725,1
2024-06-24,-0.0021949504668571374,-1
2024-06-26,0.009275759246797355,1
2024-07-04,-0.0003816682979963515,-1
2024-07-09,-0.03625023032920871,-1
2024-07-10,0.026628843338213803,1
2024-07-16,0.047537879324603294,1
2024-07-18,0.0006739422643449178,1
2024-07-19,0.02620668808368576,1
2024-07-22,0.02961049962674034,1
2024-07-26,-0.07232152300189676,-1
2024-07-29,-0.08661781412482095,-1
2024-08-01,-0.06910265801166848,-1
2024-08-02,-0.025712346546967857,-1
2024-08-05,0.026204278710466822,1
2024-08-06,0.0441329889769384,1
2024-08-07,0.031445176573394074,1
2024-08-09,-0.001418584828886571,-1
2024-08-16,-0.02867501718813803,-1
2024-08-19,0.00565978230367703,1
2024-08-26,-0.02506175845926173,-1
2024-08-29,-0.021576732627247686,-1
