,ret,bin
2015-06-18,0.01215584865295205,1
2015-08-12,0.025506327253419725,1
2015-08-24,0.0477367298981346,1
2015-10-19,-0.027555786557232897,-1
2015-12-17,0.0006933172472636251,1
2016-02-04,-0.04984327207407124,-1
2016-03-03,0.02848398327184065,1
2016-05-06,0.024614317409755282,1
2016-07-28,-0.015540512244216598,-1
2016-09-22,0.019789700362953466,1
2016-11-04,-0.020038847316334207,-1
2016-12-30,-0.004342207146290078,-1
2017-02-22,0.026004194601126462,1
2017-03-06,-0.005898660275922896,-1
2017-04-03,0.02324225337817598,1
2017-05-05,0.0015809989851540696,1
2017-06-19,0.019797791475798077,1
2017-07-07,0.028870267322313792,1
2017-07-21,0.023816996849016947,1
2017-08-11,0.012837544270897228,1
2017-09-05,0.040058791208335,1
2017-09-27,-0.001001077546989304,-1
2017-10-06,0.04264976154763045,1
2017-10-18,-0.005030085859843325,-1
2017-11-08,0.0372268550079311,1
2017-11-21,-0.024073710548546456,-1
2017-12-04,0.02778396819735085,1
2018-01-12,-0.027449970279319058,-1
2018-01-22,-0.021718991158250267,-1
2018-02-02,-0.002432738793258671,-1
2018-02-27,-0.0022093501057561804,-1
2018-03-07,0.024388824592215252,1
2018-03-28,0.019089152093439088,1
2018-04-11,0.00553258677684898,1
2018-04-26,0.021479513293152674,1
2018-05-17,-0.01967529448939198,-1
2018-06-07,0.026560977405663877,1
2018-06-20,-0.039538875962358944,-1
2018-06-26,-0.03473099043966488,-1
2018-07-09,0.1080633914962763,1
2018-07-12,0.035062591051100434,1
2018-07-20,0.02015687006228517,1
2018-07-31,-0.007630582031085242,-1
2018-08-08,0.014124992334263675,1
2018-08-20,0.04583361203340419,1
2018-08-27,-0.04827716953126904,-1
2018-08-31,0.029758785868445825,1
2018-09-07,-0.04121695691649041,-1
2018-09-17,0.022717917844603086,1
2018-09-28,-0.10787394403693196,-1
2018-10-03,-0.06874948593483055,-1
2018-10-04,-0.06540428841914026,-1
2018-10-05,0.05076988650177783,1
2018-10-08,0.049035530788817505,1
2018-10-15,-0.033735492190656524,-1
2018-10-19,-0.04231353324368492,-1
2018-10-24,0.040210350308414355,1
