Symbol,Target_Period,Target_Return,Opportunity_Prob,NaiveBayes_CV_Accuracy
NIFTY,2,0.01,,0.8842675331708637
BANKNIFTY,2,0.01,,0.8842675331708637
RELIANCE,2,0.01,,0.8842675331708637
ETERNAL,2,0.01,,0.8842675331708637
HDFCBANK,2,0.01,,0.8842675331708637
ICICIBANK,2,0.01,,0.8842675331708637
TCS,2,0.01,,0.8842675331708637
INFY,2,0.01,,0.8842675331708637
BHARTIARTL,2,0.01,,0.8842675331708637
AXISBANK,2,0.01,,0.8842675331708637
SBIN,2,0.01,,0.8842675331708637
MARUTI,2,0.01,,0.8842675331708637
TATAMOTORS,2,0.01,,0.8842675331708637
JSWSTEEL,2,0.01,,0.8842675331708637
BAJFINANCE,2,0.01,,0.8842675331708637
BEL,2,0.01,,0.8842675331708637
KOTAKBANK,2,0.01,,0.8842675331708637
NIFTY,2,0.015,,0.8436501489304089
BANKNIFTY,2,0.015,,0.8436501489304089
RELIANCE,2,0.015,,0.8436501489304089
ETERNAL,2,0.015,,0.8436501489304089
HDFCBANK,2,0.015,,0.8436501489304089
ICICIBANK,2,0.015,,0.8436501489304089
TCS,2,0.015,,0.8436501489304089
INFY,2,0.015,,0.8436501489304089
BHARTIARTL,2,0.015,,0.8436501489304089
AXISBANK,2,0.015,,0.8436501489304089
SBIN,2,0.015,,0.8436501489304089
MARUTI,2,0.015,,0.8436501489304089
TATAMOTORS,2,0.015,,0.8436501489304089
JSWSTEEL,2,0.015,,0.8436501489304089
BAJFINANCE,2,0.015,,0.8436501489304089
BEL,2,0.015,,0.8436501489304089
KOTAKBANK,2,0.015,,0.8436501489304089
NIFTY,2,0.02,,0.654102355808286
BANKNIFTY,2,0.02,,0.654102355808286
RELIANCE,2,0.02,,0.654102355808286
ETERNAL,2,0.02,,0.654102355808286
HDFCBANK,2,0.02,,0.654102355808286
ICICIBANK,2,0.02,,0.654102355808286
TCS,2,0.02,,0.654102355808286
INFY,2,0.02,0.7321784863609048,0.654102355808286
BHARTIARTL,2,0.02,,0.654102355808286
AXISBANK,2,0.02,,0.654102355808286
SBIN,2,0.02,,0.654102355808286
MARUTI,2,0.02,,0.654102355808286
TATAMOTORS,2,0.02,0.712514946302638,0.654102355808286
JSWSTEEL,2,0.02,,0.654102355808286
BAJFINANCE,2,0.02,,0.654102355808286
BEL,2,0.02,,0.654102355808286
KOTAKBANK,2,0.02,,0.654102355808286
NIFTY,3,0.01,,0.8961278093690768
BANKNIFTY,3,0.01,,0.8961278093690768
RELIANCE,3,0.01,,0.8961278093690768
ETERNAL,3,0.01,,0.8961278093690768
HDFCBANK,3,0.01,,0.8961278093690768
ICICIBANK,3,0.01,,0.8961278093690768
TCS,3,0.01,,0.8961278093690768
INFY,3,0.01,,0.8961278093690768
BHARTIARTL,3,0.01,,0.8961278093690768
AXISBANK,3,0.01,,0.8961278093690768
SBIN,3,0.01,,0.8961278093690768
MARUTI,3,0.01,,0.8961278093690768
TATAMOTORS,3,0.01,,0.8961278093690768
JSWSTEEL,3,0.01,,0.8961278093690768
BAJFINANCE,3,0.01,,0.8961278093690768
BEL,3,0.01,,0.8961278093690768
KOTAKBANK,3,0.01,,0.8961278093690768
NIFTY,3,0.015,,0.8349309504467912
BANKNIFTY,3,0.015,,0.8349309504467912
RELIANCE,3,0.015,,0.8349309504467912
ETERNAL,3,0.015,,0.8349309504467912
HDFCBANK,3,0.015,,0.8349309504467912
ICICIBANK,3,0.015,,0.8349309504467912
TCS,3,0.015,,0.8349309504467912
INFY,3,0.015,,0.8349309504467912
BHARTIARTL,3,0.015,,0.8349309504467912
AXISBANK,3,0.015,,0.8349309504467912
SBIN,3,0.015,,0.8349309504467912
MARUTI,3,0.015,,0.8349309504467912
TATAMOTORS,3,0.015,,0.8349309504467912
JSWSTEEL,3,0.015,,0.8349309504467912
BAJFINANCE,3,0.015,,0.8349309504467912
BEL,3,0.015,,0.8349309504467912
KOTAKBANK,3,0.015,,0.8349309504467912
NIFTY,3,0.02,,0.5877064717032223
BANKNIFTY,3,0.02,,0.5877064717032223
RELIANCE,3,0.02,,0.5877064717032223
ETERNAL,3,0.02,,0.5877064717032223
HDFCBANK,3,0.02,,0.5877064717032223
ICICIBANK,3,0.02,,0.5877064717032223
TCS,3,0.02,,0.5877064717032223
INFY,3,0.02,0.7612141823547057,0.5877064717032223
BHARTIARTL,3,0.02,,0.5877064717032223
AXISBANK,3,0.02,,0.5877064717032223
SBIN,3,0.02,,0.5877064717032223
MARUTI,3,0.02,,0.5877064717032223
TATAMOTORS,3,0.02,0.8235682581307783,0.5877064717032223
JSWSTEEL,3,0.02,,0.5877064717032223
BAJFINANCE,3,0.02,,0.5877064717032223
BEL,3,0.02,,0.5877064717032223
KOTAKBANK,3,0.02,,0.5877064717032223
NIFTY,5,0.01,,0.9171946926617925
BANKNIFTY,5,0.01,,0.9171946926617925
RELIANCE,5,0.01,,0.9171946926617925
ETERNAL,5,0.01,,0.9171946926617925
HDFCBANK,5,0.01,,0.9171946926617925
ICICIBANK,5,0.01,,0.9171946926617925
TCS,5,0.01,,0.9171946926617925
INFY,5,0.01,,0.9171946926617925
BHARTIARTL,5,0.01,,0.9171946926617925
AXISBANK,5,0.01,,0.9171946926617925
SBIN,5,0.01,,0.9171946926617925
MARUTI,5,0.01,,0.9171946926617925
TATAMOTORS,5,0.01,,0.9171946926617925
JSWSTEEL,5,0.01,,0.9171946926617925
BAJFINANCE,5,0.01,,0.9171946926617925
BEL,5,0.01,,0.9171946926617925
KOTAKBANK,5,0.01,,0.9171946926617925
NIFTY,5,0.015,,0.8972109396154888
BANKNIFTY,5,0.015,,0.8972109396154888
RELIANCE,5,0.015,,0.8972109396154888
ETERNAL,5,0.015,,0.8972109396154888
HDFCBANK,5,0.015,,0.8972109396154888
ICICIBANK,5,0.015,,0.8972109396154888
TCS,5,0.015,,0.8972109396154888
INFY,5,0.015,,0.8972109396154888
BHARTIARTL,5,0.015,,0.8972109396154888
AXISBANK,5,0.015,,0.8972109396154888
SBIN,5,0.015,,0.8972109396154888
MARUTI,5,0.015,,0.8972109396154888
TATAMOTORS,5,0.015,,0.8972109396154888
JSWSTEEL,5,0.015,,0.8972109396154888
BAJFINANCE,5,0.015,,0.8972109396154888
BEL,5,0.015,,0.8972109396154888
KOTAKBANK,5,0.015,,0.8972109396154888
NIFTY,5,0.02,,0.800270782561603
BANKNIFTY,5,0.02,,0.800270782561603
RELIANCE,5,0.02,,0.800270782561603
ETERNAL,5,0.02,,0.800270782561603
HDFCBANK,5,0.02,,0.800270782561603
ICICIBANK,5,0.02,,0.800270782561603
TCS,5,0.02,,0.800270782561603
INFY,5,0.02,,0.800270782561603
BHARTIARTL,5,0.02,,0.800270782561603
AXISBANK,5,0.02,,0.800270782561603
SBIN,5,0.02,,0.800270782561603
MARUTI,5,0.02,,0.800270782561603
TATAMOTORS,5,0.02,,0.800270782561603
JSWSTEEL,5,0.02,,0.800270782561603
BAJFINANCE,5,0.02,,0.800270782561603
BEL,5,0.02,,0.800270782561603
KOTAKBANK,5,0.02,,0.800270782561603
NIFTY,7,0.01,,0.8685079880855673
BANKNIFTY,7,0.01,,0.8685079880855673
RELIANCE,7,0.01,,0.8685079880855673
ETERNAL,7,0.01,,0.8685079880855673
HDFCBANK,7,0.01,,0.8685079880855673
ICICIBANK,7,0.01,,0.8685079880855673
TCS,7,0.01,,0.8685079880855673
INFY,7,0.01,,0.8685079880855673
BHARTIARTL,7,0.01,,0.8685079880855673
AXISBANK,7,0.01,,0.8685079880855673
SBIN,7,0.01,,0.8685079880855673
MARUTI,7,0.01,,0.8685079880855673
TATAMOTORS,7,0.01,,0.8685079880855673
JSWSTEEL,7,0.01,,0.8685079880855673
BAJFINANCE,7,0.01,,0.8685079880855673
BEL,7,0.01,,0.8685079880855673
KOTAKBANK,7,0.01,,0.8685079880855673
NIFTY,7,0.015,,0.7999458434876795
BANKNIFTY,7,0.015,,0.7999458434876795
RELIANCE,7,0.015,,0.7999458434876795
ETERNAL,7,0.015,,0.7999458434876795
HDFCBANK,7,0.015,,0.7999458434876795
ICICIBANK,7,0.015,,0.7999458434876795
TCS,7,0.015,,0.7999458434876795
INFY,7,0.015,,0.7999458434876795
BHARTIARTL,7,0.015,,0.7999458434876795
AXISBANK,7,0.015,,0.7999458434876795
SBIN,7,0.015,,0.7999458434876795
MARUTI,7,0.015,,0.7999458434876795
TATAMOTORS,7,0.015,,0.7999458434876795
JSWSTEEL,7,0.015,,0.7999458434876795
BAJFINANCE,7,0.015,,0.7999458434876795
BEL,7,0.015,,0.7999458434876795
KOTAKBANK,7,0.015,,0.7999458434876795
NIFTY,7,0.02,,0.570268074735987
BANKNIFTY,7,0.02,,0.570268074735987
RELIANCE,7,0.02,,0.570268074735987
ETERNAL,7,0.02,,0.570268074735987
HDFCBANK,7,0.02,,0.570268074735987
ICICIBANK,7,0.02,,0.570268074735987
TCS,7,0.02,,0.570268074735987
INFY,7,0.02,0.731548412163443,0.570268074735987
BHARTIARTL,7,0.02,,0.570268074735987
AXISBANK,7,0.02,,0.570268074735987
SBIN,7,0.02,,0.570268074735987
MARUTI,7,0.02,,0.570268074735987
TATAMOTORS,7,0.02,0.8213398190475656,0.570268074735987
JSWSTEEL,7,0.02,,0.570268074735987
BAJFINANCE,7,0.02,,0.570268074735987
BEL,7,0.02,,0.570268074735987
KOTAKBANK,7,0.02,,0.570268074735987
