strike,symbol_ce,ce_token,ce_ltp,ce_oi,ce_volume,symbol_pe,pe_token,pe_ltp,pe_oi,pe_volume
1280,,,,,,CIPLA25SEP1280PE,20223234,0.8,,
1340,,,,,,CIPLA25SEP1340PE,19463682,1.25,,
1360,CIPLA25NOV1360CE,19121922.0,0.0,,,CIPLA25NOV1360PE,19122178,0.0,,
1380,,,,,,CIPLA25SEP1380PE,19464194,2.0,,
1400,CIPLA25OCT1400CE,19551234.0,0.0,,,CIPLA25OCT1400PE,19551490,0.0,,
1420,CIPLA25OCT1420CE,19094018.0,0.0,,,CIPLA25OCT1420PE,19094274,0.0,,
1440,CIPLA25NOV1440CE,19122946.0,0.0,,,CIPLA25NOV1440PE,19123202,0.0,,
1460,CIPLA25OCT1460CE,19094530.0,0.0,,,CIPLA25OCT1460PE,19095298,0.0,,
1480,CIPLA25NOV1480CE,19123458.0,0.0,,,CIPLA25NOV1480PE,19123714,0.0,,
1500,CIPLA25OCT1500CE,19095554.0,0.0,,,CIPLA25OCT1500PE,19095810,11.6,,
1520,CIPLA25NOV1520CE,19123970.0,0.0,,,CIPLA25NOV1520PE,19124226,0.0,,
1540,CIPLA25OCT1540CE,19096066.0,0.0,,,CIPLA25OCT1540PE,19097602,0.0,,
1560,CIPLA25NOV1560CE,19124482.0,0.0,,,CIPLA25NOV1560PE,19124738,0.0,,
1580,CIPLA25OCT1580CE,19098114.0,0.0,,,CIPLA25OCT1580PE,19098370,0.0,,
1600,CIPLA25NOV1600CE,19124994.0,0.0,,,CIPLA25NOV1600PE,19125250,0.0,,
1620,CIPLA25OCT1620CE,19098626.0,0.0,,,CIPLA25OCT1620PE,19098882,0.0,,
1640,CIPLA25NOV1640CE,19125506.0,0.0,,,CIPLA25NOV1640PE,19125762,0.0,,
1660,CIPLA25OCT1660CE,19099138.0,0.0,,,CIPLA25OCT1660PE,19099394,0.0,,
1680,CIPLA25NOV1680CE,19126018.0,0.0,,,CIPLA25NOV1680PE,19126274,0.0,,
1700,CIPLA25OCT1700CE,19099650.0,17.85,,,CIPLA25OCT1700PE,19099906,0.0,,
1720,CIPLA25NOV1720CE,19126530.0,0.0,,,CIPLA25NOV1720PE,19126786,0.0,,
1740,CIPLA25OCT1740CE,19100162.0,0.0,,,CIPLA25OCT1740PE,19100418,0.0,,
1760,CIPLA25NOV1760CE,19127042.0,0.0,,,CIPLA25NOV1760PE,19127298,0.0,,
1800,CIPLA25OCT1800CE,19566594.0,0.0,,,CIPLA25OCT1800PE,19566850,0.0,,
1840,CIPLA25NOV1840CE,19131906.0,0.0,,,CIPLA25NOV1840PE,19132162,0.0,,
