strike,symbol_ce,ce_token,ce_ltp,ce_oi,ce_volume,symbol_pe,pe_token,pe_ltp,pe_oi,pe_volume
280,NTPC25NOV280CE,27330050,0.0,,,NTPC25NOV280PE,27333378,0.0,,
290,NTPC25OCT290CE,28925186,0.0,,,NTPC25OCT290PE,28925442,0.0,,
295,NTPC25OCT295CE,27297282,0.0,,,NTPC25OCT295PE,27297794,0.0,,
300,NTPC25NOV300CE,27334146,0.0,,,NTPC25NOV300PE,27337474,0.0,,
305,NTPC25OCT305CE,27298306,0.0,,,NTPC25OCT305PE,27298562,0.0,,
310,NTPC25NOV310CE,27337730,0.0,,,NTPC25NOV310PE,27355394,0.0,,
315,NTPC25OCT315CE,27298818,0.0,,,NTPC25OCT315PE,27299074,0.0,,
320,NTPC25NOV320CE,27355650,0.0,,,NTPC25NOV320PE,27355906,0.0,,
325,NTPC25OCT325CE,27299330,12.6,,,NTPC25OCT325PE,27299586,8.45,,
330,NTPC25NOV330CE,27356162,0.0,,,NTPC25NOV330PE,27356418,0.0,,
335,NTPC25OCT335CE,27299842,0.0,,,NTPC25OCT335PE,27300098,0.0,,
340,NTPC25NOV340CE,27356674,0.0,,,NTPC25NOV340PE,27356930,0.0,,
345,NTPC25OCT345CE,27300354,0.0,,,NTPC25OCT345PE,27300610,0.0,,
350,NTPC25NOV350CE,27357186,0.0,,,NTPC25NOV350PE,27357442,0.0,,
355,NTPC25OCT355CE,27300866,0.0,,,NTPC25OCT355PE,27301122,0.0,,
360,NTPC25NOV360CE,27357698,0.0,,,NTPC25NOV360PE,27357954,0.0,,
365,NTPC25OCT365CE,27301378,0.0,,,NTPC25OCT365PE,27301634,0.0,,
370,NTPC25OCT370CE,28936194,0.0,,,NTPC25OCT370PE,28936450,0.0,,
380,NTPC25OCT380CE,28952578,0.0,,,NTPC25OCT380PE,28952834,0.0,,
390,NTPC25SEP390CE,30390018,0.15,,,NTPC25SEP390PE,30391042,60.8,,
