strike,symbol_ce,ce_token,ce_ltp,ce_oi,ce_volume,symbol_pe,pe_token,pe_ltp,pe_oi,pe_volume
1800,ADANIENT25NOV1800CE,14059010.0,0.0,,,ADANIENT25NOV1800PE,14059266,0.0,,
1900,ADANIENT25NOV1900CE,14059522.0,0.0,,,ADANIENT25NOV1900PE,14059778,0.0,,
1950,,,,,,ADANIENT25SEP1950PE,15782914,4.95,,
2000,ADANIENT25NOV2000CE,14060034.0,0.0,,,ADANIENT25NOV2000PE,14060290,0.0,,
2050,ADANIENT25OCT2050CE,14046722.0,0.0,,,ADANIENT25OCT2050PE,14046978,0.0,,
2100,ADANIENT25NOV2100CE,14060546.0,0.0,,,ADANIENT25NOV2100PE,14060802,0.0,,
2150,ADANIENT25OCT2150CE,14047234.0,0.0,,,ADANIENT25OCT2150PE,14047490,0.0,,
2200,ADANIENT25NOV2200CE,14061058.0,0.0,,,ADANIENT25NOV2200PE,14061314,0.0,,
2250,ADANIENT25OCT2250CE,14047746.0,0.0,,,ADANIENT25OCT2250PE,14048002,0.0,,
2300,ADANIENT25NOV2300CE,14061570.0,0.0,,,ADANIENT25NOV2300PE,14061826,0.0,,
2350,ADANIENT25OCT2350CE,14048258.0,0.0,,,ADANIENT25OCT2350PE,14048514,0.0,,
2400,ADANIENT25NOV2400CE,14062082.0,0.0,,,ADANIENT25NOV2400PE,14062338,0.0,,
2450,ADANIENT25OCT2450CE,14048770.0,0.0,,,ADANIENT25OCT2450PE,14049026,0.0,,
2500,ADANIENT25NOV2500CE,14062594.0,0.0,,,ADANIENT25NOV2500PE,14062850,0.0,,
2550,ADANIENT25SEP2550CE,15794946.0,5.35,,,ADANIENT25SEP2550PE,15795202,256.95,,
2600,ADANIENT25NOV2600CE,14063106.0,0.0,,,ADANIENT25NOV2600PE,14063362,0.0,,
2700,ADANIENT25SEP2700CE,16404738.0,1.45,,,ADANIENT25SEP2700PE,16404994,400.25,,
2800,ADANIENT25SEP2800CE,16405250.0,0.8,,,ADANIENT25SEP2800PE,16405506,500.35,,
