strike,symbol_ce,ce_token,ce_ltp,ce_oi,ce_volume,symbol_pe,pe_token,pe_ltp,pe_oi,pe_volume
240,,,,,,ETERNAL25SEP240PE,21810434.0,0.25,,
260,ETERNAL25SEP260CE,21811202.0,63.5,,,ETERNAL25SEP260PE,21811458.0,0.45,,
270,ETERNAL25OCT270CE,21393154.0,0.0,,,ETERNAL25OCT270PE,21393410.0,2.05,,
275,ETERNAL25SEP275CE,21365250.0,43.6,,,ETERNAL25SEP275PE,21365506.0,1.0,,
280,ETERNAL25NOV280CE,20715778.0,0.0,,,ETERNAL25NOV280PE,20716034.0,0.0,,
285,ETERNAL25SEP285CE,21365762.0,34.3,,,ETERNAL25SEP285PE,21366018.0,1.65,,
290,ETERNAL25NOV290CE,20716546.0,0.0,,,ETERNAL25NOV290PE,20717570.0,0.0,,
295,ETERNAL25OCT295CE,20691202.0,32.5,,,ETERNAL25OCT295PE,20691458.0,6.15,,
300,ETERNAL25NOV300CE,20718338.0,0.0,,,ETERNAL25NOV300PE,20718594.0,0.0,,
305,ETERNAL25OCT305CE,20691714.0,0.0,,,ETERNAL25OCT305PE,20691970.0,0.0,,
310,ETERNAL25NOV310CE,20719362.0,0.0,,,ETERNAL25NOV310PE,20721922.0,0.0,,
315,ETERNAL25OCT315CE,20692226.0,20.1,,,ETERNAL25OCT315PE,20692482.0,12.75,,
320,ETERNAL25NOV320CE,20723458.0,0.0,,,ETERNAL25NOV320PE,20723714.0,0.0,,
325,ETERNAL25OCT325CE,20693250.0,17.0,,,ETERNAL25OCT325PE,20693506.0,16.95,,
330,ETERNAL25NOV330CE,20723970.0,0.0,,,ETERNAL25NOV330PE,20724226.0,0.0,,
335,ETERNAL25OCT335CE,20695042.0,12.1,,,ETERNAL25OCT335PE,20695298.0,23.65,,
340,ETERNAL25NOV340CE,20724482.0,0.0,,,ETERNAL25NOV340PE,20724994.0,0.0,,
345,ETERNAL25SEP345CE,21384450.0,3.05,,,ETERNAL25SEP345PE,21384706.0,24.8,,
350,ETERNAL25NOV350CE,20725250.0,0.0,,,ETERNAL25NOV350PE,20725506.0,0.0,,
360,ETERNAL25NOV360CE,20725762.0,0.0,,,ETERNAL25NOV360PE,20726018.0,0.0,,
370,ETERNAL25SEP370CE,12347394.0,0.75,,,,,,,
