date_time,tick_num,open,high,low,close,volume,cum_buy_volume,cum_ticks,cum_dollar_value
2015-08-28,68,349.8974609375,381.1420898438,291.9871520996,312.044128418,355900972.0,214007721.0,68,125142520545.48737
2015-09-03,72,304.9854431152,304.9854431152,295.4735107422,298.4863586426,23536261.0,3675760.0,4,7053293521.690346
2015-09-04,73,301.2839660645,301.2839660645,301.2839660645,301.2839660645,5305451.0,5305451.0,1,1598447319.0408678
2015-09-07,74,298.7875976562,298.7875976562,298.7875976562,298.7875976562,2898337.0,0.0,1,865987149.4280777
2015-09-08,75,299.3471069336,299.3471069336,299.3471069336,299.3471069336,3089268.0,3089268.0,1,924763438.3425486
2015-09-11,78,305.157623291,305.157623291,300.1648864746,300.1648864746,13085890.0,6374276.0,3,3964807239.184839
2015-09-21,83,304.8563537598,309.4616699219,302.144744873,303.2637939453,17722706.0,5785289.0,5,5421783837.544173
2015-09-22,84,295.9468688965,295.9468688965,295.9468688965,295.9468688965,4558449.0,0.0,1,1349058708.5743816
2015-09-30,89,290.8681640625,290.8681640625,277.7407531738,290.8250732422,33728836.0,7251836.0,5,9627359420.701923
2015-10-05,91,292.2024230957,298.0559387207,292.2024230957,298.0559387207,11063630.0,11063630.0,2,3267764010.831936
2015-10-08,94,300.2939758301,300.2939758301,294.0101013184,294.0101013184,13016715.0,4610836.0,3,3859462177.248293
2015-10-09,95,299.2179870605,299.2179870605,299.2179870605,299.2179870605,5548083.0,5548083.0,1,1660086227.30458
2015-11-05,113,300.8535461426,319.7913818359,289.7060546875,289.7060546875,67390052.0,29707609.0,18,20495268846.079594
2015-11-10,116,291.9871520996,291.9871520996,285.488067627,285.488067627,9425720.0,3373067.0,3,2724103816.1495023
2016-01-29,169,287.4248352051,294.5696411133,249.5491790771,249.5491790771,201270801.0,84965905.0,53,55235477076.37742
2016-02-09,176,255.3166046143,268.7883300781,255.3166046143,268.7883300781,26424575.0,21191645.0,7,6907355547.266787
2016-03-18,203,267.9705200195,296.3773193359,265.7324829102,296.3773193359,118453106.0,60648229.0,27,33140820020.98515
2016-07-01,273,304.4259338379,321.1256408691,284.4981079102,317.0798339844,265520882.0,127589867.0,70,81031321594.17339
2016-07-15,282,321.3839111328,326.1614379883,305.6310424805,326.1614379883,17060951.0,11148109.0,9,5377331204.159279
2016-08-30,313,312.1732177734,320.6952209473,286.7860107422,286.7860107422,96225487.0,31351516.0,31,29555194052.64451
2016-11-08,358,286.6132202148,286.6132202148,260.3845825195,263.4957275391,201476444.0,85563073.0,45,54940694585.92638
2016-12-23,390,260.1253662109,287.3045654297,252.5635375977,255.4154205322,101465010.0,42851577.0,32,27319440696.857315
2017-02-17,429,255.8907165527,319.3232421875,255.8907165527,319.3232421875,161049795.0,101345836.0,39,46438843160.12578
2017-03-16,446,324.3788452148,324.3788452148,307.3972473145,311.6750488281,123112112.0,69877320.0,17,38642767990.247375
2017-04-12,464,299.7490539551,303.5083312988,292.2737121582,303.162689209,85317229.0,51236835.0,18,25390885629.728848
2017-04-27,474,294.0452880859,309.2985229492,292.7922668457,309.2985229492,35677232.0,22951369.0,10,10678722380.281113
2017-05-15,485,307.2244262695,322.1319274902,297.9342346191,314.699798584,60523871.0,30041800.0,11,19033317894.596447
2017-08-16,550,323.5146484375,370.6397399902,313.8787841797,353.2686767578,277348465.0,136771098.0,65,93184853610.19768
2017-09-26,578,360.7196044922,376.3578796387,335.5943603516,335.5943603516,98254572.0,46768119.0,28,34816716131.973045
2017-11-02,603,334.3815002441,470.6206054688,326.7573242188,470.6206054688,289531169.0,231500744.0,25,117854291870.39514
2018-01-16,655,468.9311523438,470.4040527344,418.854095459,430.8102111816,431182471.0,181725588.0,52,190960795731.91666
2018-02-02,667,433.1061401367,433.1061401367,368.2918395996,368.2918395996,144969030.0,33620996.0,12,57679011922.332985
2018-02-08,671,383.8571777344,383.8571777344,374.7882995605,374.7882995605,41567481.0,15080352.0,4,15796154914.610992
2018-03-01,685,368.4226379395,379.1483154297,361.3157653809,373.0006713867,107338664.0,39902221.0,14,39753298519.072136
2018-03-07,688,367.507019043,367.507019043,351.592956543,351.592956543,20133034.0,0.0,3,7179351450.584333
2018-03-13,692,349.9360656738,371.7362365723,349.9360656738,371.7362365723,27857369.0,19193290.0,4,10024715085.012156
2018-03-19,696,368.5098876953,368.5098876953,348.4973144531,348.4973144531,21861673.0,0.0,4,7888372607.949375
2018-03-21,698,349.1512756348,364.6730041504,349.1512756348,364.6730041504,17547095.0,17547095.0,2,6270421334.312719
2018-03-26,701,362.4057922363,367.5506591797,359.8770141602,367.5506591797,15963140.0,4884776.0,3,5795861492.641425
2018-03-28,703,360.3130187988,360.3130187988,347.6689147949,347.6689147949,18159890.0,0.0,2,6398934100.252612
2018-04-04,706,344.5296630859,350.7209472656,344.4860839844,344.4860839844,14617586.0,5059176.0,3,5067339365.057994
2018-04-09,709,343.4832763672,343.4832763672,331.6239624023,331.6239624023,32468863.0,0.0,3,10921266871.425386
2018-04-16,714,336.2019958496,336.2019958496,328.4411621094,328.4411621094,37821299.0,13281396.0,5,12606991395.095806
2018-04-18,716,333.1500549316,335.0683898926,333.1500549316,335.0683898926,12717151.0,12717151.0,2,4248921983.156955
2018-04-20,718,344.7476806641,350.5465087891,344.7476806641,350.5465087891,11341639.0,11341639.0,2,3953453889.61505
2018-04-25,721,351.2877197266,366.1118164062,351.2877197266,366.1118164062,33369435.0,33369435.0,3,12071951775.141796
2018-04-26,722,356.8249206543,356.8249206543,356.8249206543,356.8249206543,13874130.0,0.0,1,4950635336.397443
2018-04-27,723,356.4325561523,356.4325561523,356.4325561523,356.4325561523,5013031.0,0.0,1,1786807453.4007206
2018-05-03,726,357.1302185059,357.1302185059,352.6393432617,352.6393432617,14511731.0,3633132.0,3,5157577159.334045
2018-05-04,727,345.9685058594,345.9685058594,345.9685058594,345.9685058594,15994662.0,0.0,1,5533649313.866122
2018-05-07,728,347.2765197754,347.2765197754,347.2765197754,347.2765197754,6553080.0,6553080.0,1,2275730816.2097783
2018-05-09,730,349.8052978516,350.9389343262,349.8052978516,350.9389343262,12975612.0,12975612.0,2,4549162995.874029
2018-05-14,733,359.3537902832,359.3537902832,334.1091918945,334.1091918945,44402831.0,9023511.0,3,15140070202.434975
2018-05-15,734,333.0628051758,333.0628051758,333.0628051758,333.0628051758,7078344.0,0.0,1,2357533108.6392927
2018-05-21,738,327.3075256348,327.3075256348,313.9222412109,313.9222412109,34682004.0,0.0,4,11058929164.759829
2018-05-24,741,315.5354614258,324.2991333008,311.1318664551,324.2991333008,18838368.0,12234090.0,3,5958885288.991402
2018-05-29,744,328.7027587891,330.6211547852,327.1331481934,330.6211547852,14613347.0,8003358.0,3,4800473640.616896
2018-05-31,746,327.6999511719,327.6999511719,325.7815246582,325.7815246582,15717366.0,0.0,2,5127598057.792536
2018-06-07,751,334.5888061523,334.5888061523,317.671875,331.3187561035,23644921.0,14150779.0,5,7745956191.130595
2018-06-12,754,329.2259521484,339.0360107422,329.2259521484,331.9291687012,16471746.0,6040503.0,3,5498761643.233211
2018-06-13,755,327.5691223145,327.5691223145,327.5691223145,327.5691223145,7432828.0,0.0,1,2434764944.2746406
2018-06-14,756,328.3103637695,328.3103637695,328.3103637695,328.3103637695,5218952.0,5218952.0,1,1713436029.6155596
2018-06-29,767,329.8363952637,333.0628051758,321.5086669922,333.0628051758,46109098.0,31603294.0,11,15100457238.319078
2018-07-05,771,320.9419250488,323.2963256836,316.8870544434,316.8870544434,19424658.0,3092637.0,4,6210192286.228994
2018-07-09,773,315.8842773438,315.8842773438,315.7534790039,315.7534790039,13257088.0,0.0,2,4187019198.6062026
2018-07-18,780,320.7239074707,320.7239074707,293.6917419434,293.6917419434,25935699.0,4178566.0,7,7927756341.047639
2018-07-23,783,300.8421325684,313.006652832,300.8421325684,313.006652832,13385514.0,13385514.0,3,4078820658.1915083
2018-09-05,813,311.1318664551,340.6056518555,307.207824707,326.5531616211,156591772.0,78995732.0,30,51389346776.22703
2018-09-18,821,326.7725830078,341.95703125,326.7725830078,328.001373291,33546694.0,11671835.0,8,11241404924.962395
2018-09-19,822,324.7977294922,324.7977294922,324.7977294922,324.7977294922,2182182.0,0.0,1,708767758.938748
2018-10-01,829,325.1927185059,325.1927185059,286.7927856445,286.7927856445,53003287.0,17359556.0,7,16222452984.609503
2018-10-05,832,279.5077209473,279.5077209473,262.0851135254,262.0851135254,24313420.0,0.0,3,6591862751.906269
2018-10-09,834,259.1009216309,259.1009216309,253.6590576172,253.6590576172,19514559.0,0.0,2,5004546589.946571
2018-10-15,838,259.0131530762,259.0131530762,250.4554443359,255.5022888184,29417135.0,24222944.0,4,7520514458.401953
2018-10-16,839,258.047668457,258.047668457,258.047668457,258.047668457,3341220.0,3341220.0,1,862194030.8018975
2018-10-25,845,253.2202453613,277.2257080078,250.8065490723,259.4081420898,53566361.0,20896152.0,6,13955337057.995483
2018-10-26,846,261.5146179199,261.5146179199,261.5146179199,261.5146179199,8719999.0,8719999.0,1,2280407206.74691
2018-10-29,847,258.1354064941,258.1354064941,258.1354064941,258.1354064941,6271130.0,0.0,1,1618800691.7273452
2018-11-09,855,256.8188781738,271.0429992676,256.5994262695,265.290222168,41194702.0,18271004.0,8,10801435610.691105
2018-11-21,863,262.1483459473,298.1251831055,262.1483459473,294.4522705078,80448496.0,61745403.0,8,23112548639.141743
2018-12-06,873,290.1598510742,296.0895996094,269.0516662598,269.0516662598,72375219.0,19209853.0,10,20458548483.28226
2018-12-12,877,269.0074157715,270.4234313965,256.8824157715,270.4234313965,31341847.0,10299827.0,4,8278801249.613597
2018-12-31,889,268.2551269531,285.6018676758,268.2551269531,276.5744628906,99373412.0,48385765.0,12,27719558686.038826
2019-01-09,896,282.7697753906,296.0453186035,276.707244873,296.0453186035,50652289.0,44433298.0,7,14476923388.844152
2019-01-28,909,298.5234375,298.9216918945,266.9718017578,270.0694580078,93672737.0,26116360.0,13,26279587105.349686
2019-02-25,928,272.4590454102,280.7784118652,266.219543457,280.7784118652,114786188.0,85793523.0,19,31284986290.359627
2019-12-03,1113,279.185333252,442.5296020508,272.282043457,442.5296020508,2027763579.0,1227277519.0,185,711430365518.1425
2020-01-27,1151,444.7465820312,505.3281860352,406.6240844727,495.8336791992,612501393.0,436501265.0,38,280846748553.6779
2020-06-18,1246,473.5191955566,577.1873779297,389.4665222168,540.6553344727,1906141955.0,904690221.0,95,970031617690.331
2020-09-24,1316,551.8366699219,568.0785522461,405.6174621582,405.6174621582,1634070675.0,668878901.0,70,828604418837.3125
2021-02-09,1410,425.3034057617,588.9821166992,384.7223205566,579.4051513672,1921789766.0,1200954949.0,94,929329849123.2446
2021-08-26,1544,570.9406738281,616.2618408203,491.1811828613,567.7484130859,2009929819.0,909933550.0,134,1080312203185.1617
2022-04-04,1694,575.7291870117,756.6903686523,575.7291870117,756.6903686523,1716297188.0,1063694238.0,150,1182571441612.885
2022-10-03,1818,755.5076293945,795.244934082,631.6264648438,795.244934082,1018044383.0,462865023.0,124,722983378777.969
2022-10-28,1835,800.541015625,808.856262207,758.2223510742,808.6087646484,77467371.0,47405230.0,17,60684363179.59475
2022-11-01,1837,823.6059570312,827.1201171875,823.6059570312,827.1201171875,15975992.0,15975992.0,2,13194781359.649628
2022-11-04,1840,801.6793823242,810.390625,801.6793823242,808.1633300781,21395991.0,5897840.0,3,17228535345.10607
2022-11-10,1843,814.3997192383,817.4190063477,810.7865600586,817.4190063477,15566031.0,11596860.0,3,12675991250.472584
2022-11-15,1846,818.557434082,826.8231201172,813.6078491211,826.8231201172,20961727.0,10555151.0,3,17158362061.933662
2022-11-17,1848,832.7130737305,837.6132202148,832.7130737305,837.6132202148,7990879.0,7990879.0,2,6676383196.34787
2022-11-22,1851,828.8524780273,842.6121826172,828.8524780273,839.0485229492,20534731.0,5527122.0,3,17173821107.767363
2022-11-25,1854,834.7424316406,839.7909545898,834.7424316406,838.3060913086,11043191.0,3455310.0,3,9246323457.948055
2022-12-08,1863,828.9514770508,840.1869506836,824.1998901367,824.1998901367,38708194.0,14151544.0,9,32213373520.272003
