date_time,tick_num,open,high,low,close,volume,cum_buy_volume,cum_ticks,cum_dollar_value
2015-11-13,117,8334.599609375,8633.5,7558.7998046875,7762.25,19036600.0,9057100.0,117,155451304429.19922
2015-12-08,133,7806.6000976562,7954.8999023438,7701.7001953125,7701.7001953125,2382400.0,1087700.0,16,18698440532.324226
2015-12-09,134,7612.5,7612.5,7612.5,7612.5,140000.0,0.0,1,1065750000.0
2015-12-16,139,7683.2998046875,7750.8999023438,7610.4501953125,7750.8999023438,746100.0,578300.0,5,5728129283.007827
2016-01-12,156,7844.3500976562,7946.3500976562,7510.2998046875,7510.2998046875,2450500.0,964300.0,17,19013592495.507786
2016-01-18,160,7562.3999023438,7562.3999023438,7351.0,7351.0,847100.0,215200.0,4,6326976921.191417
2016-01-21,163,7435.1000976562,7435.1000976562,7276.7998046875,7276.7998046875,654600.0,188300.0,3,4800533097.314444
2016-01-27,166,7422.4501953125,7437.75,7422.4501953125,7437.75,580000.0,580000.0,3,4310127148.828133
2016-02-02,170,7424.6499023438,7563.5498046875,7424.6499023438,7455.5498046875,1003800.0,298700.0,4,7527778709.033216
2016-02-10,176,7361.7998046875,7489.1000976562,7215.7001953125,7215.7001953125,1295000.0,472500.0,6,9529531581.542957
2016-02-11,177,6976.3500976562,6976.3500976562,6976.3500976562,6976.3500976562,292300.0,0.0,1,2039187133.5449073
2016-02-15,179,6980.9501953125,7162.9501953125,6980.9501953125,7162.9501953125,688100.0,688100.0,2,4868056229.394531
2016-03-18,202,7048.25,7604.3500976562,6970.6000976562,7604.3500976562,5596900.0,3517100.0,23,40823303439.99016
2016-04-20,220,7704.25,7914.75,7546.4501953125,7914.75,3717300.0,2636000.0,18,28644402278.51564
2016-06-08,255,7912.0498046875,8273.0498046875,7706.5498046875,8273.0498046875,7202900.0,3969000.0,35,57367695444.62896
2016-07-04,273,8203.599609375,8370.7001953125,8088.6000976562,8370.7001953125,3170300.0,1738100.0,18,25978833471.19137
2016-08-31,312,8335.9501953125,8786.2001953125,8323.2001953125,8786.2001953125,6828100.0,3734500.0,39,58688623872.55859
2016-09-16,322,8774.650390625,8952.5,8715.599609375,8779.849609375,2089200.0,1199800.0,10,18444986947.851562
2016-09-19,323,8808.400390625,8808.400390625,8808.400390625,8808.400390625,131700.0,131700.0,1,1160066331.4453125
2016-09-22,326,8775.900390625,8867.4501953125,8775.900390625,8867.4501953125,458100.0,321600.0,3,4036245775.1953125
2016-09-26,328,8831.5498046875,8831.5498046875,8723.0498046875,8723.0498046875,349900.0,0.0,2,3072365276.6601562
2016-11-04,354,8706.400390625,8769.150390625,8433.75,8433.75,4752300.0,1650200.0,26,41041592721.19141
2017-01-25,411,8497.0498046875,8602.75,7908.25,8602.75,9896600.0,5400200.0,57,81378502035.05855
2017-02-09,421,8641.25,8801.0498046875,8561.2998046875,8778.400390625,2730200.0,1678200.0,10,23731613736.914062
2017-02-20,428,8793.5498046875,8879.2001953125,8724.7001953125,8879.2001953125,1485900.0,1081500.0,7,13073477132.324219
