date_time,tick_num,open,high,low,close,volume,cum_buy_volume,cum_ticks,cum_dollar_value
2016-02-12,179,259.1016540527,267.4289550781,162.8981323242,162.8981323242,2653186074.0,1221630842.0,179,600377160156.2463
2016-02-24,187,171.2723388672,171.2723388672,157.3854217529,157.3854217529,191920906.0,84008106.0,8,31616085570.887142
2016-02-25,188,154.0188598633,154.0188598633,154.0188598633,154.0188598633,38340699.0,0.0,1,5905190746.341967
2016-02-26,189,155.5337982178,155.5337982178,155.5337982178,155.5337982178,24687792.0,24687792.0,1,3839786059.3710175
2016-03-01,191,159.9523925781,172.4927215576,159.9523925781,172.4927215576,70734128.0,70734128.0,2,11655487064.242157
2016-03-10,197,185.1593170166,185.5801086426,181.3719482422,181.3719482422,137898900.0,65260273.0,6,25350486988.12165
2016-03-11,198,179.9832763672,179.9832763672,179.9832763672,179.9832763672,14879621.0,0.0,1,2678082938.682193
2016-03-17,202,186.5480041504,191.6819763184,186.2955169678,191.6819763184,79738291.0,66262734.0,4,15106452486.858711
2016-05-30,249,193.7439727783,213.8168945312,180.4882202148,205.7793273926,1110933972.0,559407496.0,47,217454985657.43628
2016-11-21,366,205.9055786133,251.3300323486,198.3754882812,224.3589019775,2118346695.0,1021516874.0,117,472810671439.9225
2017-03-10,443,225.6473083496,249.3544464111,213.149520874,232.3901062012,1307849751.0,674642727.0,77,302094506851.41266
2017-03-20,448,246.7346343994,246.7346343994,236.2554016113,236.2554016113,104782604.0,43486006.0,5,25533745263.182793
2017-04-06,460,233.678527832,246.2621765137,227.6228942871,241.2373199463,202730459.0,85681318.0,12,48163173885.69072
2017-04-21,470,238.2309875488,243.6424255371,231.1875457764,231.1875457764,169146517.0,58380956.0,10,40420701413.7975
2017-04-24,471,230.7580566406,230.7580566406,230.7580566406,230.7580566406,24418208.0,0.0,1,5634698224.725952
2017-04-26,473,234.0650787354,237.8444366455,234.0650787354,237.8444366455,28890533.0,28890533.0,2,6819731601.926706
2017-05-03,477,235.4823303223,239.2187805176,234.2797698975,234.2797698975,65262517.0,9367499.0,4,15394962034.04638
2017-05-08,480,255.7965545654,260.2202453613,255.7965545654,260.2202453613,200658118.0,200658118.0,3,51492948812.05393
2017-05-22,490,258.201751709,266.061126709,254.722946167,260.9932861328,176477618.0,70289940.0,10,46025377370.790016
2017-07-25,535,262.8829650879,289.6346130371,262.8829650879,289.6346130371,752483172.0,522995358.0,45,208553635392.63364
2017-10-19,594,295.5387268066,295.5387268066,245.5442504883,245.5442504883,787226911.0,299074099.0,59,215543802765.94882
2018-02-20,678,250.0199432373,345.0094299316,250.0199432373,302.1094360352,1440146627.0,815801496.0,84,437883600232.7892
2018-03-09,690,303.9663696289,311.4416809082,273.0173950195,278.731048584,195464854.0,46471925.0,12,56747634078.38654
2018-03-22,699,286.3016357422,291.4438781738,269.7320251465,269.7320251465,145905518.0,41094884.0,9,41111386562.53434
2018-04-04,706,262.3995056152,270.3510131836,249.3533325195,255.8288421631,253710728.0,87769101.0,7,65576319116.59097
2018-04-09,709,265.3515319824,267.4465637207,265.3515319824,267.4465637207,90048650.0,90048650.0,3,24021127628.54078
2018-05-02,725,275.0171508789,277.8263549805,263.6850891113,263.6850891113,281612585.0,132500014.0,16,76663498727.34918
2018-05-07,728,268.446472168,275.9694213867,268.446472168,275.9694213867,46259167.0,46259167.0,3,12576841350.049501
