strike,symbol_ce,ce_token,ce_ltp,ce_oi,ce_volume,symbol_pe,pe_token,pe_ltp,pe_oi,pe_volume
800,HDFCBANK25NOV800CE,22075906,0.0,,,HDFCBANK25NOV800PE,22076162.0,0.0,,
820,HDFCBANK25OCT820CE,22913282,0.0,,,HDFCBANK25OCT820PE,22913538.0,0.0,,
840,HDFCBANK25NOV840CE,22079490,0.0,,,HDFCBANK25NOV840PE,22080258.0,0.0,,
850,HDFCBANK25OCT850CE,21999874,0.0,,,HDFCBANK25OCT850PE,22000130.0,3.75,,
860,HDFCBANK25NOV860CE,22081026,0.0,,,HDFCBANK25NOV860PE,22082306.0,0.0,,
870,HDFCBANK25OCT870CE,22000386,0.0,,,HDFCBANK25OCT870PE,22000642.0,0.0,,
880,HDFCBANK25NOV880CE,22082562,0.0,,,HDFCBANK25NOV880PE,22083330.0,0.0,,
890,HDFCBANK25OCT890CE,22000898,0.0,,,HDFCBANK25OCT890PE,22001154.0,0.0,,
900,HDFCBANK25NOV900CE,22083586,0.0,,,HDFCBANK25NOV900PE,22086146.0,0.0,,
910,HDFCBANK25OCT910CE,22001410,0.0,,,HDFCBANK25OCT910PE,22001666.0,7.0,,
920,HDFCBANK25NOV920CE,22086658,0.0,,,HDFCBANK25NOV920PE,22087426.0,0.0,,
930,HDFCBANK25OCT930CE,22002434,0.0,,,HDFCBANK25OCT930PE,22002690.0,11.75,,
940,HDFCBANK25NOV940CE,22087682,0.0,,,HDFCBANK25NOV940PE,22087938.0,0.0,,
950,HDFCBANK25OCT950CE,22002946,31.15,,,HDFCBANK25OCT950PE,22003202.0,19.2,,
960,HDFCBANK25NOV960CE,22088194,0.0,,,HDFCBANK25NOV960PE,22088962.0,0.0,,
970,HDFCBANK25OCT970CE,22007042,21.4,,,HDFCBANK25OCT970PE,22007298.0,30.85,,
980,HDFCBANK25NOV980CE,22089218,0.0,,,HDFCBANK25NOV980PE,22089474.0,0.0,,
990,HDFCBANK25OCT990CE,22008578,0.0,,,HDFCBANK25OCT990PE,22010370.0,42.0,,
1000,HDFCBANK25NOV1000CE,22089730,0.0,,,HDFCBANK25NOV1000PE,22089986.0,0.0,,
1010,HDFCBANK25OCT1010CE,22010882,0.0,,,HDFCBANK25OCT1010PE,22011138.0,0.0,,
1020,HDFCBANK25NOV1020CE,22090242,0.0,,,HDFCBANK25NOV1020PE,22092034.0,0.0,,
1030,HDFCBANK25OCT1030CE,22012162,0.0,,,HDFCBANK25OCT1030PE,22014466.0,0.0,,
1040,HDFCBANK25NOV1040CE,22092290,0.0,,,HDFCBANK25NOV1040PE,22092546.0,0.0,,
1050,HDFCBANK25OCT1050CE,22014722,4.0,,,HDFCBANK25OCT1050PE,22014978.0,0.0,,
1060,HDFCBANK25NOV1060CE,22092802,0.0,,,HDFCBANK25NOV1060PE,22093058.0,0.0,,
1070,HDFCBANK25SEP1070CE,22876930,0.55,,,,,,,
1080,HDFCBANK25NOV1080CE,22093314,0.0,,,HDFCBANK25NOV1080PE,22093570.0,0.0,,
1090,HDFCBANK25SEP1090CE,22893570,0.5,,,,,,,
1100,HDFCBANK25OCT1100CE,22927874,1.75,,,HDFCBANK25OCT1100PE,22928130.0,0.0,,
1120,HDFCBANK25NOV1120CE,22094338,0.0,,,HDFCBANK25NOV1120PE,22094594.0,0.0,,
1140,HDFCBANK25SEP1140CE,23286786,0.3,,,,,,,
1160,HDFCBANK25SEP1160CE,23287298,0.25,,,,,,,
