strike,symbol_ce,ce_token,ce_ltp,ce_oi,ce_volume,symbol_pe,pe_token,pe_ltp,pe_oi,pe_volume
4000,,,,,,TRENT25SEP4000PE,36545026,3.75,,
4400,TRENT25NOV4400CE,32215042.0,0.0,,,TRENT25NOV4400PE,32215298,0.0,,
4600,TRENT25NOV4600CE,32215554.0,0.0,,,TRENT25NOV4600PE,32215810,0.0,,
4700,TRENT25OCT4700CE,32150274.0,0.0,,,TRENT25OCT4700PE,32150530,0.0,,
4800,TRENT25NOV4800CE,32216066.0,0.0,,,TRENT25NOV4800PE,32216322,0.0,,
4900,TRENT25OCT4900CE,32150786.0,0.0,,,TRENT25OCT4900PE,32151042,0.0,,
5000,TRENT25NOV5000CE,32216578.0,0.0,,,TRENT25NOV5000PE,32216834,0.0,,
5100,TRENT25OCT5100CE,32151298.0,0.0,,,TRENT25OCT5100PE,32151810,0.0,,
5200,TRENT25NOV5200CE,32217090.0,0.0,,,TRENT25NOV5200PE,32217346,0.0,,
5300,TRENT25OCT5300CE,32155650.0,0.0,,,TRENT25OCT5300PE,32155906,0.0,,
5400,TRENT25NOV5400CE,32217602.0,0.0,,,TRENT25NOV5400PE,32217858,0.0,,
5500,TRENT25OCT5500CE,32157186.0,0.0,,,TRENT25OCT5500PE,32157442,0.0,,
5600,TRENT25NOV5600CE,32218114.0,0.0,,,TRENT25NOV5600PE,32218370,0.0,,
5700,TRENT25OCT5700CE,32157698.0,0.0,,,TRENT25OCT5700PE,32157954,0.0,,
5800,TRENT25NOV5800CE,32218626.0,0.0,,,TRENT25NOV5800PE,32218882,0.0,,
5900,TRENT25OCT5900CE,32163330.0,178.15,,,TRENT25OCT5900PE,32163586,0.0,,
6000,TRENT25NOV6000CE,32219138.0,0.0,,,TRENT25NOV6000PE,32219394,0.0,,
6100,,,,,,TRENT25SEP6100PE,33649666,826.0,,
6200,,,,,,TRENT25SEP6200PE,36550146,844.0,,
6400,TRENT25SEP6400CE,36550402.0,7.5,,,TRENT25SEP6400PE,36550658,990.0,,
